parus_major ENSPMJG00000011817
junco_hyemalis ENSJHYG00000016199
taeniopygia_guttata ENSTGUG00000013088
lonchura_striata_domestica ENSLSDG00000015815
cyanistes_caeruleus ENSCCEG00000002937
zonotrichia_albicollis ENSZALG00000004109
serinus_canaria ENSSCAG00000002374
ficedula_albicollis ENSFALG00000003806
lepidothrix_coronata ENSLCOG00000011702
manacus_vitellinus ENSMVIG00005011127
melopsittacus_undulatus ENSMUNG00000004307
calidris_pygmaea ENSCPGG00000008259
calidris_pugnax ENSCPUG00000019962
meleagris_gallopavo ENSMGAG00000013691
coturnix_japonica ENSCJPG00005006258
gallus_gallus ENSGALG00000012206
numida_meleagris ENSNMEG00000017172
anas_platyrhynchos_platyrhynchos ENSAPLG00000005044
anser_brachyrhynchus ENSABRG00000012818
apteryx_haastii ENSAHAG00000003734
apteryx_owenii ENSAOWG00000006125
apteryx_rowi ENSARWG00000007973
dromaius_novaehollandiae ENSDNVG00000016590
nothoprocta_perdicaria ENSNPEG00000014965
crocodylus_porosus ENSCPRG00005018711
chelonoidis_abingdonii ENSCABG00000015119
gopherus_agassizii ENSGAGG00000016340
chrysemys_picta_bellii ENSCPBG00000020065
pelodiscus_sinensis ENSPSIG00000009105
notechis_scutatus ENSNSUG00000019308
notechis_scutatus ENSNSUG00000019307
anolis_carolinensis ENSACAG00000016424
pogona_vitticeps ENSPVIG00000010791
salvator_merianae ENSSMRG00000009542
sphenodon_punctatus ENSSPUG00000005030
ornithorhynchus_anatinus ENSOANG00000021333
cebus_capucinus ENSCCAG00000021426
saimiri_boliviensis_boliviensis ENSSBOG00000025623
callithrix_jacchus ENSCJAG00000007328
aotus_nancymaae ENSANAG00000036449
pan_troglodytes ENSPTRG00000006363
pan_paniscus ENSPPAG00000037026
gorilla_gorilla ENSGGOG00000000676
homo_sapiens ENSG00000100532
pongo_abelii ENSPPYG00000005831
nomascus_leucogenys ENSNLEG00000012724
papio_anubis ENSPANG00000021096
cercocebus_atys ENSCATG00000029605
mandrillus_leucophaeus ENSMLEG00000040467
theropithecus_gelada ENSTGEG00000010612
chlorocebus_sabaeus ENSCSAG00000014820
macaca_mulatta ENSMMUG00000004594
macaca_mulatta ENSMMUG00000039011
macaca_nemestrina ENSMNEG00000040434
macaca_fascicularis ENSMFAG00000043781
piliocolobus_tephrosceles ENSPTEG00000038446
piliocolobus_tephrosceles ENSPTEG00000038436
colobus_angolensis_palliatus ENSCANG00000033395
rhinopithecus_roxellana ENSRROG00000028966
mandrillus_leucophaeus ENSMLEG00000040799
cercocebus_atys ENSCATG00000044947
chlorocebus_sabaeus ENSCSAG00000006942
papio_anubis ENSPANG00000021973
theropithecus_gelada ENSTGEG00000006508
macaca_mulatta ENSMMUG00000042040
macaca_fascicularis ENSMFAG00000038678
macaca_nemestrina ENSMNEG00000045306
rhinopithecus_bieti ENSRBIG00000036345
rhinopithecus_bieti ENSRBIG00000028245
rhinopithecus_roxellana ENSRROG00000039389
piliocolobus_tephrosceles ENSPTEG00000037849
colobus_angolensis_palliatus ENSCANG00000021227
colobus_angolensis_palliatus ENSCANG00000033859
carlito_syrichta ENSTSYG00000004987
microcebus_murinus ENSMICG00000047854
prolemur_simus ENSPSMG00000008463
propithecus_coquereli ENSPCOG00000015848
cricetulus_griseus_crigri-picr ENSCGRG00015000010
cricetulus_griseus_chok1gshd ENSCGRG00001017098
cricetulus_griseus_crigri ENSCGRG00000006882
mesocricetus_auratus ENSMAUG00000013754
mesocricetus_auratus ENSMAUG00000009121
peromyscus_maniculatus_bairdii ENSPEMG00000000025
microtus_ochrogaster ENSMOCG00000015089
mus_musculus ENSMUSG00000055128
mus_spicilegus ENSMSIG00000019053
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0020048
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0019160
mus_pahari MGP_PahariEiJ_G0030177
rattus_norvegicus ENSRNOG00000010178
meriones_unguiculatus ENSMUGG00000000078
nannospalax_galili ENSNGAG00000012236
jaculus_jaculus ENSJJAG00000012678
heterocephalus_glaber_male ENSHGLG00100002924
heterocephalus_glaber_female ENSHGLG00000011563
heterocephalus_glaber_female ENSHGLG00000018945
heterocephalus_glaber_male ENSHGLG00100007421
fukomys_damarensis ENSFDAG00000009760
cavia_porcellus ENSCPOG00000036459
cavia_aperea ENSCAPG00000007369
chinchilla_lanigera ENSCLAG00000013882
octodon_degus ENSODEG00000012045
castor_canadensis ENSCCNG00000023270
dipodomys_ordii ENSDORG00000008660
marmota_marmota_marmota ENSMMMG00000002415
urocitellus_parryii ENSUPAG00010003511
spermophilus_dauricus ENSSDAG00000018728
ictidomys_tridecemlineatus ENSSTOG00000023600
oryctolagus_cuniculus ENSOCUG00000001097
ochotona_princeps ENSOPRG00000010617
tupaia_belangeri ENSTBEG00000010469
ursus_americanus ENSUAMG00000025355
ursus_maritimus ENSUMAG00000015863
ailuropoda_melanoleuca ENSAMEG00000015332
mustela_putorius_furo ENSMPUG00000005503
neovison_vison ENSNVIG00000002909
canis_lupus_dingo ENSCAFG00020018279
canis_lupus_familiaris ENSCAFG00000031845
vulpes_vulpes ENSVVUG00000029662
panthera_tigris_altaica ENSPTIG00000020312
panthera_pardus ENSPPRG00000003328
felis_catus ENSFCAG00000034341
erinaceus_europaeus ENSEEUG00000001356
sorex_araneus ENSSARG00000005481
pteropus_vampyrus ENSPVAG00000016058
ovis_aries ENSOARG00000021074
capra_hircus ENSCHIG00000023916
bos_mutus ENSBMUG00000010131
bos_taurus ENSBTAG00000017141
bison_bison_bison ENSBBBG00000018871
sus_scrofa ENSSSCG00000021451
tursiops_truncatus ENSTTRG00000008275
vicugna_pacos ENSVPAG00000003798
equus_caballus ENSECAG00000008526
equus_asinus_asinus ENSEASG00005003172
myotis_lucifugus ENSMLUG00000004189
otolemur_garnettii ENSOGAG00000009674
loxodonta_africana ENSLAFG00000004664
procavia_capensis ENSPCAG00000015893
echinops_telfairi ENSETEG00000018625
choloepus_hoffmanni ENSCHOG00000003022
dasypus_novemcinctus ENSDNOG00000040453
phascolarctos_cinereus ENSPCIG00000029797
sarcophilus_harrisii ENSSHAG00000010101
notamacropus_eugenii ENSMEUG00000000787
monodelphis_domestica ENSMODG00000011646
xenopus_tropicalis ENSXETG00000012221
latimeria_chalumnae ENSLACG00000019070
xiphophorus_couchianus ENSXCOG00000006430
xiphophorus_maculatus ENSXMAG00000005298
gambusia_affinis ENSGAFG00000020838
poecilia_formosa ENSPFOG00000014706
poecilia_latipinna ENSPLAG00000018830
poecilia_mexicana ENSPMEG00000011450
poecilia_reticulata ENSPREG00000000724
cyprinodon_variegatus ENSCVAG00000017810
fundulus_heteroclitus ENSFHEG00000007427
kryptolebias_marmoratus ENSKMAG00000003867
oryzias_latipes_asm223469v1 ENSORLG00015003152
oryzias_latipes ENSORLG00020008174
oryzias_latipes ENSORLG00000015421
oryzias_melastigma ENSOMEG00000011991
hippocampus_comes ENSHCOG00000012805
takifugu_rubripes ENSTRUG00000009524
tetraodon_nigroviridis ENSTNIG00000005249
mola_mola ENSMMOG00000015123
haplochromis_burtoni ENSHBUG00000001293
haplochromis_burtoni ENSHBUG00000001297
astatotilapia_calliptera ENSACLG00000020856
maylandia_zebra ENSMZEG00005014793
