pogona_vitticeps ENSPVIG00000023469
anolis_carolinensis ENSACAG00000011757
notechis_scutatus ENSNSUG00000012746
salvator_merianae ENSSMRG00000022614
sphenodon_punctatus ENSSPUG00000018122
gopherus_agassizii ENSGAGG00000018479
chelonoidis_abingdonii ENSCABG00000012932
chrysemys_picta_bellii ENSCPBG00000006896
pelodiscus_sinensis ENSPSIG00000013970
lonchura_striata_domestica ENSLSDG00000004437
serinus_canaria ENSSCAG00000013826
zonotrichia_albicollis ENSZALG00000018136
parus_major ENSPMJG00000011305
cyanistes_caeruleus ENSCCEG00000007004
taeniopygia_guttata ENSTGUG00000007736
junco_hyemalis ENSJHYG00000008367
ficedula_albicollis ENSFALG00000004294
manacus_vitellinus ENSMVIG00005014695
lepidothrix_coronata ENSLCOG00000002840
calidris_pygmaea ENSCPGG00000004094
calidris_pugnax ENSCPUG00000007573
melopsittacus_undulatus ENSMUNG00000003304
gallus_gallus ENSGALG00000016522
meleagris_gallopavo ENSMGAG00000014672
coturnix_japonica ENSCJPG00005017880
numida_meleagris ENSNMEG00000015548
anas_platyrhynchos_platyrhynchos ENSAPLG00000010050
anser_brachyrhynchus ENSABRG00000010075
apteryx_owenii ENSAOWG00000012967
apteryx_rowi ENSARWG00000014974
apteryx_haastii ENSAHAG00000012800
dromaius_novaehollandiae ENSDNVG00000015631
nothoprocta_perdicaria ENSNPEG00000000261
crocodylus_porosus ENSCPRG00005005055
chinchilla_lanigera ENSCLAG00000000360
octodon_degus ENSODEG00000004173
cavia_porcellus ENSCPOG00000006617
heterocephalus_glaber_male ENSHGLG00100010745
heterocephalus_glaber_female ENSHGLG00000001185
fukomys_damarensis ENSFDAG00000012858
urocitellus_parryii ENSUPAG00010013699
ictidomys_tridecemlineatus ENSSTOG00000005660
spermophilus_dauricus ENSSDAG00000006560
marmota_marmota_marmota ENSMMMG00000006165
castor_canadensis ENSCCNG00000031747
dipodomys_ordii ENSDORG00000011776
peromyscus_maniculatus_bairdii ENSPEMG00000012697
