seriola_dumerili ENSSDUG00000023643
cynoglossus_semilaevis ENSCSEG00000005129
hippocampus_comes ENSHCOG00000013263
mastacembelus_armatus ENSMAMG00000006533
mastacembelus_armatus ENSMAMG00000007832
mastacembelus_armatus ENSMAMG00000007849
mastacembelus_armatus ENSMAMG00000006546
mastacembelus_armatus ENSMAMG00000006455
mastacembelus_armatus ENSMAMG00000006562
mastacembelus_armatus ENSMAMG00000006519
mastacembelus_armatus ENSMAMG00000006718
mastacembelus_armatus ENSMAMG00000006490
mastacembelus_armatus ENSMAMG00000006500
mastacembelus_armatus ENSMAMG00000006580
monopterus_albus ENSMALG00000000626
poecilia_formosa ENSPFOG00000023164
xiphophorus_couchianus ENSXCOG00000007257
