xiphophorus_maculatus ENSXMAG00000018291
xiphophorus_couchianus ENSXCOG00000012464
gambusia_affinis ENSGAFG00000000435
poecilia_mexicana ENSPMEG00000007436
poecilia_latipinna ENSPLAG00000001816
poecilia_formosa ENSPFOG00000004373
poecilia_reticulata ENSPREG00000008709
fundulus_heteroclitus ENSFHEG00000020160
cyprinodon_variegatus ENSCVAG00000020189
kryptolebias_marmoratus ENSKMAG00000002626
pundamilia_nyererei ENSPNYG00000001670
pundamilia_nyererei ENSPNYG00000001711
maylandia_zebra ENSMZEG00005027398
astatotilapia_calliptera ENSACLG00000022724
haplochromis_burtoni ENSHBUG00000000962
oreochromis_niloticus ENSONIG00000000835
amphilophus_citrinellus ENSACIG00000008419
takifugu_rubripes ENSTRUG00000001501
tetraodon_nigroviridis ENSTNIG00000017002
oryzias_latipes ENSORLG00020011886
oryzias_latipes ENSORLG00000026240
oryzias_latipes_asm223469v1 ENSORLG00015017300
oryzias_melastigma ENSOMEG00000011049
periophthalmus_magnuspinnatus ENSPMGG00000015653
monopterus_albus ENSMALG00000000053
gasterosteus_aculeatus ENSGACG00000010424
labrus_bergylta ENSLBEG00000020339
mola_mola ENSMMOG00000007900
mastacembelus_armatus ENSMAMG00000021688
anabas_testudineus ENSATEG00000010094
seriola_lalandi_dorsalis ENSSLDG00000022433
seriola_dumerili ENSSDUG00000018523
stegastes_partitus ENSSPAG00000009498
amphiprion_percula ENSAPEG00000004035
neolamprologus_brichardi ENSNBRG00000013863
neolamprologus_brichardi ENSNBRG00000013877
scophthalmus_maximus ENSSMAG00000017847
cynoglossus_semilaevis ENSCSEG00000003124
acanthochromis_polyacanthus ENSAPOG00000009410
acanthochromis_polyacanthus ENSAPOG00000009434
acanthochromis_polyacanthus ENSAPOG00000005318
amphiprion_ocellaris ENSAOCG00000016494
hippocampus_comes ENSHCOG00000002418
gadus_morhua ENSGMOG00000018483
astyanax_mexicanus ENSAMXG00000002117
pygocentrus_nattereri ENSPNAG00000029989
ictalurus_punctatus ENSIPUG00000002603
danio_rerio ENSDARG00000057719
ornithorhynchus_anatinus ENSOANG00000006698
lepisosteus_oculatus ENSLOCG00000015787
paramormyrops_kingsleyae ENSPKIG00000020890
latimeria_chalumnae ENSLACG00000001020
scleropages_formosus ENSSFOG00015021955
paramormyrops_kingsleyae ENSPKIG00000017024
scleropages_formosus ENSSFOG00015007470
esox_lucius ENSELUG00000004041
oryzias_latipes ENSORLG00000001049
oryzias_latipes ENSORLG00020017254
oryzias_latipes_asm223469v1 ENSORLG00015016631
oryzias_melastigma ENSOMEG00000008420
kryptolebias_marmoratus ENSKMAG00000012500
haplochromis_burtoni ENSHBUG00000015768
haplochromis_burtoni ENSHBUG00000022410
astatotilapia_calliptera ENSACLG00000013354
maylandia_zebra ENSMZEG00005015030
pundamilia_nyererei ENSPNYG00000017349
neolamprologus_brichardi ENSNBRG00000008167
oreochromis_niloticus ENSONIG00000016118
amphilophus_citrinellus ENSACIG00000011347
amphiprion_ocellaris ENSAOCG00000018604
amphiprion_ocellaris ENSAOCG00000013220
amphiprion_percula ENSAPEG00000020696
acanthochromis_polyacanthus ENSAPOG00000021696
stegastes_partitus ENSSPAG00000010857
mastacembelus_armatus ENSMAMG00000019288
monopterus_albus ENSMALG00000008213
anabas_testudineus ENSATEG00000017415
seriola_lalandi_dorsalis ENSSLDG00000002810
seriola_lalandi_dorsalis ENSSLDG00000015295
seriola_dumerili ENSSDUG00000018564
scophthalmus_maximus ENSSMAG00000021160
gasterosteus_aculeatus ENSGACG00000019589
mola_mola ENSMMOG00000018594
cynoglossus_semilaevis ENSCSEG00000000888
periophthalmus_magnuspinnatus ENSPMGG00000000329
gadus_morhua ENSGMOG00000015972
esox_lucius ENSELUG00000018396
pygocentrus_nattereri ENSPNAG00000002675
astyanax_mexicanus ENSAMXG00000005138
ictalurus_punctatus ENSIPUG00000023517
paramormyrops_kingsleyae ENSPKIG00000022781
sphenodon_punctatus ENSSPUG00000013953
sphenodon_punctatus ENSSPUG00000013946
salvator_merianae ENSSMRG00000014919
xenopus_tropicalis ENSXETG00000013737
apteryx_owenii ENSAOWG00000000611
apteryx_haastii ENSAHAG00000001815
apteryx_rowi ENSARWG00000006191
nothoprocta_perdicaria ENSNPEG00000016078
parus_major ENSPMJG00000003205
ficedula_albicollis ENSFALG00000002354
taeniopygia_guttata ENSTGUG00000002121
lonchura_striata_domestica ENSLSDG00000006503
manacus_vitellinus ENSMVIG00005013393
melopsittacus_undulatus ENSMUNG00000006773
calidris_pygmaea ENSCPGG00000002048
calidris_pugnax ENSCPUG00000002986
gallus_gallus ENSGALG00000037289
coturnix_japonica ENSCJPG00005004409
meleagris_gallopavo ENSMGAG00000007292
numida_meleagris ENSNMEG00000011189
anser_brachyrhynchus ENSABRG00000016126
anas_platyrhynchos_platyrhynchos ENSAPLG00000013640
zonotrichia_albicollis ENSZALG00000012366
junco_hyemalis ENSJHYG00000000714
serinus_canaria ENSSCAG00000000381
cyanistes_caeruleus ENSCCEG00000013057
lepidothrix_coronata ENSLCOG00000013308
dromaius_novaehollandiae ENSDNVG00000000403
nothoprocta_perdicaria ENSNPEG00000016077
crocodylus_porosus ENSCPRG00005011048
chrysemys_picta_bellii ENSCPBG00000018238
chrysemys_picta_bellii ENSCPBG00000018235
gopherus_agassizii ENSGAGG00000016429
chelonoidis_abingdonii ENSCABG00000001417
pelodiscus_sinensis ENSPSIG00000004043
anolis_carolinensis ENSACAG00000014506
pogona_vitticeps ENSPVIG00000009645
notechis_scutatus ENSNSUG00000016207
prolemur_simus ENSPSMG00000006791
microcebus_murinus ENSMICG00000004240
homo_sapiens ENSG00000119787
gorilla_gorilla ENSGGOG00000009990
pongo_abelii ENSPPYG00000012483
theropithecus_gelada ENSTGEG00000027270
papio_anubis ENSPANG00000021955
macaca_fascicularis ENSMFAG00000037890
cercocebus_atys ENSCATG00000030903
piliocolobus_tephrosceles ENSPTEG00000017593
colobus_angolensis_palliatus ENSCANG00000041948
callithrix_jacchus ENSCJAG00000004030
saimiri_boliviensis_boliviensis ENSSBOG00000027945
aotus_nancymaae ENSANAG00000026761
oryctolagus_cuniculus ENSOCUG00000016184
ochotona_princeps ENSOPRG00000015504
microtus_ochrogaster ENSMOCG00000016258
rattus_norvegicus ENSRNOG00000006523
jaculus_jaculus ENSJJAG00000006510
spermophilus_dauricus ENSSDAG00000013191
marmota_marmota_marmota ENSMMMG00000017040
meriones_unguiculatus ENSMUGG00000018366
