pan_paniscus ENSPPAG00000036973
pan_troglodytes ENSPTRG00000050709
gorilla_gorilla ENSGGOG00000044132
homo_sapiens ENSG00000226792
nomascus_leucogenys ENSNLEG00000031949
macaca_fascicularis ENSMFAG00000018059
macaca_nemestrina ENSMNEG00000032270
cercocebus_atys ENSCATG00000034252
theropithecus_gelada ENSTGEG00000005506
mandrillus_leucophaeus ENSMLEG00000032733
papio_anubis ENSPANG00000034970
colobus_angolensis_palliatus ENSCANG00000040735
piliocolobus_tephrosceles ENSPTEG00000031410
rhinopithecus_bieti ENSRBIG00000036868
rhinopithecus_roxellana ENSRROG00000017762
callithrix_jacchus ENSCJAG00000045943
saimiri_boliviensis_boliviensis ENSSBOG00000031577
cebus_capucinus ENSCCAG00000017028
aotus_nancymaae ENSANAG00000025879
carlito_syrichta ENSTSYG00000025780
prolemur_simus ENSPSMG00000016021
microcebus_murinus ENSMICG00000047001
propithecus_coquereli ENSPCOG00000021956
castor_canadensis ENSCCNG00000014388
dipodomys_ordii ENSDORG00000027577
cricetulus_griseus_crigri ENSCGRG00000013628
cricetulus_griseus_crigri-picr ENSCGRG00015010863
cricetulus_griseus_chok1gshd ENSCGRG00001000776
mesocricetus_auratus ENSMAUG00000019554
peromyscus_maniculatus_bairdii ENSPEMG00000009760
microtus_ochrogaster ENSMOCG00000012251
mus_musculus ENSMUSG00000100486
meriones_unguiculatus ENSMUGG00000022662
nannospalax_galili ENSNGAG00000018345
jaculus_jaculus ENSJJAG00000020940
urocitellus_parryii ENSUPAG00010003886
marmota_marmota_marmota ENSMMMG00000022978
ictidomys_tridecemlineatus ENSSTOG00000033767
spermophilus_dauricus ENSSDAG00000003253
chinchilla_lanigera ENSCLAG00000003677
octodon_degus ENSODEG00000005880
cavia_aperea ENSCAPG00000013497
cavia_porcellus ENSCPOG00000034338
heterocephalus_glaber_male ENSHGLG00100013093
heterocephalus_glaber_female ENSHGLG00000004742
fukomys_damarensis ENSFDAG00000005540
panthera_pardus ENSPPRG00000010617
panthera_tigris_altaica ENSPTIG00000011878
felis_catus ENSFCAG00000040832
neovison_vison ENSNVIG00000012138
bos_mutus ENSBMUG00000022169
bison_bison_bison ENSBBBG00000003494
ovis_aries ENSOARG00000008792
sarcophilus_harrisii ENSSHAG00000015692
ornithorhynchus_anatinus ENSOANG00000015534
latimeria_chalumnae ENSLACG00000009325
poecilia_formosa ENSPFOG00000016772
