pygocentrus_nattereri ENSPNAG00000024314
ictalurus_punctatus ENSIPUG00000004224
danio_rerio ENSDARG00000101633
danio_rerio ENSDARG00000099216
paramormyrops_kingsleyae ENSPKIG00000023836
scleropages_formosus ENSSFOG00015021129
lepisosteus_oculatus ENSLOCG00000007522
monopterus_albus ENSMALG00000003330
mastacembelus_armatus ENSMAMG00000013575
anabas_testudineus ENSATEG00000023828
scophthalmus_maximus ENSSMAG00000017186
cynoglossus_semilaevis ENSCSEG00000002013
seriola_lalandi_dorsalis ENSSLDG00000014889
seriola_dumerili ENSSDUG00000005174
takifugu_rubripes ENSTRUG00000003201
tetraodon_nigroviridis ENSTNIG00000018341
mola_mola ENSMMOG00000003611
labrus_bergylta ENSLBEG00000005570
gasterosteus_aculeatus ENSGACG00000012156
cyprinodon_variegatus ENSCVAG00000005163
cyprinodon_variegatus ENSCVAG00000005182
fundulus_heteroclitus ENSFHEG00000000494
xiphophorus_maculatus ENSXMAG00000007074
xiphophorus_couchianus ENSXCOG00000019570
gambusia_affinis ENSGAFG00000014992
poecilia_latipinna ENSPLAG00000001463
poecilia_latipinna ENSPLAG00000001465
poecilia_formosa ENSPFOG00000015524
poecilia_mexicana ENSPMEG00000011630
poecilia_reticulata ENSPREG00000016733
kryptolebias_marmoratus ENSKMAG00000002933
oryzias_latipes ENSORLG00000009604
oryzias_latipes ENSORLG00020010563
oryzias_latipes_asm223469v1 ENSORLG00015016518
oryzias_melastigma ENSOMEG00000006652
haplochromis_burtoni ENSHBUG00000004510
astatotilapia_calliptera ENSACLG00000018140
pundamilia_nyererei ENSPNYG00000005550
maylandia_zebra ENSMZEG00005022415
neolamprologus_brichardi ENSNBRG00000005473
oreochromis_niloticus ENSONIG00000006250
amphilophus_citrinellus ENSACIG00000010822
acanthochromis_polyacanthus ENSAPOG00000023661
acanthochromis_polyacanthus ENSAPOG00000008310
amphiprion_percula ENSAPEG00000003173
amphiprion_ocellaris ENSAOCG00000008850
stegastes_partitus ENSSPAG00000002857
hippocampus_comes ENSHCOG00000007468
periophthalmus_magnuspinnatus ENSPMGG00000008713
gadus_morhua ENSGMOG00000007963
esox_lucius ENSELUG00000011191
astyanax_mexicanus ENSAMXG00000016234
sphenodon_punctatus ENSSPUG00000002966
pelodiscus_sinensis ENSPSIG00000004771
