eptatretus_burgeri ENSEBUG00000001644
petromyzon_marinus ENSPMAG00000003982
dromaius_novaehollandiae ENSDNVG00000004643
nothoprocta_perdicaria ENSNPEG00000001234
apteryx_haastii ENSAHAG00000014054
apteryx_rowi ENSARWG00000000178
apteryx_owenii ENSAOWG00000015009
calidris_pygmaea ENSCPGG00000004439
calidris_pugnax ENSCPUG00000016525
melopsittacus_undulatus ENSMUNG00000016512
lepidothrix_coronata ENSLCOG00000004727
manacus_vitellinus ENSMVIG00005016655
zonotrichia_albicollis ENSZALG00000011026
junco_hyemalis ENSJHYG00000003573
serinus_canaria ENSSCAG00000008936
taeniopygia_guttata ENSTGUG00000011275
taeniopygia_guttata ENSTGUG00000011302
lonchura_striata ENSLSDG00000001454
ficedula_albicollis ENSFALG00000004898
cyanistes_caeruleus ENSCCEG00000017196
parus_major ENSPMJG00000006754
meleagris_gallopavo ENSMGAG00000010755
meleagris_gallopavo ENSMGAG00000017156
gallus_gallus ENSGALG00000010312
coturnix_japonica ENSCJPG00005018132
numida_meleagris ENSNMEG00000013200
anser_brachyrhynchus ENSABRG00000019784
anas_platyrhynchos ENSAPLG00000014302
crocodylus_porosus ENSCPRG00005007105
gopherus_agassizii ENSGAGG00000010065
chelonoidis_abingdonii ENSCABG00000001970
chrysemys_picta ENSCPBG00000018581
pelodiscus_sinensis ENSPSIG00000008812
anolis_carolinensis ENSACAG00000004239
pogona_vitticeps ENSPVIG00000015047
notechis_scutatus ENSNSUG00000018574
salvator_merianae ENSSMRG00000003423
sphenodon_punctatus ENSSPUG00000015450
ornithorhynchus_anatinus ENSOANG00000012464
ornithorhynchus_anatinus ENSOANG00000031997
ornithorhynchus_anatinus ENSOANG00000000314
oryctolagus_cuniculus ENSOCUG00000009260
tupaia_belangeri ENSTBEG00000003513
cavia_porcellus ENSCPOG00000004751
cavia_aperea ENSCAPG00000010153
chinchilla_lanigera ENSCLAG00000002471
heterocephalus_glaber ENSHGLG00000017434
heterocephalus_glaber ENSHGLG00100003073
fukomys_damarensis ENSFDAG00000002027
mus_spicilegus ENSMSIG00000029344
mus_spretus MGP_SPRETEiJ_G0025975
mus_musculus ENSMUSG00000036834
mus_caroli MGP_CAROLIEiJ_G0025035
mus_pahari MGP_PahariEiJ_G0026479
