tursiops_truncatus ENSTTRG00000017179
vicugna_pacos ENSVPAG00000007914
pteropus_vampyrus ENSPVAG00000003955
erinaceus_europaeus ENSEEUG00000003162
pan_paniscus ENSPPAG00000033753
pan_troglodytes ENSPTRG00000044964
homo_sapiens ENSG00000181577
gorilla_gorilla ENSGGOG00000043498
pongo_abelii ENSPPYG00000016649
papio_anubis ENSPANG00000005020
chlorocebus_sabaeus ENSCSAG00000012214
macaca_nemestrina ENSMNEG00000029690
macaca_mulatta ENSMMUG00000011364
macaca_fascicularis ENSMFAG00000045939
cercocebus_atys ENSCATG00000029856
mandrillus_leucophaeus ENSMLEG00000032234
rhinopithecus_bieti ENSRBIG00000039088
rhinopithecus_roxellana ENSRROG00000036982
colobus_angolensis_palliatus ENSCANG00000030677
saimiri_boliviensis_boliviensis ENSSBOG00000029474
cebus_capucinus ENSCCAG00000024490
aotus_nancymaae ENSANAG00000026877
tupaia_belangeri ENSTBEG00000009330
