pteropus_vampyrus ENSPVAG00000005181
myotis_lucifugus ENSMLUG00000014154
equus_caballus ENSECAG00000024642
equus_asinus_asinus ENSEASG00005018972
ursus_americanus ENSUAMG00000008960
ursus_maritimus ENSUMAG00000009965
ailuropoda_melanoleuca ENSAMEG00000011241
mustela_putorius_furo ENSMPUG00000010896
neovison_vison ENSNVIG00000000082
canis_lupus_familiaris ENSCAFG00000028916
canis_lupus_dingo ENSCAFG00020014273
vulpes_vulpes ENSVVUG00000023312
panthera_pardus ENSPPRG00000007444
panthera_tigris_altaica ENSPTIG00000008916
felis_catus ENSFCAG00000029089
sus_scrofa ENSSSCG00000021941
sus_scrofa ENSSSCG00000009866
vicugna_pacos ENSVPAG00000004514
bos_mutus ENSBMUG00000023591
bison_bison_bison ENSBBBG00000001025
capra_hircus ENSCHIG00000018092
ovis_aries ENSOARG00000017953
tursiops_truncatus ENSTTRG00000012309
cricetulus_griseus_chok1gshd ENSCGRG00001000297
cricetulus_griseus_crigri ENSCGRG00000006072
cricetulus_griseus_crigri-picr ENSCGRG00015022660
mesocricetus_auratus ENSMAUG00000001016
microtus_ochrogaster ENSMOCG00000004636
peromyscus_maniculatus_bairdii ENSPEMG00000019147
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0022044
castor_canadensis ENSCCNG00000006573
dipodomys_ordii ENSDORG00000009833
mus_spicilegus ENSMSIG00000004434
mus_musculus ENSMUSG00000037017
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0028905
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0027901
mus_pahari MGP_PahariEiJ_G0024475
rattus_norvegicus ENSRNOG00000039234
meriones_unguiculatus ENSMUGG00000024037
peromyscus_maniculatus_bairdii ENSPEMG00000018646
microtus_ochrogaster ENSMOCG00000020051
cricetulus_griseus_crigri-picr ENSCGRG00015005178
cricetulus_griseus_chok1gshd ENSCGRG00001012943
cricetulus_griseus_crigri ENSCGRG00000005362
mesocricetus_auratus ENSMAUG00000009836
nannospalax_galili ENSNGAG00000014098
jaculus_jaculus ENSJJAG00000007135
urocitellus_parryii ENSUPAG00010018261
ictidomys_tridecemlineatus ENSSTOG00000021741
spermophilus_dauricus ENSSDAG00000021350
marmota_marmota_marmota ENSMMMG00000012715
heterocephalus_glaber_male ENSHGLG00100016824
heterocephalus_glaber_female ENSHGLG00000008084
fukomys_damarensis ENSFDAG00000018170
chinchilla_lanigera ENSCLAG00000001105
octodon_degus ENSODEG00000017115
cavia_porcellus ENSCPOG00000015351
cavia_aperea ENSCAPG00000000609
oryctolagus_cuniculus ENSOCUG00000015340
tupaia_belangeri ENSTBEG00000016819
tupaia_belangeri ENSTBEG00000012971
macaca_fascicularis ENSMFAG00000042653
macaca_mulatta ENSMMUG00000014082
macaca_nemestrina ENSMNEG00000029830
papio_anubis ENSPANG00000008154
theropithecus_gelada ENSTGEG00000011666
cercocebus_atys ENSCATG00000038725
mandrillus_leucophaeus ENSMLEG00000033921
chlorocebus_sabaeus ENSCSAG00000017830
piliocolobus_tephrosceles ENSPTEG00000026027
colobus_angolensis_palliatus ENSCANG00000034789
rhinopithecus_roxellana ENSRROG00000036695
rhinopithecus_bieti ENSRBIG00000029239
pan_paniscus ENSPPAG00000027118
pan_troglodytes ENSPTRG00000019469
homo_sapiens ENSG00000166529
gorilla_gorilla ENSGGOG00000011448
pongo_abelii ENSPPYG00000017395
nomascus_leucogenys ENSNLEG00000029906
cebus_capucinus ENSCCAG00000020654
saimiri_boliviensis_boliviensis ENSSBOG00000027308
callithrix_jacchus ENSCJAG00000015664
aotus_nancymaae ENSANAG00000028776
carlito_syrichta ENSTSYG00000006410
prolemur_simus ENSPSMG00000000825
propithecus_coquereli ENSPCOG00000014680
microcebus_murinus ENSMICG00000003959
otolemur_garnettii ENSOGAG00000016311
dasypus_novemcinctus ENSDNOG00000001868
choloepus_hoffmanni ENSCHOG00000010779
loxodonta_africana ENSLAFG00000016162
procavia_capensis ENSPCAG00000005227
