vombatus_ursinus ENSVURG00010012917
monodelphis_domestica ENSMODG00000041919
erinaceus_europaeus ENSEEUG00000001312
panthera_pardus ENSPPRG00000023296
cavia_aperea ENSCAPG00000013496
oryctolagus_cuniculus ENSOCUG00000037630
cebus_capucinus ENSCCAG00000031445
bos_mutus ENSBMUG00000026321
sus_scrofa ENSSSCG00000030492
myotis_lucifugus ENSMLUG00000027844
ursus_maritimus ENSUMAG00000023105
ursus_americanus ENSUAMG00000026830
vulpes_vulpes ENSVVUG00000021925
felis_catus ENSFCAG00000034912
peromyscus_maniculatus ENSPEMG00000028883
bos_indicus ENSBIXG00005004005
bos_indicus ENSBIXG00000021537
bos_taurus ENSBTAG00000050560
panthera_pardus ENSPPRG00000022899
echinops_telfairi ENSETEG00000001057
cyanistes_caeruleus ENSCCEG00000004530
