ursus_americanus ENSUAMG00000023336
ursus_maritimus ENSUMAG00000003176
ailuropoda_melanoleuca ENSAMEG00000017883
neovison_vison ENSNVIG00000019160
mustela_putorius_furo ENSMPUG00000012842
canis_lupus_dingo ENSCAFG00020014353
canis_lupus_familiaris ENSCAFG00000014367
vulpes_vulpes ENSVVUG00000029752
panthera_pardus ENSPPRG00000000103
panthera_tigris_altaica ENSPTIG00000006143
felis_catus ENSFCAG00000001997
equus_caballus ENSECAG00000019827
bos_mutus ENSBMUG00000014246
bos_taurus ENSBTAG00000018762
bison_bison_bison ENSBBBG00000005486
capra_hircus ENSCHIG00000007682
sus_scrofa ENSSSCG00000013025
tursiops_truncatus ENSTTRG00000008738
erinaceus_europaeus ENSEEUG00000010069
pan_troglodytes ENSPTRG00000003841
pan_paniscus ENSPPAG00000031436
homo_sapiens ENSG00000197891
gorilla_gorilla ENSGGOG00000003591
pongo_abelii ENSPPYG00000003102
nomascus_leucogenys ENSNLEG00000005070
colobus_angolensis_palliatus ENSCANG00000043606
piliocolobus_tephrosceles ENSPTEG00000020643
rhinopithecus_bieti ENSRBIG00000039478
rhinopithecus_roxellana ENSRROG00000029881
mandrillus_leucophaeus ENSMLEG00000022071
papio_anubis ENSPANG00000009833
theropithecus_gelada ENSTGEG00000011736
cercocebus_atys ENSCATG00000043695
macaca_fascicularis ENSMFAG00000001521
macaca_nemestrina ENSMNEG00000036100
macaca_mulatta ENSMMUG00000022594
chlorocebus_sabaeus ENSCSAG00000007232
cebus_capucinus ENSCCAG00000021030
saimiri_boliviensis_boliviensis ENSSBOG00000023751
callithrix_jacchus ENSCJAG00000002977
aotus_nancymaae ENSANAG00000037377
carlito_syrichta ENSTSYG00000037000
propithecus_coquereli ENSPCOG00000018089
microcebus_murinus ENSMICG00000008804
prolemur_simus ENSPSMG00000003182
otolemur_garnettii ENSOGAG00000001354
castor_canadensis ENSCCNG00000025230
dipodomys_ordii ENSDORG00000016462
cricetulus_griseus_chok1gshd ENSCGRG00001024306
cricetulus_griseus_crigri ENSCGRG00000007179
cricetulus_griseus_crigri-picr ENSCGRG00015012403
mesocricetus_auratus ENSMAUG00000013474
microtus_ochrogaster ENSMOCG00000018357
peromyscus_maniculatus_bairdii ENSPEMG00000012720
mus_musculus ENSMUSG00000061742
mus_spicilegus ENSMSIG00000029959
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0023522
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0022611
mus_pahari MGP_PahariEiJ_G0014105
rattus_norvegicus ENSRNOG00000021108
meriones_unguiculatus ENSMUGG00000019585
nannospalax_galili ENSNGAG00000016504
jaculus_jaculus ENSJJAG00000020785
chinchilla_lanigera ENSCLAG00000015575
octodon_degus ENSODEG00000015606
cavia_aperea ENSCAPG00000015870
cavia_porcellus ENSCPOG00000020117
heterocephalus_glaber_female ENSHGLG00000018615
heterocephalus_glaber_male ENSHGLG00100013339
fukomys_damarensis ENSFDAG00000016927
ictidomys_tridecemlineatus ENSSTOG00000027520
urocitellus_parryii ENSUPAG00010011570
marmota_marmota_marmota ENSMMMG00000008219
ochotona_princeps ENSOPRG00000005218
loxodonta_africana ENSLAFG00000004533
procavia_capensis ENSPCAG00000012502
phascolarctos_cinereus ENSPCIG00000008000
notamacropus_eugenii ENSMEUG00000006319
ornithorhynchus_anatinus ENSOANG00000012662
