phascolarctos_cinereus ENSPCIG00000011802
notamacropus_eugenii ENSMEUG00000005895
monodelphis_domestica ENSMODG00000012381
sarcophilus_harrisii ENSSHAG00000014351
loxodonta_africana ENSLAFG00000018708
procavia_capensis ENSPCAG00000005382
echinops_telfairi ENSETEG00000016402
erinaceus_europaeus ENSEEUG00000007028
erinaceus_europaeus ENSEEUG00000008303
sorex_araneus ENSSARG00000011000
pteropus_vampyrus ENSPVAG00000002202
myotis_lucifugus ENSMLUG00000015955
equus_caballus ENSECAG00000014128
equus_asinus_asinus ENSEASG00005020074
capra_hircus ENSCHIG00000017324
ovis_aries ENSOARG00000015850
bos_taurus ENSBTAG00000019232
bos_mutus ENSBMUG00000001180
bison_bison_bison ENSBBBG00000013257
capra_hircus ENSCHIG00000019853
tursiops_truncatus ENSTTRG00000016221
vicugna_pacos ENSVPAG00000007004
sus_scrofa ENSSSCG00000016087
ursus_americanus ENSUAMG00000001397
ursus_maritimus ENSUMAG00000021039
ailuropoda_melanoleuca ENSAMEG00000005386
mustela_putorius_furo ENSMPUG00000007993
neovison_vison ENSNVIG00000010238
canis_lupus_familiaris ENSCAFG00000011001
vulpes_vulpes ENSVVUG00000025871
panthera_tigris_altaica ENSPTIG00000005502
panthera_pardus ENSPPRG00000005974
ochotona_princeps ENSOPRG00000004133
oryctolagus_cuniculus ENSOCUG00000016464
chinchilla_lanigera ENSCLAG00000012009
octodon_degus ENSODEG00000009836
cavia_porcellus ENSCPOG00000035856
cavia_aperea ENSCAPG00000017254
heterocephalus_glaber_male ENSHGLG00100003811
heterocephalus_glaber_female ENSHGLG00000017557
fukomys_damarensis ENSFDAG00000006412
tupaia_belangeri ENSTBEG00000017771
castor_canadensis ENSCCNG00000019244
dipodomys_ordii ENSDORG00000012567
mus_spicilegus ENSMSIG00000012899
mus_spicilegus ENSMSIG00000020558
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0014959
mus_musculus ENSMUSG00000048495
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0014152
mus_pahari MGP_PahariEiJ_G0027392
rattus_norvegicus ENSRNOG00000010100
meriones_unguiculatus ENSMUGG00000027152
cricetulus_griseus_crigri ENSCGRG00000002853
cricetulus_griseus_chok1gshd ENSCGRG00001015297
cricetulus_griseus_crigri-picr ENSCGRG00015028796
mesocricetus_auratus ENSMAUG00000009449
peromyscus_maniculatus_bairdii ENSPEMG00000009506
microtus_ochrogaster ENSMOCG00000018540
nannospalax_galili ENSNGAG00000022701
jaculus_jaculus ENSJJAG00000019361
spermophilus_dauricus ENSSDAG00000016855
urocitellus_parryii ENSUPAG00010015739
ictidomys_tridecemlineatus ENSSTOG00000010561
marmota_marmota_marmota ENSMMMG00000011668
cebus_capucinus ENSCCAG00000030363
callithrix_jacchus ENSCJAG00000004155
saimiri_boliviensis_boliviensis ENSSBOG00000020625
aotus_nancymaae ENSANAG00000024108
pan_troglodytes ENSPTRG00000012783
pan_paniscus ENSPPAG00000027150
homo_sapiens ENSG00000162971
gorilla_gorilla ENSGGOG00000041719
pongo_abelii ENSPPYG00000029587
nomascus_leucogenys ENSNLEG00000031551
papio_anubis ENSPANG00000009235
mandrillus_leucophaeus ENSMLEG00000038351
theropithecus_gelada ENSTGEG00000028848
macaca_fascicularis ENSMFAG00000004016
macaca_mulatta ENSMMUG00000023167
cercocebus_atys ENSCATG00000033078
macaca_nemestrina ENSMNEG00000030303
chlorocebus_sabaeus ENSCSAG00000011351
piliocolobus_tephrosceles ENSPTEG00000026543
colobus_angolensis_palliatus ENSCANG00000041850
rhinopithecus_bieti ENSRBIG00000039190
rhinopithecus_roxellana ENSRROG00000033012
carlito_syrichta ENSTSYG00000006049
prolemur_simus ENSPSMG00000025236
microcebus_murinus ENSMICG00000046098
choloepus_hoffmanni ENSCHOG00000013810
dasypus_novemcinctus ENSDNOG00000016467
ornithorhynchus_anatinus ENSOANG00000002098
dromaius_novaehollandiae ENSDNVG00000003290
apteryx_rowi ENSARWG00000007133
manacus_vitellinus ENSMVIG00005018080
peromyscus_maniculatus_bairdii ENSPEMG00000027944
canis_lupus_dingo ENSCAFG00020004570
lepidothrix_coronata ENSLCOG00000007217
manacus_vitellinus ENSMVIG00005018079
parus_major ENSPMJG00000004013
cyanistes_caeruleus ENSCCEG00000014260
ficedula_albicollis ENSFALG00000004234
taeniopygia_guttata ENSTGUG00000010474
lonchura_striata_domestica ENSLSDG00000000697
serinus_canaria ENSSCAG00000002800
junco_hyemalis ENSJHYG00000008452
zonotrichia_albicollis ENSZALG00000017947
calidris_pugnax ENSCPUG00000008248
calidris_pygmaea ENSCPGG00000011174
melopsittacus_undulatus ENSMUNG00000015215
anas_platyrhynchos_platyrhynchos ENSAPLG00000008413
anser_brachyrhynchus ENSABRG00000008024
gallus_gallus ENSGALG00000008145
meleagris_gallopavo ENSMGAG00000007194
coturnix_japonica ENSCJPG00005014158
numida_meleagris ENSNMEG00000001089
apteryx_owenii ENSAOWG00000001102
apteryx_rowi ENSARWG00000007132
apteryx_haastii ENSAHAG00000002570
nothoprocta_perdicaria ENSNPEG00000007095
crocodylus_porosus ENSCPRG00005009213
gopherus_agassizii ENSGAGG00000012549
chelonoidis_abingdonii ENSCABG00000002845
chrysemys_picta_bellii ENSCPBG00000011833
pelodiscus_sinensis ENSPSIG00000018111
anolis_carolinensis ENSACAG00000016013
pogona_vitticeps ENSPVIG00000004113
notechis_scutatus ENSNSUG00000013761
salvator_merianae ENSSMRG00000020247
sphenodon_punctatus ENSSPUG00000001453
xenopus_tropicalis ENSXETG00000031428
latimeria_chalumnae ENSLACG00000018061
monopterus_albus ENSMALG00000007960
mastacembelus_armatus ENSMAMG00000010116
anabas_testudineus ENSATEG00000007983
seriola_dumerili ENSSDUG00000006709
