poecilia_formosa ENSPFOG00000011799
poecilia_mexicana ENSPMEG00000015867
poecilia_latipinna ENSPLAG00000006008
gambusia_affinis ENSGAFG00000017144
xiphophorus_maculatus ENSXMAG00000002769
poecilia_reticulata ENSPREG00000009162
xiphophorus_couchianus ENSXCOG00000009442
cyprinodon_variegatus ENSCVAG00000012585
fundulus_heteroclitus ENSFHEG00000004797
kryptolebias_marmoratus ENSKMAG00000005727
oryzias_latipes ENSORLG00020007797
oryzias_latipes ENSORLG00000022642
oryzias_latipes_asm223469v1 ENSORLG00015017172
oryzias_melastigma ENSOMEG00000015596
pundamilia_nyererei ENSPNYG00000004262
astatotilapia_calliptera ENSACLG00000018151
haplochromis_burtoni ENSHBUG00000011547
maylandia_zebra ENSMZEG00005012782
oreochromis_niloticus ENSONIG00000017005
neolamprologus_brichardi ENSNBRG00000021914
amphilophus_citrinellus ENSACIG00000018940
cynoglossus_semilaevis ENSCSEG00000007047
gasterosteus_aculeatus ENSGACG00000004733
mola_mola ENSMMOG00000017538
seriola_dumerili ENSSDUG00000022430
seriola_lalandi_dorsalis ENSSLDG00000004468
scophthalmus_maximus ENSSMAG00000010071
mastacembelus_armatus ENSMAMG00000011884
monopterus_albus ENSMALG00000000558
anabas_testudineus ENSATEG00000022491
acanthochromis_polyacanthus ENSAPOG00000012865
stegastes_partitus ENSSPAG00000018322
amphiprion_ocellaris ENSAOCG00000004232
amphiprion_percula ENSAPEG00000015017
labrus_bergylta ENSLBEG00000015585
tetraodon_nigroviridis ENSTNIG00000015950
takifugu_rubripes ENSTRUG00000000724
hippocampus_comes ENSHCOG00000006123
periophthalmus_magnuspinnatus ENSPMGG00000012652
gadus_morhua ENSGMOG00000001418
esox_lucius ENSELUG00000013902
pygocentrus_nattereri ENSPNAG00000011794
astyanax_mexicanus ENSAMXG00000021102
ictalurus_punctatus ENSIPUG00000020561
danio_rerio ENSDARG00000099542
scleropages_formosus ENSSFOG00015009857
paramormyrops_kingsleyae ENSPKIG00000022371
lepisosteus_oculatus ENSLOCG00000002485
gopherus_agassizii ENSGAGG00000020062
chelonoidis_abingdonii ENSCABG00000009514
chrysemys_picta_bellii ENSCPBG00000026557
pelodiscus_sinensis ENSPSIG00000011617
crocodylus_porosus ENSCPRG00005016853
pogona_vitticeps ENSPVIG00000010339
anolis_carolinensis ENSACAG00000015399
notechis_scutatus ENSNSUG00000001108
salvator_merianae ENSSMRG00000018934
meleagris_gallopavo ENSMGAG00000007451
coturnix_japonica ENSCJPG00005001200
gallus_gallus ENSGALG00000028595
numida_meleagris ENSNMEG00000006564
anas_platyrhynchos_platyrhynchos ENSAPLG00000023666
parus_major ENSPMJG00000015900
cyanistes_caeruleus ENSCCEG00000016299
zonotrichia_albicollis ENSZALG00000005527
lonchura_striata_domestica ENSLSDG00000017192
ficedula_albicollis ENSFALG00000010823
lepidothrix_coronata ENSLCOG00000007563
calidris_pugnax ENSCPUG00000015128
nothoprocta_perdicaria ENSNPEG00000000711
mus_spicilegus ENSMSIG00000017380
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0019777
mus_musculus ENSMUSG00000042417
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0018898
mus_pahari MGP_PahariEiJ_G0015969
rattus_norvegicus ENSRNOG00000010454
meriones_unguiculatus ENSMUGG00000013609
cricetulus_griseus_crigri ENSCGRG00000004276
cricetulus_griseus_crigri-picr ENSCGRG00015000485
cricetulus_griseus_chok1gshd ENSCGRG00001005803
mesocricetus_auratus ENSMAUG00000020298
microtus_ochrogaster ENSMOCG00000003116
nannospalax_galili ENSNGAG00000008766
jaculus_jaculus ENSJJAG00000019572
castor_canadensis ENSCCNG00000022768
dipodomys_ordii ENSDORG00000006777
urocitellus_parryii ENSUPAG00010004974
ictidomys_tridecemlineatus ENSSTOG00000010783
spermophilus_dauricus ENSSDAG00000006884
marmota_marmota_marmota ENSMMMG00000009246
chinchilla_lanigera ENSCLAG00000007264
octodon_degus ENSODEG00000017316
cavia_aperea ENSCAPG00000012490
cavia_porcellus ENSCPOG00000033518
heterocephalus_glaber_male ENSHGLG00100013917
heterocephalus_glaber_female ENSHGLG00000003307
fukomys_damarensis ENSFDAG00000012336
oryctolagus_cuniculus ENSOCUG00000006413
ochotona_princeps ENSOPRG00000007949
cercocebus_atys ENSCATG00000033241
cercocebus_atys ENSCATG00000003651
chlorocebus_sabaeus ENSCSAG00000016535
papio_anubis ENSPANG00000007971
macaca_fascicularis ENSMFAG00000031385
macaca_nemestrina ENSMNEG00000031398
theropithecus_gelada ENSTGEG00000012572
colobus_angolensis_palliatus ENSCANG00000023031
mandrillus_leucophaeus ENSMLEG00000036886
macaca_mulatta ENSMMUG00000010372
rhinopithecus_roxellana ENSRROG00000039368
rhinopithecus_bieti ENSRBIG00000044665
piliocolobus_tephrosceles ENSPTEG00000020624
pan_troglodytes ENSPTRG00000016874
pan_paniscus ENSPPAG00000027960
homo_sapiens ENSG00000152669
gorilla_gorilla ENSGGOG00000009166
pongo_abelii ENSPPYG00000029493
nomascus_leucogenys ENSNLEG00000001224
saimiri_boliviensis_boliviensis ENSSBOG00000024858
callithrix_jacchus ENSCJAG00000001680
cebus_capucinus ENSCCAG00000032201
aotus_nancymaae ENSANAG00000037719
carlito_syrichta ENSTSYG00000031767
propithecus_coquereli ENSPCOG00000019372
prolemur_simus ENSPSMG00000016815
microcebus_murinus ENSMICG00000012726
otolemur_garnettii ENSOGAG00000007131
tupaia_belangeri ENSTBEG00000004832
ursus_americanus ENSUAMG00000027599
ailuropoda_melanoleuca ENSAMEG00000009442
mustela_putorius_furo ENSMPUG00000007657
neovison_vison ENSNVIG00000009827
canis_lupus_dingo ENSCAFG00020024748
vulpes_vulpes ENSVVUG00000021324
panthera_pardus ENSPPRG00000023872
panthera_tigris_altaica ENSPTIG00000010029
felis_catus ENSFCAG00000029539
pteropus_vampyrus ENSPVAG00000002443
equus_asinus_asinus ENSEASG00005013294
equus_caballus ENSECAG00000016023
bos_taurus ENSBTAG00000047594
bos_mutus ENSBMUG00000023234
bison_bison_bison ENSBBBG00000016256
capra_hircus ENSCHIG00000017129
tursiops_truncatus ENSTTRG00000008674
vicugna_pacos ENSVPAG00000011172
sus_scrofa ENSSSCG00000026849
erinaceus_europaeus ENSEEUG00000001961
ovis_aries ENSOARG00000007882
canis_lupus_familiaris ENSCAFG00000006753
sorex_araneus ENSSARG00000005802
dasypus_novemcinctus ENSDNOG00000037688
choloepus_hoffmanni ENSCHOG00000006253
procavia_capensis ENSPCAG00000010846
loxodonta_africana ENSLAFG00000029197
echinops_telfairi ENSETEG00000007447
phascolarctos_cinereus ENSPCIG00000037284
sarcophilus_harrisii ENSSHAG00000001661
notamacropus_eugenii ENSMEUG00000002861
monodelphis_domestica ENSMODG00000019481
ornithorhynchus_anatinus ENSOANG00000003602
xenopus_tropicalis ENSXETG00000033537
xenopus_tropicalis ENSXETG00000030400
xenopus_tropicalis ENSXETG00000031638
xenopus_tropicalis ENSXETG00000031502
xenopus_tropicalis ENSXETG00000030732
xenopus_tropicalis ENSXETG00000032299
xenopus_tropicalis ENSXETG00000031450
xenopus_tropicalis ENSXETG00000030122
xenopus_tropicalis ENSXETG00000009620
xenopus_tropicalis ENSXETG00000007206
xenopus_tropicalis ENSXETG00000009834
xenopus_tropicalis ENSXETG00000032720
xenopus_tropicalis ENSXETG00000028091
latimeria_chalumnae ENSLACG00000012104
petromyzon_marinus ENSPMAG00000000450
