chrysemys_picta_bellii ENSCPBG00000013117
gopherus_agassizii ENSGAGG00000004540
numida_meleagris ENSNMEG00000018932
gallus_gallus ENSGALG00000051143
cyanistes_caeruleus ENSCCEG00000021969
parus_major ENSPMJG00000012800
zonotrichia_albicollis ENSZALG00000016852
junco_hyemalis ENSJHYG00000000957
lonchura_striata_domestica ENSLSDG00000009925
lepidothrix_coronata ENSLCOG00000011273
calidris_pygmaea ENSCPGG00000006157
dromaius_novaehollandiae ENSDNVG00000003210
gopherus_agassizii ENSGAGG00000012244
chelonoidis_abingdonii ENSCABG00000005143
salvator_merianae ENSSMRG00000010938
pogona_vitticeps ENSPVIG00000021456
amphiprion_ocellaris ENSAOCG00000008053
poecilia_reticulata ENSPREG00000011056
periophthalmus_magnuspinnatus ENSPMGG00000022634
