anser_brachyrhynchus ENSABRG00000003751
anas_platyrhynchos_platyrhynchos ENSAPLG00000012287
coturnix_japonica ENSCJPG00005001050
gallus_gallus ENSGALG00000022815
numida_meleagris ENSNMEG00000008257
melopsittacus_undulatus ENSMUNG00000010550
serinus_canaria ENSSCAG00000000778
lonchura_striata_domestica ENSLSDG00000010900
zonotrichia_albicollis ENSZALG00000016413
cyanistes_caeruleus ENSCCEG00000020946
cyanistes_caeruleus ENSCCEG00000000415
parus_major ENSPMJG00000013024
zonotrichia_albicollis ENSZALG00000011518
lonchura_striata_domestica ENSLSDG00000011859
lepidothrix_coronata ENSLCOG00000001713
manacus_vitellinus ENSMVIG00005013966
ficedula_albicollis ENSFALG00000014249
calidris_pygmaea ENSCPGG00000014883
calidris_pugnax ENSCPUG00000008849
nothoprocta_perdicaria ENSNPEG00000008160
