phascolarctos_cinereus ENSPCIG00000004452
notamacropus_eugenii ENSMEUG00000001740
sarcophilus_harrisii ENSSHAG00000011581
monodelphis_domestica ENSMODG00000013636
ornithorhynchus_anatinus ENSOANG00000015688
gasterosteus_aculeatus ENSGACG00000007988
labrus_bergylta ENSLBEG00000020203
takifugu_rubripes ENSTRUG00000003010
tetraodon_nigroviridis ENSTNIG00000017374
mola_mola ENSMMOG00000000557
fundulus_heteroclitus ENSFHEG00000016167
cyprinodon_variegatus ENSCVAG00000021336
xiphophorus_couchianus ENSXCOG00000009476
xiphophorus_maculatus ENSXMAG00000015398
gambusia_affinis ENSGAFG00000015433
poecilia_formosa ENSPFOG00000003262
poecilia_latipinna ENSPLAG00000004384
poecilia_mexicana ENSPMEG00000005118
poecilia_reticulata ENSPREG00000011149
kryptolebias_marmoratus ENSKMAG00000004200
oryzias_latipes ENSORLG00000016116
oryzias_latipes_asm223469v1 ENSORLG00015000214
oryzias_latipes ENSORLG00020008134
oryzias_melastigma ENSOMEG00000022767
astatotilapia_calliptera ENSACLG00000022578
haplochromis_burtoni ENSHBUG00000020528
maylandia_zebra ENSMZEG00005018284
maylandia_zebra ENSMZEG00005015118
pundamilia_nyererei ENSPNYG00000022889
neolamprologus_brichardi ENSNBRG00000006157
oreochromis_niloticus ENSONIG00000020149
amphilophus_citrinellus ENSACIG00000006443
amphiprion_ocellaris ENSAOCG00000005868
amphiprion_percula ENSAPEG00000023966
acanthochromis_polyacanthus ENSAPOG00000014528
stegastes_partitus ENSSPAG00000011157
monopterus_albus ENSMALG00000006824
mastacembelus_armatus ENSMAMG00000003414
anabas_testudineus ENSATEG00000022206
seriola_lalandi_dorsalis ENSSLDG00000019361
seriola_dumerili ENSSDUG00000001911
scophthalmus_maximus ENSSMAG00000002940
cynoglossus_semilaevis ENSCSEG00000000237
hippocampus_comes ENSHCOG00000004331
periophthalmus_magnuspinnatus ENSPMGG00000011417
gadus_morhua ENSGMOG00000010312
esox_lucius ENSELUG00000009136
pygocentrus_nattereri ENSPNAG00000009185
