chrysemys_picta_bellii ENSCPBG00000012234
chelonoidis_abingdonii ENSCABG00000010181
cyanistes_caeruleus ENSCCEG00000006763
anolis_carolinensis ENSACAG00000010578
pogona_vitticeps ENSPVIG00000001686
notechis_scutatus ENSNSUG00000005591
salvator_merianae ENSSMRG00000016649
sphenodon_punctatus ENSSPUG00000013311
coturnix_japonica ENSCJPG00005001166
ursus_americanus ENSUAMG00000016241
capra_hircus ENSCHIG00000011487
ailuropoda_melanoleuca ENSAMEG00000002405
canis_lupus_familiaris ENSCAFG00000000764
neovison_vison ENSNVIG00000010048
panthera_pardus ENSPPRG00000011167
felis_catus ENSFCAG00000042315
bos_taurus ENSBTAG00000038904
bos_mutus ENSBMUG00000023456
bison_bison_bison ENSBBBG00000001390
sus_scrofa ENSSSCG00000024403
equus_asinus_asinus ENSEASG00005014340
equus_caballus ENSECAG00000011024
prolemur_simus ENSPSMG00000020425
propithecus_coquereli ENSPCOG00000016826
microcebus_murinus ENSMICG00000032288
otolemur_garnettii ENSOGAG00000010181
pan_troglodytes ENSPTRG00000050893
pan_troglodytes ENSPTRG00000018007
pan_paniscus ENSPPAG00000033990
homo_sapiens ENSG00000204314
pongo_abelii ENSPPYG00000016481
nomascus_leucogenys ENSNLEG00000006574
macaca_nemestrina ENSMNEG00000042871
macaca_fascicularis ENSMFAG00000032011
mandrillus_leucophaeus ENSMLEG00000018414
theropithecus_gelada ENSTGEG00000029427
papio_anubis ENSPANG00000020094
piliocolobus_tephrosceles ENSPTEG00000038304
rhinopithecus_roxellana ENSRROG00000021974
colobus_angolensis_palliatus ENSCANG00000040644
chlorocebus_sabaeus ENSCSAG00000009248
callithrix_jacchus ENSCJAG00000002001
cebus_capucinus ENSCCAG00000026817
aotus_nancymaae ENSANAG00000033640
ictidomys_tridecemlineatus ENSSTOG00000026158
marmota_marmota_marmota ENSMMMG00000017975
urocitellus_parryii ENSUPAG00010019711
mustela_putorius_furo ENSMPUG00000010287
canis_lupus_dingo ENSCAFG00020001131
macaca_mulatta ENSMMUG00000016647
cercocebus_atys ENSCATG00000034775
rhinopithecus_bieti ENSRBIG00000034242
gorilla_gorilla ENSGGOG00000023683
carlito_syrichta ENSTSYG00000031616
loxodonta_africana ENSLAFG00000029048
dasypus_novemcinctus ENSDNOG00000039982
castor_canadensis ENSCCNG00000023914
dipodomys_ordii ENSDORG00000012924
cricetulus_griseus_chok1gshd ENSCGRG00001009317
cricetulus_griseus_crigri-picr ENSCGRG00015028423
mesocricetus_auratus ENSMAUG00000019956
peromyscus_maniculatus_bairdii ENSPEMG00000016595
microtus_ochrogaster ENSMOCG00000019137
mus_spicilegus ENSMSIG00000001293
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0022375
mus_musculus ENSMUSG00000015476
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0021469
mus_pahari MGP_PahariEiJ_G0020464
rattus_norvegicus ENSRNOG00000000433
meriones_unguiculatus ENSMUGG00000017774
nannospalax_galili ENSNGAG00000006079
jaculus_jaculus ENSJJAG00000018708
spermophilus_dauricus ENSSDAG00000024993
heterocephalus_glaber_female ENSHGLG00000016674
heterocephalus_glaber_male ENSHGLG00100014543
chinchilla_lanigera ENSCLAG00000007564
octodon_degus ENSODEG00000017443
cavia_porcellus ENSCPOG00000039598
oryctolagus_cuniculus ENSOCUG00000005485
saimiri_boliviensis_boliviensis ENSSBOG00000030972
vulpes_vulpes ENSVVUG00000024935
panthera_tigris_altaica ENSPTIG00000007094
myotis_lucifugus ENSMLUG00000000515
ovis_aries ENSOARG00000000847
ursus_maritimus ENSUMAG00000010154
phascolarctos_cinereus ENSPCIG00000033881
monodelphis_domestica ENSMODG00000014910
sarcophilus_harrisii ENSSHAG00000010235
ornithorhynchus_anatinus ENSOANG00000014909
pundamilia_nyererei ENSPNYG00000017908
gambusia_affinis ENSGAFG00000002478
gasterosteus_aculeatus ENSGACG00000002923
gadus_morhua ENSGMOG00000005906
