calidris_pugnax ENSCPUG00000017032
calidris_pygmaea ENSCPGG00000010476
melopsittacus_undulatus ENSMUNG00000006023
anas_platyrhynchos_platyrhynchos ENSAPLG00000014097
anas_platyrhynchos_platyrhynchos ENSAPLG00000023622
anser_brachyrhynchus ENSABRG00000020120
gallus_gallus ENSGALG00000014643
meleagris_gallopavo ENSMGAG00000000803
gallus_gallus ENSGALG00000052889
coturnix_japonica ENSCJPG00005014240
numida_meleagris ENSNMEG00000006452
apteryx_owenii ENSAOWG00000018033
apteryx_rowi ENSARWG00000004036
apteryx_haastii ENSAHAG00000019713
dromaius_novaehollandiae ENSDNVG00000007869
nothoprocta_perdicaria ENSNPEG00000002653
gopherus_agassizii ENSGAGG00000022811
chelonoidis_abingdonii ENSCABG00000017973
chrysemys_picta_bellii ENSCPBG00000025730
pelodiscus_sinensis ENSPSIG00000007306
crocodylus_porosus ENSCPRG00005003828
taeniopygia_guttata ENSTGUG00000016541
taeniopygia_guttata ENSTGUG00000017414
lonchura_striata_domestica ENSLSDG00000015985
serinus_canaria ENSSCAG00000012029
ficedula_albicollis ENSFALG00000002782
cyanistes_caeruleus ENSCCEG00000007966
parus_major ENSPMJG00000009346
parus_major ENSPMJG00000009344
lepidothrix_coronata ENSLCOG00000006926
manacus_vitellinus ENSMVIG00005015526
pogona_vitticeps ENSPVIG00000020299
notechis_scutatus ENSNSUG00000000602
salvator_merianae ENSSMRG00000011853
latimeria_chalumnae ENSLACG00000000162
notechis_scutatus ENSNSUG00000001443
paramormyrops_kingsleyae ENSPKIG00000012851
gadus_morhua ENSGMOG00000004431
loxodonta_africana ENSLAFG00000005205
procavia_capensis ENSPCAG00000015564
echinops_telfairi ENSETEG00000015841
choloepus_hoffmanni ENSCHOG00000008481
dasypus_novemcinctus ENSDNOG00000023921
equus_asinus_asinus ENSEASG00005019154
equus_caballus ENSECAG00000019775
myotis_lucifugus ENSMLUG00000009868
bos_taurus ENSBTAG00000020356
bos_mutus ENSBMUG00000013609
