paramormyrops_kingsleyae ENSPKIG00000004040
scleropages_formosus ENSSFOG00015007208
astyanax_mexicanus ENSAMXG00000033877
astyanax_mexicanus ENSAMXG00005023714
pygocentrus_nattereri ENSPNAG00000023915
electrophorus_electricus ENSEEEG00000009871
ictalurus_punctatus ENSIPUG00000012511
danio_rerio ENSDARG00000029445
esox_lucius ENSELUG00000002720
lepisosteus_oculatus ENSLOCG00000012941
heterocephalus_glaber ENSHGLG00100006444
fukomys_damarensis ENSFDAG00000007219
cavia_porcellus ENSCPOG00000035400
chinchilla_lanigera ENSCLAG00000016040
octodon_degus ENSODEG00000010883
dipodomys_ordii ENSDORG00000025252
jaculus_jaculus ENSJJAG00000020423
erinaceus_europaeus ENSEEUG00000012528
procavia_capensis ENSPCAG00000015629
bos_indicus ENSBIXG00000008876
bos_indicus ENSBIXG00005024534
bos_mutus ENSBMUG00000015999
bos_taurus ENSBTAG00000019106
bison_bison ENSBBBG00000021518
ovis_aries ENSOARG00000002622
myotis_lucifugus ENSMLUG00000014425
mus_caroli MGP_CAROLIEiJ_G0032817
mus_musculus ENSMUSG00000006941
mus_spretus MGP_SPRETEiJ_G0033965
mus_spicilegus ENSMSIG00000026436
mus_spicilegus ENSMSIG00000023869
mus_pahari MGP_PahariEiJ_G0015684
rattus_norvegicus ENSRNOG00000018848
meriones_unguiculatus ENSMUGG00000000704
microtus_ochrogaster ENSMOCG00000000649
microtus_ochrogaster ENSMOCG00000017712
cricetulus_griseus ENSCGRG00000013833
cricetulus_griseus ENSCGRG00015010491
cricetulus_griseus ENSCGRG00001004908
mesocricetus_auratus ENSMAUG00000016815
peromyscus_maniculatus ENSPEMG00000016270
nannospalax_galili ENSNGAG00000006534
castor_canadensis ENSCCNG00000016682
ochotona_princeps ENSOPRG00000001569
echinops_telfairi ENSETEG00000017295
equus_asinus ENSEASG00005007609
equus_caballus ENSECAG00000005758
ailuropoda_melanoleuca ENSAMEG00000001679
ursus_americanus ENSUAMG00000022317
capra_hircus ENSCHIG00000022430
callithrix_jacchus ENSCJAG00000046513
notamacropus_eugenii ENSMEUG00000007908
neovison_vison ENSNVIG00000024423
mustela_putorius ENSMPUG00000017958
felis_catus ENSFCAG00000003255
panthera_pardus ENSPPRG00000003963
tursiops_truncatus ENSTTRG00000000163
canis_lupus ENSCAFG00020025518
canis_lupus ENSCAFG00000029183
vulpes_vulpes ENSVVUG00000005565
vicugna_pacos ENSVPAG00000000967
colobus_angolensis ENSCANG00000043425
piliocolobus_tephrosceles ENSPTEG00000017179
chlorocebus_sabaeus ENSCSAG00000016916
cercocebus_atys ENSCATG00000016704
