junco_hyemalis ENSJHYG00000007871
zonotrichia_albicollis ENSZALG00000014559
serinus_canaria ENSSCAG00000008953
lonchura_striata ENSLSDG00000008207
taeniopygia_guttata ENSTGUG00000007441
cyanistes_caeruleus ENSCCEG00000014728
parus_major ENSPMJG00000006238
ficedula_albicollis ENSFALG00000003675
manacus_vitellinus ENSMVIG00005011581
lepidothrix_coronata ENSLCOG00000001001
melopsittacus_undulatus ENSMUNG00000006553
calidris_pugnax ENSCPUG00000011726
calidris_pygmaea ENSCPGG00000018369
gallus_gallus ENSGALG00000013771
meleagris_gallopavo ENSMGAG00000011693
numida_meleagris ENSNMEG00000009236
anas_platyrhynchos ENSAPLG00000017006
anser_brachyrhynchus ENSABRG00000009946
apteryx_haastii ENSAHAG00000009476
apteryx_rowi ENSARWG00000008026
apteryx_owenii ENSAOWG00000005366
dromaius_novaehollandiae ENSDNVG00000011360
nothoprocta_perdicaria ENSNPEG00000013102
crocodylus_porosus ENSCPRG00005010513
gopherus_agassizii ENSGAGG00000011218
chelonoidis_abingdonii ENSCABG00000014633
chrysemys_picta ENSCPBG00000025111
pelodiscus_sinensis ENSPSIG00000012493
sphenodon_punctatus ENSSPUG00000018861
pogona_vitticeps ENSPVIG00000003225
notechis_scutatus ENSNSUG00000004574
salvator_merianae ENSSMRG00000009208
vombatus_ursinus ENSVURG00010011019
phascolarctos_cinereus ENSPCIG00000000581
notamacropus_eugenii ENSMEUG00000013765
monodelphis_domestica ENSMODG00000020691
sarcophilus_harrisii ENSSHAG00000005166
ovis_aries ENSOARG00000003424
capra_hircus ENSCHIG00000010537
bos_indicus ENSBIXG00000025224
bos_indicus ENSBIXG00005006763
bos_mutus ENSBMUG00000007253
bos_taurus ENSBTAG00000040398
sus_scrofa ENSSSCG00000008903
vicugna_pacos ENSVPAG00000000453
equus_asinus ENSEASG00005017786
equus_caballus ENSECAG00000013781
ursus_americanus ENSUAMG00000028046
ursus_maritimus ENSUMAG00000007889
ailuropoda_melanoleuca ENSAMEG00000008359
neovison_vison ENSNVIG00000014697
mustela_putorius ENSMPUG00000005013
canis_lupus ENSCAFG00000002202
vulpes_vulpes ENSVVUG00000006086
panthera_pardus ENSPPRG00000010895
