amphiprion_ocellaris ENSAOCG00000023698
amphiprion_percula ENSAPEG00000003748
acanthochromis_polyacanthus ENSAPOG00000001869
stegastes_partitus ENSSPAG00000012296
xiphophorus_couchianus ENSXCOG00000015314
xiphophorus_maculatus ENSXMAG00000011819
poecilia_reticulata ENSPREG00000005803
gambusia_affinis ENSGAFG00000001400
fundulus_heteroclitus ENSFHEG00000023215
cyprinodon_variegatus ENSCVAG00000016103
scophthalmus_maximus ENSSMAG00000014372
cynoglossus_semilaevis ENSCSEG00000000693
gasterosteus_aculeatus ENSGACG00000013380
kryptolebias_marmoratus ENSKMAG00000016325
labrus_bergylta ENSLBEG00000021707
poecilia_latipinna ENSPLAG00000009259
poecilia_formosa ENSPFOG00000009147
maylandia_zebra ENSMZEG00005020922
astatotilapia_calliptera ENSACLG00000019759
haplochromis_burtoni ENSHBUG00000007646
pundamilia_nyererei ENSPNYG00000013492
oreochromis_niloticus ENSONIG00000004559
neolamprologus_brichardi ENSNBRG00000006514
amphilophus_citrinellus ENSACIG00000024228
oryzias_latipes_asm223469v1 ENSORLG00015000248
oryzias_latipes ENSORLG00020012509
oryzias_latipes ENSORLG00000000105
oryzias_melastigma ENSOMEG00000015381
monopterus_albus ENSMALG00000021138
anabas_testudineus ENSATEG00000006733
mastacembelus_armatus ENSMAMG00000016720
mola_mola ENSMMOG00000008008
seriola_dumerili ENSSDUG00000015300
seriola_lalandi_dorsalis ENSSLDG00000019327
hippocampus_comes ENSHCOG00000020473
periophthalmus_magnuspinnatus ENSPMGG00000001500
takifugu_rubripes ENSTRUG00000007665
tetraodon_nigroviridis ENSTNIG00000004735
gadus_morhua ENSGMOG00000002462
paramormyrops_kingsleyae ENSPKIG00000005713
pygocentrus_nattereri ENSPNAG00000003845
astyanax_mexicanus ENSAMXG00000018810
ictalurus_punctatus ENSIPUG00000013742
danio_rerio ENSDARG00000060442
lepisosteus_oculatus ENSLOCG00000001828
latimeria_chalumnae ENSLACG00000015266
xenopus_tropicalis ENSXETG00000021600
scleropages_formosus ENSSFOG00015021354
esox_lucius ENSELUG00000013393
apteryx_owenii ENSAOWG00000013516
apteryx_haastii ENSAHAG00000002480
apteryx_rowi ENSARWG00000016260
dromaius_novaehollandiae ENSDNVG00000012509
nothoprocta_perdicaria ENSNPEG00000001383
anser_brachyrhynchus ENSABRG00000005202
anas_platyrhynchos_platyrhynchos ENSAPLG00000007277
coturnix_japonica ENSCJPG00005010494
meleagris_gallopavo ENSMGAG00000003676
gallus_gallus ENSGALG00000002029
numida_meleagris ENSNMEG00000003232
lepidothrix_coronata ENSLCOG00000013326
manacus_vitellinus ENSMVIG00005015472
lonchura_striata_domestica ENSLSDG00000008592
taeniopygia_guttata ENSTGUG00000000673
serinus_canaria ENSSCAG00000005954
junco_hyemalis ENSJHYG00000005424
zonotrichia_albicollis ENSZALG00000008176
ficedula_albicollis ENSFALG00000013950
parus_major ENSPMJG00000011129
cyanistes_caeruleus ENSCCEG00000001691
melopsittacus_undulatus ENSMUNG00000011030
calidris_pugnax ENSCPUG00000007197
calidris_pygmaea ENSCPGG00000000092
crocodylus_porosus ENSCPRG00005015111
gopherus_agassizii ENSGAGG00000019686
chelonoidis_abingdonii ENSCABG00000003462
chrysemys_picta_bellii ENSCPBG00000009758
pelodiscus_sinensis ENSPSIG00000004703
sphenodon_punctatus ENSSPUG00000005606
notamacropus_eugenii ENSMEUG00000001455
phascolarctos_cinereus ENSPCIG00000007303
monodelphis_domestica ENSMODG00000005644
sarcophilus_harrisii ENSSHAG00000012089
monodelphis_domestica ENSMODG00000010605
ornithorhynchus_anatinus ENSOANG00000008132
anolis_carolinensis ENSACAG00000026194
pogona_vitticeps ENSPVIG00000019793
notechis_scutatus ENSNSUG00000017266
salvator_merianae ENSSMRG00000000592
dipodomys_ordii ENSDORG00000001138
castor_canadensis ENSCCNG00000030583
urocitellus_parryii ENSUPAG00010014450
ictidomys_tridecemlineatus ENSSTOG00000006957
heterocephalus_glaber_female ENSHGLG00000018370
heterocephalus_glaber_male ENSHGLG00100003989
fukomys_damarensis ENSFDAG00000020962
