apteryx_haastii ENSAHAG00000003718
apteryx_owenii ENSAOWG00000008963
apteryx_rowi ENSARWG00000004951
dromaius_novaehollandiae ENSDNVG00000003852
nothoprocta_perdicaria ENSNPEG00000012242
anas_platyrhynchos_platyrhynchos ENSAPLG00000015665
anser_brachyrhynchus ENSABRG00000013113
gallus_gallus ENSGALG00000005739
meleagris_gallopavo ENSMGAG00000007446
coturnix_japonica ENSCJPG00005018853
numida_meleagris ENSNMEG00000002692
taeniopygia_guttata ENSTGUG00000007683
lonchura_striata_domestica ENSLSDG00000003339
serinus_canaria ENSSCAG00000017200
junco_hyemalis ENSJHYG00000018008
zonotrichia_albicollis ENSZALG00000012912
ficedula_albicollis ENSFALG00000007354
cyanistes_caeruleus ENSCCEG00000017293
parus_major ENSPMJG00000016011
lepidothrix_coronata ENSLCOG00000004971
manacus_vitellinus ENSMVIG00005016871
melopsittacus_undulatus ENSMUNG00000013730
calidris_pugnax ENSCPUG00000013643
calidris_pygmaea ENSCPGG00000018271
crocodylus_porosus ENSCPRG00005000657
chrysemys_picta_bellii ENSCPBG00000020610
chelonoidis_abingdonii ENSCABG00000006787
gopherus_agassizii ENSGAGG00000005623
chelonoidis_abingdonii ENSCABG00000006758
chrysemys_picta_bellii ENSCPBG00000020571
pelodiscus_sinensis ENSPSIG00000013346
sphenodon_punctatus ENSSPUG00000008243
pogona_vitticeps ENSPVIG00000016819
anolis_carolinensis ENSACAG00000010798
notechis_scutatus ENSNSUG00000013345
salvator_merianae ENSSMRG00000001367
phascolarctos_cinereus ENSPCIG00000011298
notamacropus_eugenii ENSMEUG00000004515
monodelphis_domestica ENSMODG00000010632
sarcophilus_harrisii ENSSHAG00000001648
oryctolagus_cuniculus ENSOCUG00000013160
tupaia_belangeri ENSTBEG00000000654
tursiops_truncatus ENSTTRG00000011897
sus_scrofa ENSSSCG00000010554
ovis_aries ENSOARG00000014674
capra_hircus ENSCHIG00000021254
bos_mutus ENSBMUG00000017541
bos_taurus ENSBTAG00000055207
bison_bison_bison ENSBBBG00000020991
equus_asinus_asinus ENSEASG00005008992
equus_caballus ENSECAG00000014658
sorex_araneus ENSSARG00000009817
prolemur_simus ENSPSMG00000012620
propithecus_coquereli ENSPCOG00000026946
microcebus_murinus ENSMICG00000044298
otolemur_garnettii ENSOGAG00000002486
choloepus_hoffmanni ENSCHOG00000010488
vicugna_pacos ENSVPAG00000010100
erinaceus_europaeus ENSEEUG00000006270
echinops_telfairi ENSETEG00000008473
ursus_americanus ENSUAMG00000018872
ursus_maritimus ENSUMAG00000022802
ailuropoda_melanoleuca ENSAMEG00000006735
neovison_vison ENSNVIG00000018947
mustela_putorius_furo ENSMPUG00000016962
canis_lupus_dingo ENSCAFG00020008320
canis_lupus_familiaris ENSCAFG00000009663
vulpes_vulpes ENSVVUG00000024922
panthera_pardus ENSPPRG00000001976
panthera_tigris_altaica ENSPTIG00000012317
felis_catus ENSFCAG00000031590
myotis_lucifugus ENSMLUG00000016554
pteropus_vampyrus ENSPVAG00000008032
saimiri_boliviensis_boliviensis ENSSBOG00000032833
cebus_capucinus ENSCCAG00000031776
callithrix_jacchus ENSCJAG00000045682
aotus_nancymaae ENSANAG00000015086
aotus_nancymaae ENSANAG00000017964
mandrillus_leucophaeus ENSMLEG00000038669
chlorocebus_sabaeus ENSCSAG00000005611
cercocebus_atys ENSCATG00000034068
theropithecus_gelada ENSTGEG00000018108
papio_anubis ENSPANG00000021194
macaca_mulatta ENSMMUG00000010817
macaca_fascicularis ENSMFAG00000040755
macaca_nemestrina ENSMNEG00000041175
colobus_angolensis_palliatus ENSCANG00000036004
piliocolobus_tephrosceles ENSPTEG00000028131
rhinopithecus_bieti ENSRBIG00000036699
rhinopithecus_roxellana ENSRROG00000039965
mandrillus_leucophaeus ENSMLEG00000034507
cercocebus_atys ENSCATG00000041698
theropithecus_gelada ENSTGEG00000006775
macaca_nemestrina ENSMNEG00000031480
macaca_mulatta ENSMMUG00000038674
rhinopithecus_roxellana ENSRROG00000033021
gorilla_gorilla ENSGGOG00000001098
homo_sapiens ENSG00000099194
pan_paniscus ENSPPAG00000029861
pan_troglodytes ENSPTRG00000002847
pongo_abelii ENSPPYG00000002566
pan_paniscus ENSPPAG00000019620
pan_troglodytes ENSPTRG00000044815
nomascus_leucogenys ENSNLEG00000014754
carlito_syrichta ENSTSYG00000032128
loxodonta_africana ENSLAFG00000017790
procavia_capensis ENSPCAG00000013597
dasypus_novemcinctus ENSDNOG00000032519
castor_canadensis ENSCCNG00000013334
castor_canadensis ENSCCNG00000015986
castor_canadensis ENSCCNG00000017423
dipodomys_ordii ENSDORG00000006872
cricetulus_griseus_chok1gshd ENSCGRG00001023207
mesocricetus_auratus ENSMAUG00000016232
microtus_ochrogaster ENSMOCG00000018751
peromyscus_maniculatus_bairdii ENSPEMG00000025023
mus_musculus ENSMUSG00000025203
mus_spicilegus ENSMSIG00000013492
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0023917
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0022996
mus_pahari MGP_PahariEiJ_G0014486
rattus_norvegicus ENSRNOG00000046005
nannospalax_galili ENSNGAG00000008907
mus_spicilegus ENSMSIG00000013604
mus_musculus ENSMUSG00000050195
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0023918
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0022997
mus_pahari MGP_PahariEiJ_G0014487
meriones_unguiculatus ENSMUGG00000022164
peromyscus_maniculatus_bairdii ENSPEMG00000000969
cricetulus_griseus_crigri-picr ENSCGRG00015023366
jaculus_jaculus ENSJJAG00000017635
jaculus_jaculus ENSJJAG00000010740
octodon_degus ENSODEG00000017085
octodon_degus ENSODEG00000016508
chinchilla_lanigera ENSCLAG00000002366
cavia_porcellus ENSCPOG00000011758
ictidomys_tridecemlineatus ENSSTOG00000012740
spermophilus_dauricus ENSSDAG00000022885
urocitellus_parryii ENSUPAG00010010744
spermophilus_dauricus ENSSDAG00000011895
ictidomys_tridecemlineatus ENSSTOG00000005853
ictidomys_tridecemlineatus ENSSTOG00000012666
marmota_marmota_marmota ENSMMMG00000023014
spermophilus_dauricus ENSSDAG00000022866
urocitellus_parryii ENSUPAG00010010770
urocitellus_parryii ENSUPAG00010010779
spermophilus_dauricus ENSSDAG00000022891
ictidomys_tridecemlineatus ENSSTOG00000004270
marmota_marmota_marmota ENSMMMG00000022983
marmota_marmota_marmota ENSMMMG00000022972
spermophilus_dauricus ENSSDAG00000022907
marmota_marmota_marmota ENSMMMG00000022991
peromyscus_maniculatus_bairdii ENSPEMG00000030839
oryctolagus_cuniculus ENSOCUG00000014801
oryctolagus_cuniculus ENSOCUG00000001375
oryctolagus_cuniculus ENSOCUG00000007172
ochotona_princeps ENSOPRG00000014036
ochotona_princeps ENSOPRG00000001160
ochotona_princeps ENSOPRG00000005744
ochotona_princeps ENSOPRG00000008822
ornithorhynchus_anatinus ENSOANG00000002477
xenopus_tropicalis ENSXETG00000023757
fundulus_heteroclitus ENSFHEG00000021957
cyprinodon_variegatus ENSCVAG00000000846
xiphophorus_maculatus ENSXMAG00000025255
xiphophorus_couchianus ENSXCOG00000013267
gambusia_affinis ENSGAFG00000009581
poecilia_latipinna ENSPLAG00000009144
poecilia_mexicana ENSPMEG00000005918
poecilia_formosa ENSPFOG00000022216
poecilia_reticulata ENSPREG00000016385
kryptolebias_marmoratus ENSKMAG00000017508
oryzias_latipes ENSORLG00020005259
oryzias_latipes_asm223469v1 ENSORLG00015010478
oryzias_latipes ENSORLG00000006839
oryzias_melastigma ENSOMEG00000004873
maylandia_zebra ENSMZEG00005027612
astatotilapia_calliptera ENSACLG00000012829
neolamprologus_brichardi ENSNBRG00000018929
haplochromis_burtoni ENSHBUG00000021363
oreochromis_niloticus ENSONIG00000018500
mastacembelus_armatus ENSMAMG00000021342
takifugu_rubripes ENSTRUG00000024315
tetraodon_nigroviridis ENSTNIG00000000140
