apteryx_rowi ENSARWG00000013717
apteryx_owenii ENSAOWG00000016430
dromaius_novaehollandiae ENSDNVG00000002292
nothoprocta_perdicaria ENSNPEG00000014594
anser_brachyrhynchus ENSABRG00000001145
anas_platyrhynchos ENSAPLG00000021973
meleagris_gallopavo ENSMGAG00000010457
gallus_gallus ENSGALG00000010032
taeniopygia_guttata ENSTGUG00000002560
taeniopygia_guttata ENSTGUG00000013683
lonchura_striata ENSLSDG00000010575
serinus_canaria ENSSCAG00000010630
cyanistes_caeruleus ENSCCEG00000011750
parus_major ENSPMJG00000014603
ficedula_albicollis ENSFALG00000012774
zonotrichia_albicollis ENSZALG00000002900
junco_hyemalis ENSJHYG00000011375
gallus_gallus ENSGALG00000029862
coturnix_japonica ENSCJPG00005010182
numida_meleagris ENSNMEG00000016416
lepidothrix_coronata ENSLCOG00000012414
manacus_vitellinus ENSMVIG00005005940
melopsittacus_undulatus ENSMUNG00000010557
calidris_pygmaea ENSCPGG00000003344
calidris_pugnax ENSCPUG00000001586
crocodylus_porosus ENSCPRG00005009734
chelonoidis_abingdonii ENSCABG00000011229
gopherus_agassizii ENSGAGG00000007744
pelodiscus_sinensis ENSPSIG00000015724
chrysemys_picta ENSCPBG00000025402
sphenodon_punctatus ENSSPUG00000005985
pogona_vitticeps ENSPVIG00000025545
anolis_carolinensis ENSACAG00000009454
anolis_carolinensis ENSACAG00000023036
notamacropus_eugenii ENSMEUG00000002930
phascolarctos_cinereus ENSPCIG00000011964
sarcophilus_harrisii ENSSHAG00000003342
monodelphis_domestica ENSMODG00000015572
choloepus_hoffmanni ENSCHOG00000001538
dasypus_novemcinctus ENSDNOG00000011347
carlito_syrichta ENSTSYG00000029442
rattus_norvegicus ENSRNOG00000026037
loxodonta_africana ENSLAFG00000003283
procavia_capensis ENSPCAG00000013238
pteropus_vampyrus ENSPVAG00000001884
myotis_lucifugus ENSMLUG00000002873
ursus_americanus ENSUAMG00000026978
ursus_maritimus ENSUMAG00000020159
ailuropoda_melanoleuca ENSAMEG00000005065
mustela_putorius ENSMPUG00000017988
neovison_vison ENSNVIG00000015590
canis_lupus ENSCAFG00020024060
canis_lupus ENSCAFG00000005225
vulpes_vulpes ENSVVUG00000002080
panthera_tigris ENSPTIG00000011563
panthera_pardus ENSPPRG00000001814
felis_catus ENSFCAG00000005165
equus_caballus ENSECAG00000018663
equus_asinus ENSEASG00005009061
bos_mutus ENSBMUG00000012838
bos_taurus ENSBTAG00000018669
bison_bison ENSBBBG00000002774
ovis_aries ENSOARG00000019515
capra_hircus ENSCHIG00000021817
tursiops_truncatus ENSTTRG00000008246
vicugna_pacos ENSVPAG00000001627
sus_scrofa ENSSSCG00000034756
erinaceus_europaeus ENSEEUG00000013400
sorex_araneus ENSSARG00000008075
cavia_porcellus ENSCPOG00000010817
cavia_aperea ENSCAPG00000012344
chinchilla_lanigera ENSCLAG00000007571
octodon_degus ENSODEG00000006922
heterocephalus_glaber ENSHGLG00100018708
heterocephalus_glaber ENSHGLG00000013913
fukomys_damarensis ENSFDAG00000012212
castor_canadensis ENSCCNG00000002892
ictidomys_tridecemlineatus ENSSTOG00000006327
marmota_marmota ENSMMMG00000020073
urocitellus_parryii ENSUPAG00010005539
spermophilus_dauricus ENSSDAG00000006264
mus_spicilegus ENSMSIG00000020988
mus_spretus MGP_SPRETEiJ_G0028098
mus_musculus ENSMUSG00000029134
mus_caroli MGP_CAROLIEiJ_G0027102
mus_pahari MGP_PahariEiJ_G0029279
meriones_unguiculatus ENSMUGG00000016973
cricetulus_griseus ENSCGRG00001004126
cricetulus_griseus ENSCGRG00015024870
cricetulus_griseus ENSCGRG00000010665
mesocricetus_auratus ENSMAUG00000019564
microtus_ochrogaster ENSMOCG00000010778
peromyscus_maniculatus ENSPEMG00000020757
nannospalax_galili ENSNGAG00000000439
jaculus_jaculus ENSJJAG00000001437
dipodomys_ordii ENSDORG00000004932
oryctolagus_cuniculus ENSOCUG00000015168
ochotona_princeps ENSOPRG00000011959
pan_troglodytes ENSPTRG00000011786
pan_paniscus ENSPPAG00000027534
homo_sapiens ENSG00000163803
gorilla_gorilla ENSGGOG00000016804
pongo_abelii ENSPPYG00000012530
nomascus_leucogenys ENSNLEG00000015315
macaca_fascicularis ENSMFAG00000036595
macaca_mulatta ENSMMUG00000008352
macaca_nemestrina ENSMNEG00000027980
theropithecus_gelada ENSTGEG00000024755
mandrillus_leucophaeus ENSMLEG00000037722
cercocebus_atys ENSCATG00000038974
papio_anubis ENSPANG00000015093
chlorocebus_sabaeus ENSCSAG00000010521
colobus_angolensis ENSCANG00000034111
piliocolobus_tephrosceles ENSPTEG00000007961
rhinopithecus_roxellana ENSRROG00000044297
rhinopithecus_bieti ENSRBIG00000026344
cebus_capucinus ENSCCAG00000032960
saimiri_boliviensis ENSSBOG00000030457
callithrix_jacchus ENSCJAG00000033289
aotus_nancymaae ENSANAG00000033768
prolemur_simus ENSPSMG00000002394
propithecus_coquereli ENSPCOG00000028762
microcebus_murinus ENSMICG00000001426
otolemur_garnettii ENSOGAG00000015547
tupaia_belangeri ENSTBEG00000002624
echinops_telfairi ENSETEG00000014711
ornithorhynchus_anatinus ENSOANG00000030033
ornithorhynchus_anatinus ENSOANG00000021516
xenopus_tropicalis ENSXETG00000033899
xenopus_tropicalis ENSXETG00000012248
castor_canadensis ENSCCNG00000002910
sarcophilus_harrisii ENSSHAG00000006539
ornithorhynchus_anatinus ENSOANG00000005679
latimeria_chalumnae ENSLACG00000008440
amphilophus_citrinellus ENSACIG00000015601
pundamilia_nyererei ENSPNYG00000016290
amphiprion_percula ENSAPEG00000015618
amphiprion_ocellaris ENSAOCG00000019096
acanthochromis_polyacanthus ENSAPOG00000003815
fundulus_heteroclitus ENSFHEG00000019710
cyprinodon_variegatus ENSCVAG00000023264
monopterus_albus ENSMALG00000017018
hippocampus_comes ENSHCOG00000020726
periophthalmus_magnuspinnatus ENSPMGG00000012866
tetraodon_nigroviridis ENSTNIG00000017229
takifugu_rubripes ENSTRUG00000025010
seriola_lalandi ENSSLDG00000019131
scophthalmus_maximus ENSSMAG00000018428
poecilia_formosa ENSPFOG00000015607
poecilia_mexicana ENSPMEG00000003815
poecilia_latipinna ENSPLAG00000005078
xiphophorus_maculatus ENSXMAG00000021936
oryzias_latipes ENSORLG00000013346
oryzias_latipes ENSORLG00020017160
oryzias_melastigma ENSOMEG00000013709
gasterosteus_aculeatus ENSGACG00000010331
gadus_morhua ENSGMOG00000011170
paramormyrops_kingsleyae ENSPKIG00000003711
stegastes_partitus ENSSPAG00000013659
labrus_bergylta ENSLBEG00000012250
mola_mola ENSMMOG00000015672
hippocampus_comes ENSHCOG00000004055
cynoglossus_semilaevis ENSCSEG00000003979
xiphophorus_couchianus ENSXCOG00000001694
xiphophorus_maculatus ENSXMAG00000023327
poecilia_latipinna ENSPLAG00000019494
poecilia_reticulata ENSPREG00000009406
poecilia_formosa ENSPFOG00000018425
gambusia_affinis ENSGAFG00000002021
fundulus_heteroclitus ENSFHEG00000020677
maylandia_zebra ENSMZEG00005002304
haplochromis_burtoni ENSHBUG00000002280
