pan_paniscus ENSPPAG00000030452
pan_troglodytes ENSPTRG00000016418
homo_sapiens ENSG00000109471
gorilla_gorilla ENSGGOG00000023337
pongo_abelii ENSPPYG00000015043
nomascus_leucogenys ENSNLEG00000009439
colobus_angolensis_palliatus ENSCANG00000035819
rhinopithecus_bieti ENSRBIG00000042759
mandrillus_leucophaeus ENSMLEG00000041802
papio_anubis ENSPANG00000008900
macaca_fascicularis ENSMFAG00000035827
macaca_mulatta ENSMMUG00000021093
macaca_nemestrina ENSMNEG00000000320
cercocebus_atys ENSCATG00000034693
chlorocebus_sabaeus ENSCSAG00000003667
theropithecus_gelada ENSTGEG00000007737
rhinopithecus_roxellana ENSRROG00000028974
piliocolobus_tephrosceles ENSPTEG00000036948
cebus_capucinus ENSCCAG00000025790
saimiri_boliviensis_boliviensis ENSSBOG00000025464
callithrix_jacchus ENSCJAG00000041260
aotus_nancymaae ENSANAG00000026729
carlito_syrichta ENSTSYG00000029960
propithecus_coquereli ENSPCOG00000028196
prolemur_simus ENSPSMG00000009610
microcebus_murinus ENSMICG00000036776
otolemur_garnettii ENSOGAG00000033865
chinchilla_lanigera ENSCLAG00000009317
octodon_degus ENSODEG00000001158
cavia_porcellus ENSCPOG00000008265
cavia_aperea ENSCAPG00000014882
heterocephalus_glaber_female ENSHGLG00000001971
heterocephalus_glaber_male ENSHGLG00100009915
fukomys_damarensis ENSFDAG00000000681
urocitellus_parryii ENSUPAG00010023759
spermophilus_dauricus ENSSDAG00000001995
ictidomys_tridecemlineatus ENSSTOG00000016100
marmota_marmota_marmota ENSMMMG00000014074
microtus_ochrogaster ENSMOCG00000006543
peromyscus_maniculatus_bairdii ENSPEMG00000006965
cricetulus_griseus_crigri ENSCGRG00000012228
cricetulus_griseus_chok1gshd ENSCGRG00001020461
cricetulus_griseus_crigri-picr ENSCGRG00015026321
mesocricetus_auratus ENSMAUG00000017109
mus_spicilegus ENSMSIG00000011366
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0025879
mus_musculus ENSMUSG00000027720
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0024945
mus_pahari MGP_PahariEiJ_G0026385
rattus_norvegicus ENSRNOG00000017348
meriones_unguiculatus ENSMUGG00000015917
meriones_unguiculatus ENSMUGG00000025466
nannospalax_galili ENSNGAG00000017797
jaculus_jaculus ENSJJAG00000022869
castor_canadensis ENSCCNG00000023375
dipodomys_ordii ENSDORG00000014968
oryctolagus_cuniculus ENSOCUG00000010100
ochotona_princeps ENSOPRG00000002193
ursus_americanus ENSUAMG00000022609
ursus_maritimus ENSUMAG00000004523
ailuropoda_melanoleuca ENSAMEG00000005901
mustela_putorius_furo ENSMPUG00000017393
neovison_vison ENSNVIG00000014254
canis_lupus_familiaris ENSCAFG00000004008
canis_lupus_dingo ENSCAFG00020018289
vulpes_vulpes ENSVVUG00000013605
panthera_tigris_altaica ENSPTIG00000008068
panthera_pardus ENSPPRG00000008206
felis_catus ENSFCAG00000013688
pteropus_vampyrus ENSPVAG00000016466
myotis_lucifugus ENSMLUG00000011800
equus_caballus ENSECAG00000015616
equus_asinus_asinus ENSEASG00005018199
capra_hircus ENSCHIG00000024670
ovis_aries ENSOARG00000000044
bos_taurus ENSBTAG00000020883
bos_mutus ENSBMUG00000015510
bison_bison_bison ENSBBBG00000025311
tursiops_truncatus ENSTTRG00000014070
sus_scrofa ENSSSCG00000033267
vicugna_pacos ENSVPAG00000010534
sorex_araneus ENSSARG00000000201
erinaceus_europaeus ENSEEUG00000003875
loxodonta_africana ENSLAFG00000004433
procavia_capensis ENSPCAG00000014142
echinops_telfairi ENSETEG00000013158
choloepus_hoffmanni ENSCHOG00000013557
dasypus_novemcinctus ENSDNOG00000009005
