apteryx_owenii ENSAOWG00000004312
apteryx_haastii ENSAHAG00000012719
apteryx_rowi ENSARWG00000002978
dromaius_novaehollandiae ENSDNVG00000012897
nothoprocta_perdicaria ENSNPEG00000013030
calidris_pugnax ENSCPUG00000016556
calidris_pygmaea ENSCPGG00000014533
lepidothrix_coronata ENSLCOG00000012572
manacus_vitellinus ENSMVIG00005007908
lonchura_striata_domestica ENSLSDG00000007226
taeniopygia_guttata ENSTGUG00000006308
ficedula_albicollis ENSFALG00000003641
serinus_canaria ENSSCAG00000005277
junco_hyemalis ENSJHYG00000003684
cyanistes_caeruleus ENSCCEG00000023173
parus_major ENSPMJG00000019246
anser_brachyrhynchus ENSABRG00000008092
anas_platyrhynchos_platyrhynchos ENSAPLG00000009359
coturnix_japonica ENSCJPG00005010222
meleagris_gallopavo ENSMGAG00000006232
gallus_gallus ENSGALG00000040720
numida_meleagris ENSNMEG00000012153
crocodylus_porosus ENSCPRG00005011612
gopherus_agassizii ENSGAGG00000000476
chelonoidis_abingdonii ENSCABG00000010429
chrysemys_picta_bellii ENSCPBG00000001519
pelodiscus_sinensis ENSPSIG00000008047
pogona_vitticeps ENSPVIG00000006029
anolis_carolinensis ENSACAG00000013844
salvator_merianae ENSSMRG00000016864
sphenodon_punctatus ENSSPUG00000011287
ornithorhynchus_anatinus ENSOANG00000031644
ornithorhynchus_anatinus ENSOANG00000030184
ornithorhynchus_anatinus ENSOANG00000020386
phascolarctos_cinereus ENSPCIG00000030342
notamacropus_eugenii ENSMEUG00000014396
sarcophilus_harrisii ENSSHAG00000013473
monodelphis_domestica ENSMODG00000016282
castor_canadensis ENSCCNG00000024963
ochotona_princeps ENSOPRG00000019069
carlito_syrichta ENSTSYG00000027905
prolemur_simus ENSPSMG00000002509
propithecus_coquereli ENSPCOG00000025659
microcebus_murinus ENSMICG00000028041
otolemur_garnettii ENSOGAG00000034523
pan_troglodytes ENSPTRG00000033718
pan_paniscus ENSPPAG00000004060
homo_sapiens ENSG00000215045
gorilla_gorilla ENSGGOG00000008503
pongo_abelii ENSPPYG00000017351
nomascus_leucogenys ENSNLEG00000015646
rhinopithecus_roxellana ENSRROG00000044597
rhinopithecus_bieti ENSRBIG00000044379
piliocolobus_tephrosceles ENSPTEG00000021972
macaca_fascicularis ENSMFAG00000002043
macaca_nemestrina ENSMNEG00000036441
macaca_mulatta ENSMMUG00000021839
cercocebus_atys ENSCATG00000034128
theropithecus_gelada ENSTGEG00000015124
papio_anubis ENSPANG00000018761
chlorocebus_sabaeus ENSCSAG00000017697
colobus_angolensis_palliatus ENSCANG00000043271
mandrillus_leucophaeus ENSMLEG00000028015
callithrix_jacchus ENSCJAG00000015493
cebus_capucinus ENSCCAG00000037972
saimiri_boliviensis_boliviensis ENSSBOG00000029841
aotus_nancymaae ENSANAG00000036999
mus_spicilegus ENSMSIG00000029430
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0028983
mus_musculus ENSMUSG00000010825
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0027979
mus_pahari MGP_PahariEiJ_G0024551
rattus_norvegicus ENSRNOG00000030927
meriones_unguiculatus ENSMUGG00000005131
cricetulus_griseus_crigri-picr ENSCGRG00015014265
cricetulus_griseus_chok1gshd ENSCGRG00001021698
cricetulus_griseus_crigri ENSCGRG00000005180
mesocricetus_auratus ENSMAUG00000014248
microtus_ochrogaster ENSMOCG00000016662
peromyscus_maniculatus_bairdii ENSPEMG00000021559
nannospalax_galili ENSNGAG00000023413
dipodomys_ordii ENSDORG00000001187
marmota_marmota_marmota ENSMMMG00000007901
ictidomys_tridecemlineatus ENSSTOG00000028699
urocitellus_parryii ENSUPAG00010011026
chinchilla_lanigera ENSCLAG00000004690
octodon_degus ENSODEG00000010098
cavia_porcellus ENSCPOG00000026013
cavia_aperea ENSCAPG00000008560
heterocephalus_glaber_female ENSHGLG00000009097
heterocephalus_glaber_male ENSHGLG00100005454
fukomys_damarensis ENSFDAG00000000152
jaculus_jaculus ENSJJAG00000023779
oryctolagus_cuniculus ENSOCUG00000024847
pteropus_vampyrus ENSPVAG00000016103
capra_hircus ENSCHIG00000019697
ovis_aries ENSOARG00000002315
bos_mutus ENSBMUG00000013977
bos_taurus ENSBTAG00000003308
bison_bison_bison ENSBBBG00000009936
tursiops_truncatus ENSTTRG00000004998
sus_scrofa ENSSSCG00000037070
equus_asinus_asinus ENSEASG00005000529
equus_caballus ENSECAG00000010225
ursus_americanus ENSUAMG00000023537
ailuropoda_melanoleuca ENSAMEG00000006715
mustela_putorius_furo ENSMPUG00000016585
neovison_vison ENSNVIG00000005909
