monopterus_albus ENSMALG00000011066
pygocentrus_nattereri ENSPNAG00000014714
marmota_marmota_marmota ENSMMMG00000021629
castor_canadensis ENSCCNG00000029640
cavia_aperea ENSCAPG00000015232
cavia_porcellus ENSCPOG00000036847
phascolarctos_cinereus ENSPCIG00000035681
chelonoidis_abingdonii ENSCABG00000019650
gopherus_agassizii ENSGAGG00000024446
calidris_pugnax ENSCPUG00000008958
salvator_merianae ENSSMRG00000021017
salvator_merianae ENSSMRG00000000462
ursus_americanus ENSUAMG00000018037
vulpes_vulpes ENSVVUG00000014536
felis_catus ENSFCAG00000045054
kryptolebias_marmoratus ENSKMAG00000001558
