esox_lucius ENSELUG00000022471
pygocentrus_nattereri ENSPNAG00000027492
haplochromis_burtoni ENSHBUG00000004619
maylandia_zebra ENSMZEG00005025265
neolamprologus_brichardi ENSNBRG00000003369
oreochromis_niloticus ENSONIG00000008664
amphilophus_citrinellus ENSACIG00000020307
fundulus_heteroclitus ENSFHEG00000020619
amphiprion_ocellaris ENSAOCG00000020566
seriola_lalandi_dorsalis ENSSLDG00000016721
seriola_dumerili ENSSDUG00000019725
monopterus_albus ENSMALG00000020251
paramormyrops_kingsleyae ENSPKIG00000024285
phascolarctos_cinereus ENSPCIG00000018469
notamacropus_eugenii ENSMEUG00000014457
sarcophilus_harrisii ENSSHAG00000016758
monodelphis_domestica ENSMODG00000008341
vicugna_pacos ENSVPAG00000007838
tursiops_truncatus ENSTTRG00000012986
capra_hircus ENSCHIG00000008308
ovis_aries ENSOARG00000012571
bos_mutus ENSBMUG00000015018
bos_taurus ENSBTAG00000020491
bison_bison_bison ENSBBBG00000008131
sus_scrofa ENSSSCG00000017051
equus_asinus_asinus ENSEASG00005000761
equus_caballus ENSECAG00000016620
ursus_americanus ENSUAMG00000013351
ailuropoda_melanoleuca ENSAMEG00000006342
neovison_vison ENSNVIG00000004842
mustela_putorius_furo ENSMPUG00000013465
canis_lupus_dingo ENSCAFG00020025579
canis_lupus_familiaris ENSCAFG00000017351
panthera_tigris_altaica ENSPTIG00000013560
panthera_pardus ENSPPRG00000008501
felis_catus ENSFCAG00000003853
pteropus_vampyrus ENSPVAG00000010248
myotis_lucifugus ENSMLUG00000015904
cebus_capucinus ENSCCAG00000024037
saimiri_boliviensis_boliviensis ENSSBOG00000020019
callithrix_jacchus ENSCJAG00000018960
aotus_nancymaae ENSANAG00000028610
pan_troglodytes ENSPTRG00000017471
pan_paniscus ENSPPAG00000042889
homo_sapiens ENSG00000039600
gorilla_gorilla ENSGGOG00000025241
nomascus_leucogenys ENSNLEG00000004158
theropithecus_gelada ENSTGEG00000008503
papio_anubis ENSPANG00000026421
cercocebus_atys ENSCATG00000043607
mandrillus_leucophaeus ENSMLEG00000037153
macaca_nemestrina ENSMNEG00000034013
macaca_mulatta ENSMMUG00000021550
macaca_fascicularis ENSMFAG00000029536
chlorocebus_sabaeus ENSCSAG00000010596
piliocolobus_tephrosceles ENSPTEG00000012376
colobus_angolensis_palliatus ENSCANG00000029196
rhinopithecus_roxellana ENSRROG00000028754
rhinopithecus_bieti ENSRBIG00000029511
carlito_syrichta ENSTSYG00000005381
microcebus_murinus ENSMICG00000001020
prolemur_simus ENSPSMG00000006219
propithecus_coquereli ENSPCOG00000014531
otolemur_garnettii ENSOGAG00000009055
castor_canadensis ENSCCNG00000021614
dipodomys_ordii ENSDORG00000001450
mus_spicilegus ENSMSIG00000032203
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0017078
mus_musculus ENSMUSG00000040489
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0016237
mus_pahari MGP_PahariEiJ_G0017373
rattus_norvegicus ENSRNOG00000006098
meriones_unguiculatus ENSMUGG00000016185
cricetulus_griseus_crigri-picr ENSCGRG00015023281
cricetulus_griseus_chok1gshd ENSCGRG00001021269
cricetulus_griseus_crigri ENSCGRG00000002988
mesocricetus_auratus ENSMAUG00000016375
microtus_ochrogaster ENSMOCG00000014608
peromyscus_maniculatus_bairdii ENSPEMG00000000554
nannospalax_galili ENSNGAG00000011807
urocitellus_parryii ENSUPAG00010016772
ictidomys_tridecemlineatus ENSSTOG00000014216
chinchilla_lanigera ENSCLAG00000011694
octodon_degus ENSODEG00000009453
cavia_porcellus ENSCPOG00000000397
cavia_aperea ENSCAPG00000008517
heterocephalus_glaber_female ENSHGLG00000009847
heterocephalus_glaber_male ENSHGLG00100008763
oryctolagus_cuniculus ENSOCUG00000014842
ochotona_princeps ENSOPRG00000013760
tupaia_belangeri ENSTBEG00000009070
sorex_araneus ENSSARG00000013440
loxodonta_africana ENSLAFG00000004922
procavia_capensis ENSPCAG00000010619
echinops_telfairi ENSETEG00000000461
choloepus_hoffmanni ENSCHOG00000012064
dasypus_novemcinctus ENSDNOG00000002213
ornithorhynchus_anatinus ENSOANG00000021410
chelonoidis_abingdonii ENSCABG00000007469
gopherus_agassizii ENSGAGG00000016995
chrysemys_picta_bellii ENSCPBG00000001569
pelodiscus_sinensis ENSPSIG00000004756
apteryx_haastii ENSAHAG00000001222
apteryx_owenii ENSAOWG00000010324
apteryx_rowi ENSARWG00000005103
dromaius_novaehollandiae ENSDNVG00000001870
nothoprocta_perdicaria ENSNPEG00000004973
anser_brachyrhynchus ENSABRG00000016864
anas_platyrhynchos_platyrhynchos ENSAPLG00000013850
gallus_gallus ENSGALG00000052374
coturnix_japonica ENSCJPG00005011336
meleagris_gallopavo ENSMGAG00000004987
numida_meleagris ENSNMEG00000018040
calidris_pygmaea ENSCPGG00000015442
calidris_pugnax ENSCPUG00000000830
manacus_vitellinus ENSMVIG00005016642
lepidothrix_coronata ENSLCOG00000007946
lonchura_striata_domestica ENSLSDG00000000284
taeniopygia_guttata ENSTGUG00000000620
serinus_canaria ENSSCAG00000013120
junco_hyemalis ENSJHYG00000002442
zonotrichia_albicollis ENSZALG00000010516
ficedula_albicollis ENSFALG00000008470
parus_major ENSPMJG00000007713
cyanistes_caeruleus ENSCCEG00000007553
melopsittacus_undulatus ENSMUNG00000005707
crocodylus_porosus ENSCPRG00005013341
pogona_vitticeps ENSPVIG00000025045
notechis_scutatus ENSNSUG00000019047
salvator_merianae ENSSMRG00000017680
anolis_carolinensis ENSACAG00000003369
sphenodon_punctatus ENSSPUG00000007072
latimeria_chalumnae ENSLACG00000015447
ciona_intestinalis ENSCING00000008820
