ursus_americanus ENSUAMG00000015813
ursus_maritimus ENSUMAG00000004294
ailuropoda_melanoleuca ENSAMEG00000006397
neovison_vison ENSNVIG00000005576
mustela_putorius ENSMPUG00000003226
canis_lupus ENSCAFG00020014481
canis_lupus ENSCAFG00000017661
vulpes_vulpes ENSVVUG00000018810
panthera_pardus ENSPPRG00000002276
panthera_tigris ENSPTIG00000010976
felis_catus ENSFCAG00000022483
equus_caballus ENSECAG00000024600
equus_asinus ENSEASG00005021478
pteropus_vampyrus ENSPVAG00000014337
myotis_lucifugus ENSMLUG00000012561
capra_hircus ENSCHIG00000016134
ovis_aries ENSOARG00000015096
bos_indicus ENSBIXG00000007789
bos_indicus ENSBIXG00005002942
bos_taurus ENSBTAG00000006191
bos_mutus ENSBMUG00000016889
bison_bison ENSBBBG00000008702
sus_scrofa ENSSSCG00000002478
vicugna_pacos ENSVPAG00000001199
erinaceus_europaeus ENSEEUG00000003296
castor_canadensis ENSCCNG00000013077
dipodomys_ordii ENSDORG00000013285
mus_spicilegus ENSMSIG00000029883
mus_musculus ENSMUSG00000041567
mus_spretus MGP_SPRETEiJ_G0018913
mus_caroli MGP_CAROLIEiJ_G0018068
mus_pahari MGP_PahariEiJ_G0029827
rattus_norvegicus ENSRNOG00000042634
meriones_unguiculatus ENSMUGG00000014996
cricetulus_griseus ENSCGRG00001019801
cricetulus_griseus ENSCGRG00000000548
cricetulus_griseus ENSCGRG00015015404
mesocricetus_auratus ENSMAUG00000010398
microtus_ochrogaster ENSMOCG00000018525
peromyscus_maniculatus ENSPEMG00000012233
nannospalax_galili ENSNGAG00000002424
jaculus_jaculus ENSJJAG00000009472
ictidomys_tridecemlineatus ENSSTOG00000001616
urocitellus_parryii ENSUPAG00010003396
spermophilus_dauricus ENSSDAG00000011444
marmota_marmota ENSMMMG00000001279
chinchilla_lanigera ENSCLAG00000013313
octodon_degus ENSODEG00000011336
cavia_porcellus ENSCPOG00000033972
cavia_aperea ENSCAPG00000008098
heterocephalus_glaber ENSHGLG00100006655
heterocephalus_glaber ENSHGLG00000016787
fukomys_damarensis ENSFDAG00000017437
oryctolagus_cuniculus ENSOCUG00000017143
ochotona_princeps ENSOPRG00000013333
pan_paniscus ENSPPAG00000037137
pan_troglodytes ENSPTRG00000006682
gorilla_gorilla ENSGGOG00000006345
homo_sapiens ENSG00000165953
pongo_abelii ENSPPYG00000006106
nomascus_leucogenys ENSNLEG00000017288
colobus_angolensis ENSCANG00000033476
piliocolobus_tephrosceles ENSPTEG00000009494
rhinopithecus_bieti ENSRBIG00000035337
rhinopithecus_roxellana ENSRROG00000038732
macaca_fascicularis ENSMFAG00000039440
macaca_mulatta ENSMMUG00000020586
macaca_nemestrina ENSMNEG00000041826
theropithecus_gelada ENSTGEG00000004738
papio_anubis ENSPANG00000025007
mandrillus_leucophaeus ENSMLEG00000007506
cercocebus_atys ENSCATG00000029171
chlorocebus_sabaeus ENSCSAG00000010857
cebus_capucinus ENSCCAG00000028732
saimiri_boliviensis ENSSBOG00000025663
callithrix_jacchus ENSCJAG00000009820
aotus_nancymaae ENSANAG00000020503
carlito_syrichta ENSTSYG00000032867
propithecus_coquereli ENSPCOG00000024256
microcebus_murinus ENSMICG00000047762
prolemur_simus ENSPSMG00000024162
otolemur_garnettii ENSOGAG00000012244
tupaia_belangeri ENSTBEG00000004051
dasypus_novemcinctus ENSDNOG00000014643
loxodonta_africana ENSLAFG00000026745
echinops_telfairi ENSETEG00000014180
vombatus_ursinus ENSVURG00010008806
phascolarctos_cinereus ENSPCIG00000013889
notamacropus_eugenii ENSMEUG00000006688
sarcophilus_harrisii ENSSHAG00000004325
monodelphis_domestica ENSMODG00000012539
ornithorhynchus_anatinus ENSOANG00000012038
