mola_mola ENSMMOG00000020531
takifugu_rubripes ENSTRUG00000006665
labrus_bergylta ENSLBEG00000013831
scophthalmus_maximus ENSSMAG00000015610
cynoglossus_semilaevis ENSCSEG00000014469
anabas_testudineus ENSATEG00000021965
amphiprion_ocellaris ENSAOCG00000023351
amphiprion_percula ENSAPEG00000021790
acanthochromis_polyacanthus ENSAPOG00000016424
stegastes_partitus ENSSPAG00000012854
maylandia_zebra ENSMZEG00005024468
astatotilapia_calliptera ENSACLG00000011297
pundamilia_nyererei ENSPNYG00000008155
haplochromis_burtoni ENSHBUG00000013519
oreochromis_niloticus ENSONIG00000018616
neolamprologus_brichardi ENSNBRG00000011637
amphilophus_citrinellus ENSACIG00000007449
seriola_dumerili ENSSDUG00000012109
seriola_lalandi_dorsalis ENSSLDG00000011200
mastacembelus_armatus ENSMAMG00000002200
monopterus_albus ENSMALG00000018636
fundulus_heteroclitus ENSFHEG00000009268
cyprinodon_variegatus ENSCVAG00000018516
xiphophorus_maculatus ENSXMAG00000000521
gambusia_affinis ENSGAFG00000020068
poecilia_mexicana ENSPMEG00000014148
poecilia_formosa ENSPFOG00000004652
poecilia_latipinna ENSPLAG00000015779
poecilia_reticulata ENSPREG00000013571
kryptolebias_marmoratus ENSKMAG00000022014
oryzias_latipes ENSORLG00020004028
oryzias_latipes ENSORLG00000017969
oryzias_latipes_asm223469v1 ENSORLG00015003897
oryzias_melastigma ENSOMEG00000012252
gasterosteus_aculeatus ENSGACG00000016939
tetraodon_nigroviridis ENSTNIG00000014907
tetraodon_nigroviridis ENSTNIG00000014908
hippocampus_comes ENSHCOG00000002642
periophthalmus_magnuspinnatus ENSPMGG00000014848
gadus_morhua ENSGMOG00000012529
esox_lucius ENSELUG00000013526
pygocentrus_nattereri ENSPNAG00000010446
astyanax_mexicanus ENSAMXG00000001631
danio_rerio ENSDARG00000030448
paramormyrops_kingsleyae ENSPKIG00000011242
scleropages_formosus ENSSFOG00015006776
lepisosteus_oculatus ENSLOCG00000004334
anser_brachyrhynchus ENSABRG00000006093
anas_platyrhynchos_platyrhynchos ENSAPLG00000011803
gallus_gallus ENSGALG00000000430
coturnix_japonica ENSCJPG00005006065
meleagris_gallopavo ENSMGAG00000000754
numida_meleagris ENSNMEG00000007684
cyanistes_caeruleus ENSCCEG00000022159
parus_major ENSPMJG00000004404
ficedula_albicollis ENSFALG00000011932
lonchura_striata_domestica ENSLSDG00000014548
taeniopygia_guttata ENSTGUG00000000063
serinus_canaria ENSSCAG00000000726
junco_hyemalis ENSJHYG00000014408
zonotrichia_albicollis ENSZALG00000001546
lepidothrix_coronata ENSLCOG00000007203
manacus_vitellinus ENSMVIG00005019688
melopsittacus_undulatus ENSMUNG00000012852
melopsittacus_undulatus ENSMUNG00000015121
melopsittacus_undulatus ENSMUNG00000015120
calidris_pugnax ENSCPUG00000012935
calidris_pygmaea ENSCPGG00000018418
apteryx_owenii ENSAOWG00000014641
apteryx_owenii ENSAOWG00000003073
apteryx_haastii ENSAHAG00000009829
apteryx_rowi ENSARWG00000015796
dromaius_novaehollandiae ENSDNVG00000005229
nothoprocta_perdicaria ENSNPEG00000010976
crocodylus_porosus ENSCPRG00005013338
chelonoidis_abingdonii ENSCABG00000010591
gopherus_agassizii ENSGAGG00000001535
chrysemys_picta_bellii ENSCPBG00000021319
pelodiscus_sinensis ENSPSIG00000017155
sphenodon_punctatus ENSSPUG00000012250
chelonoidis_abingdonii ENSCABG00000011201
gopherus_agassizii ENSGAGG00000007783
chrysemys_picta_bellii ENSCPBG00000000849
apteryx_owenii ENSAOWG00000005580
apteryx_rowi ENSARWG00000009094
apteryx_haastii ENSAHAG00000007168
dromaius_novaehollandiae ENSDNVG00000015978
nothoprocta_perdicaria ENSNPEG00000008788
anolis_carolinensis ENSACAG00000007615
pogona_vitticeps ENSPVIG00000025266
notechis_scutatus ENSNSUG00000018907
salvator_merianae ENSSMRG00000019313
chrysemys_picta_bellii ENSCPBG00000008063
gopherus_agassizii ENSGAGG00000023314
pogona_vitticeps ENSPVIG00000023065
notechis_scutatus ENSNSUG00000010023
salvator_merianae ENSSMRG00000006942
notamacropus_eugenii ENSMEUG00000016163
phascolarctos_cinereus ENSPCIG00000030453
sarcophilus_harrisii ENSSHAG00000005241
monodelphis_domestica ENSMODG00000004756
propithecus_coquereli ENSPCOG00000021769
prolemur_simus ENSPSMG00000008913
microcebus_murinus ENSMICG00000009993
otolemur_garnettii ENSOGAG00000000145
pan_paniscus ENSPPAG00000037490
pan_troglodytes ENSPTRG00000010234
homo_sapiens ENSG00000005206
gorilla_gorilla ENSGGOG00000010177
pongo_abelii ENSPPYG00000009349
nomascus_leucogenys ENSNLEG00000011710
theropithecus_gelada ENSTGEG00000012998
papio_anubis ENSPANG00000019292
cercocebus_atys ENSCATG00000037765
macaca_nemestrina ENSMNEG00000040030
macaca_mulatta ENSMMUG00000000453
macaca_fascicularis ENSMFAG00000039923
mandrillus_leucophaeus ENSMLEG00000037349
chlorocebus_sabaeus ENSCSAG00000011592
rhinopithecus_bieti ENSRBIG00000024181
rhinopithecus_roxellana ENSRROG00000041004
colobus_angolensis_palliatus ENSCANG00000042203
saimiri_boliviensis_boliviensis ENSSBOG00000033674
cebus_capucinus ENSCCAG00000026669
callithrix_jacchus ENSCJAG00000010410
aotus_nancymaae ENSANAG00000035668
urocitellus_parryii ENSUPAG00010013285
ictidomys_tridecemlineatus ENSSTOG00000022987
dipodomys_ordii ENSDORG00000004034
heterocephalus_glaber_female ENSHGLG00000008911
heterocephalus_glaber_male ENSHGLG00100001015
fukomys_damarensis ENSFDAG00000001571
chinchilla_lanigera ENSCLAG00000010153
octodon_degus ENSODEG00000014560
cavia_porcellus ENSCPOG00000026275
cavia_aperea ENSCAPG00000014917
mus_musculus ENSMUSG00000035206
mus_spicilegus ENSMSIG00000027218
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0016426
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0015608
mus_pahari MGP_PahariEiJ_G0031021
rattus_norvegicus ENSRNOG00000057881
meriones_unguiculatus ENSMUGG00000013938
cricetulus_griseus_crigri-picr ENSCGRG00015002687
cricetulus_griseus_crigri ENSCGRG00000014243
cricetulus_griseus_chok1gshd ENSCGRG00001001858
mesocricetus_auratus ENSMAUG00000020905
microtus_ochrogaster ENSMOCG00000021520
nannospalax_galili ENSNGAG00000004736
jaculus_jaculus ENSJJAG00000014592
peromyscus_maniculatus_bairdii ENSPEMG00000022141
castor_canadensis ENSCCNG00000030712
spermophilus_dauricus ENSSDAG00000007510
octodon_degus ENSODEG00000012183
ochotona_princeps ENSOPRG00000015856
sorex_araneus ENSSARG00000012401
capra_hircus ENSCHIG00000018686
ovis_aries ENSOARG00000013933
bos_taurus ENSBTAG00000004524
bos_mutus ENSBMUG00000013515
bison_bison_bison ENSBBBG00000008884
sus_scrofa ENSSSCG00000013464
tursiops_truncatus ENSTTRG00000005729
equus_caballus ENSECAG00000014603
equus_asinus_asinus ENSEASG00005021990
ursus_americanus ENSUAMG00000000905
ursus_maritimus ENSUMAG00000006607
