latimeria_chalumnae ENSLACG00000000415
xenopus_tropicalis ENSXETG00000015547
pogona_vitticeps ENSPVIG00000015534
pogona_vitticeps ENSPVIG00000015535
anolis_carolinensis ENSACAG00000011476
salvator_merianae ENSSMRG00000015388
sphenodon_punctatus ENSSPUG00000017185
anas_platyrhynchos_platyrhynchos ENSAPLG00000022710
anas_platyrhynchos_platyrhynchos ENSAPLG00000029591
gallus_gallus ENSGALG00000041635
meleagris_gallopavo ENSMGAG00000010872
coturnix_japonica ENSCJPG00005003811
numida_meleagris ENSNMEG00000001508
calidris_pygmaea ENSCPGG00000017000
calidris_pugnax ENSCPUG00000012588
lonchura_striata_domestica ENSLSDG00000008475
taeniopygia_guttata ENSTGUG00000014105
serinus_canaria ENSSCAG00000010459
zonotrichia_albicollis ENSZALG00000005281
junco_hyemalis ENSJHYG00000007710
parus_major ENSPMJG00000005770
ficedula_albicollis ENSFALG00000001045
manacus_vitellinus ENSMVIG00005006542
melopsittacus_undulatus ENSMUNG00000004865
apteryx_rowi ENSARWG00000009309
apteryx_haastii ENSAHAG00000008963
apteryx_owenii ENSAOWG00000005119
dromaius_novaehollandiae ENSDNVG00000002126
crocodylus_porosus ENSCPRG00005005068
chelonoidis_abingdonii ENSCABG00000010595
pelodiscus_sinensis ENSPSIG00000013669
phascolarctos_cinereus ENSPCIG00000020322
notamacropus_eugenii ENSMEUG00000008518
sarcophilus_harrisii ENSSHAG00000007844
monodelphis_domestica ENSMODG00000005317
ornithorhynchus_anatinus ENSOANG00000009295
ochotona_princeps ENSOPRG00000009928
oryctolagus_cuniculus ENSOCUG00000023650
tupaia_belangeri ENSTBEG00000012558
saimiri_boliviensis_boliviensis ENSSBOG00000014770
aotus_nancymaae ENSANAG00000027616
callithrix_jacchus ENSCJAG00000033826
cebus_capucinus ENSCCAG00000023113
saimiri_boliviensis_boliviensis ENSSBOG00000033059
aotus_nancymaae ENSANAG00000037239
macaca_mulatta ENSMMUG00000008587
chlorocebus_sabaeus ENSCSAG00000003794
rhinopithecus_bieti ENSRBIG00000027821
pan_troglodytes ENSPTRG00000016383
procavia_capensis ENSPCAG00000010189
echinops_telfairi ENSETEG00000009660
choloepus_hoffmanni ENSCHOG00000008445
dasypus_novemcinctus ENSDNOG00000038758
tursiops_truncatus ENSTTRG00000000962
sus_scrofa ENSSSCG00000009123
capra_hircus ENSCHIG00000009880
ovis_aries ENSOARG00000018416
bos_taurus ENSBTAG00000014463
vicugna_pacos ENSVPAG00000009867
equus_caballus ENSECAG00000024339
equus_asinus_asinus ENSEASG00005009042
ursus_maritimus ENSUMAG00000003390
ursus_americanus ENSUAMG00000006570
ailuropoda_melanoleuca ENSAMEG00000009200
mustela_putorius_furo ENSMPUG00000008295
canis_lupus_dingo ENSCAFG00020017332
chinchilla_lanigera ENSCLAG00000004040
octodon_degus ENSODEG00000001566
cavia_porcellus ENSCPOG00000004133
fukomys_damarensis ENSFDAG00000015056
castor_canadensis ENSCCNG00000015513
mus_musculus ENSMUSG00000053819
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0026564
mus_spicilegus ENSMSIG00000025272
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0025611
mus_pahari MGP_PahariEiJ_G0027058
rattus_norvegicus ENSRNOG00000011589
meriones_unguiculatus ENSMUGG00000021076
heterocephalus_glaber_female ENSHGLG00000000440
heterocephalus_glaber_male ENSHGLG00100000393
salvator_merianae ENSSMRG00000017097
cricetulus_griseus_crigri ENSCGRG00000008033
cricetulus_griseus_chok1gshd ENSCGRG00001016320
nannospalax_galili ENSNGAG00000013651
cavia_aperea ENSCAPG00000011036
mesocricetus_auratus ENSMAUG00000013891
labrus_bergylta ENSLBEG00000015638
pteropus_vampyrus ENSPVAG00000001976
myotis_lucifugus ENSMLUG00000000654
sorex_araneus ENSSARG00000011997
erinaceus_europaeus ENSEEUG00000010551
mastacembelus_armatus ENSMAMG00000003089
monopterus_albus ENSMALG00000019623
seriola_dumerili ENSSDUG00000003180
mola_mola ENSMMOG00000020640
takifugu_rubripes ENSTRUG00000007602
periophthalmus_magnuspinnatus ENSPMGG00000020713
oreochromis_niloticus ENSONIG00000016392
amphilophus_citrinellus ENSACIG00000014538
labrus_bergylta ENSLBEG00000007697
neolamprologus_brichardi ENSNBRG00000004409
pundamilia_nyererei ENSPNYG00000022115
haplochromis_burtoni ENSHBUG00000012156
stegastes_partitus ENSSPAG00000019240
amphiprion_ocellaris ENSAOCG00000002384
neolamprologus_brichardi ENSNBRG00000012210
labrus_bergylta ENSLBEG00000001486
xiphophorus_couchianus ENSXCOG00000017474
mastacembelus_armatus ENSMAMG00000009472
neolamprologus_brichardi ENSNBRG00000000269
poecilia_mexicana ENSPMEG00000009650
poecilia_latipinna ENSPLAG00000004127
xiphophorus_couchianus ENSXCOG00000015687
