drosophila_melanogaster FBgn0035435
caenorhabditis_elegans_strain_n2 WBGene00011860
pogona_vitticeps ENSPVIG00000012351
anolis_carolinensis ENSACAG00000013349
notechis_scutatus ENSNSUG00000010713
salvator_merianae ENSSMRG00000023523
sphenodon_punctatus ENSSPUG00000005868
apteryx_owenii ENSAOWG00000011663
apteryx_haastii ENSAHAG00000009431
apteryx_rowi ENSARWG00000002666
dromaius_novaehollandiae ENSDNVG00000000827
nothoprocta_perdicaria ENSNPEG00000003476
anser_brachyrhynchus ENSABRG00000022928
anas_platyrhynchos_platyrhynchos ENSAPLG00000001596
gallus_gallus ENSGALG00000027608
coturnix_japonica ENSCJPG00005021468
numida_meleagris ENSNMEG00000020858
numida_meleagris ENSNMEG00000020857
taeniopygia_guttata ENSTGUG00000017266
lonchura_striata_domestica ENSLSDG00000009457
serinus_canaria ENSSCAG00000002773
ficedula_albicollis ENSFALG00000014545
junco_hyemalis ENSJHYG00000006343
parus_major ENSPMJG00000010481
manacus_vitellinus ENSMVIG00005014995
lepidothrix_coronata ENSLCOG00000000442
calidris_pygmaea ENSCPGG00000006747
calidris_pugnax ENSCPUG00000020010
melopsittacus_undulatus ENSMUNG00000000082
crocodylus_porosus ENSCPRG00005003982
gopherus_agassizii ENSGAGG00000023213
chelonoidis_abingdonii ENSCABG00000020438
chrysemys_picta_bellii ENSCPBG00000005095
pelodiscus_sinensis ENSPSIG00000009903
ochotona_princeps ENSOPRG00000014863
oryctolagus_cuniculus ENSOCUG00000025929
choloepus_hoffmanni ENSCHOG00000009628
dasypus_novemcinctus ENSDNOG00000014173
procavia_capensis ENSPCAG00000002292
echinops_telfairi ENSETEG00000020274
loxodonta_africana ENSLAFG00000026118
microcebus_murinus ENSMICG00000028426
microcebus_murinus ENSMICG00000005132
prolemur_simus ENSPSMG00000010075
otolemur_garnettii ENSOGAG00000011768
homo_sapiens ENSG00000135845
gorilla_gorilla ENSGGOG00000024090
pan_paniscus ENSPPAG00000024713
pan_troglodytes ENSPTRG00000001685
pongo_abelii ENSPPYG00000000506
nomascus_leucogenys ENSNLEG00000015248
piliocolobus_tephrosceles ENSPTEG00000015057
colobus_angolensis_palliatus ENSCANG00000037991
rhinopithecus_bieti ENSRBIG00000016204
rhinopithecus_roxellana ENSRROG00000014150
theropithecus_gelada ENSTGEG00000004651
cercocebus_atys ENSCATG00000019673
macaca_mulatta ENSMMUG00000007279
macaca_nemestrina ENSMNEG00000020379
macaca_fascicularis ENSMFAG00000021978
mandrillus_leucophaeus ENSMLEG00000014059
papio_anubis ENSPANG00000011398
chlorocebus_sabaeus ENSCSAG00000000236
pan_troglodytes ENSPTRG00000043490
pan_paniscus ENSPPAG00000042143
gorilla_gorilla ENSGGOG00000040397
nomascus_leucogenys ENSNLEG00000030363
chlorocebus_sabaeus ENSCSAG00000005283
macaca_mulatta ENSMMUG00000042708
colobus_angolensis_palliatus ENSCANG00000034057
cebus_capucinus ENSCCAG00000032579
saimiri_boliviensis_boliviensis ENSSBOG00000019120
aotus_nancymaae ENSANAG00000014760
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0015576
mus_spicilegus ENSMSIG00000021029
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0014769
mus_musculus ENSMUSG00000026698
mus_pahari MGP_PahariEiJ_G0028006
rattus_norvegicus ENSRNOG00000026497
meriones_unguiculatus ENSMUGG00000016391
peromyscus_maniculatus_bairdii ENSPEMG00000019430
microtus_ochrogaster ENSMOCG00000003546
cricetulus_griseus_crigri ENSCGRG00000010683
