esox_lucius ENSELUG00000018115
pygocentrus_nattereri ENSPNAG00000027152
poecilia_reticulata ENSPREG00000021612
xiphophorus_maculatus ENSXMAG00000024849
fundulus_heteroclitus ENSFHEG00000018411
acanthochromis_polyacanthus ENSAPOG00000010500
anabas_testudineus ENSATEG00000006035
monopterus_albus ENSMALG00000012593
scophthalmus_maximus ENSSMAG00000013245
xiphophorus_couchianus ENSXCOG00000007876
gambusia_affinis ENSGAFG00000016495
cyprinodon_variegatus ENSCVAG00000015463
oryzias_melastigma ENSOMEG00000011773
pundamilia_nyererei ENSPNYG00000017250
astatotilapia_calliptera ENSACLG00000018546
haplochromis_burtoni ENSHBUG00000022877
neolamprologus_brichardi ENSNBRG00000016285
amphiprion_ocellaris ENSAOCG00000009564
amphiprion_percula ENSAPEG00000021534
seriola_dumerili ENSSDUG00000001563
labrus_bergylta ENSLBEG00000003714
mola_mola ENSMMOG00000013500
amphilophus_citrinellus ENSACIG00000010815
stegastes_partitus ENSSPAG00000003091
seriola_lalandi_dorsalis ENSSLDG00000003581
periophthalmus_magnuspinnatus ENSPMGG00000020643
astyanax_mexicanus ENSAMXG00000041982
ictalurus_punctatus ENSIPUG00000018279
scleropages_formosus ENSSFOG00015023805
paramormyrops_kingsleyae ENSPKIG00000002313
scleropages_formosus ENSSFOG00015002135
pogona_vitticeps ENSPVIG00000018964
gopherus_agassizii ENSGAGG00000000185
