calidris_pugnax ENSCPUG00000018269
calidris_pygmaea ENSCPGG00000006055
manacus_vitellinus ENSMVIG00005012852
lepidothrix_coronata ENSLCOG00000006383
cyanistes_caeruleus ENSCCEG00000007775
parus_major ENSPMJG00000001493
junco_hyemalis ENSJHYG00000006872
serinus_canaria ENSSCAG00000011037
lonchura_striata ENSLSDG00000011595
melopsittacus_undulatus ENSMUNG00000005824
anser_brachyrhynchus ENSABRG00000000466
anas_platyrhynchos ENSAPLG00000028576
gallus_gallus ENSGALG00000030596
coturnix_japonica ENSCJPG00005014100
numida_meleagris ENSNMEG00000006185
apteryx_owenii ENSAOWG00000019159
apteryx_haastii ENSAHAG00000003809
apteryx_rowi ENSARWG00000007716
dromaius_novaehollandiae ENSDNVG00000008721
nothoprocta_perdicaria ENSNPEG00000015986
