caenorhabditis_elegans_strain_n2 WBGene00011538
drosophila_melanogaster FBgn0284246
pogona_vitticeps ENSPVIG00000017531
notechis_scutatus ENSNSUG00000012981
salvator_merianae ENSSMRG00000010384
sphenodon_punctatus ENSSPUG00000008077
chrysemys_picta_bellii ENSCPBG00000023840
chelonoidis_abingdonii ENSCABG00000021798
pelodiscus_sinensis ENSPSIG00000005622
apteryx_haastii ENSAHAG00000013935
apteryx_rowi ENSARWG00000006316
apteryx_owenii ENSAOWG00000008795
dromaius_novaehollandiae ENSDNVG00000010082
gallus_gallus ENSGALG00000034671
coturnix_japonica ENSCJPG00005001598
chinchilla_lanigera ENSCLAG00000000627
octodon_degus ENSODEG00000003132
cavia_aperea ENSCAPG00000014620
cavia_porcellus ENSCPOG00000008305
heterocephalus_glaber_female ENSHGLG00000003751
heterocephalus_glaber_male ENSHGLG00100019115
fukomys_damarensis ENSFDAG00000005178
oryctolagus_cuniculus ENSOCUG00000022086
papio_anubis ENSPANG00000013148
mandrillus_leucophaeus ENSMLEG00000032669
cercocebus_atys ENSCATG00000035035
theropithecus_gelada ENSTGEG00000015301
chlorocebus_sabaeus ENSCSAG00000006751
macaca_mulatta ENSMMUG00000018779
macaca_fascicularis ENSMFAG00000034162
macaca_nemestrina ENSMNEG00000042608
rhinopithecus_bieti ENSRBIG00000037705
rhinopithecus_roxellana ENSRROG00000024687
piliocolobus_tephrosceles ENSPTEG00000015164
colobus_angolensis_palliatus ENSCANG00000043611
pan_troglodytes ENSPTRG00000047249
pan_paniscus ENSPPAG00000036028
homo_sapiens ENSG00000133316
gorilla_gorilla ENSGGOG00000001923
pongo_abelii ENSPPYG00000003141
nomascus_leucogenys ENSNLEG00000004238
saimiri_boliviensis_boliviensis ENSSBOG00000030887
cebus_capucinus ENSCCAG00000020060
callithrix_jacchus ENSCJAG00000018581
aotus_nancymaae ENSANAG00000031747
carlito_syrichta ENSTSYG00000032066
propithecus_coquereli ENSPCOG00000024846
microcebus_murinus ENSMICG00000017388
prolemur_simus ENSPSMG00000023161
otolemur_garnettii ENSOGAG00000015303
castor_canadensis ENSCCNG00000031301
dipodomys_ordii ENSDORG00000030180
mus_musculus ENSMUSG00000042729
mus_spicilegus ENSMSIG00000031207
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0023561
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0022648
mus_pahari MGP_PahariEiJ_G0014143
rattus_norvegicus ENSRNOG00000042878
meriones_unguiculatus ENSMUGG00000001804
microtus_ochrogaster ENSMOCG00000003857
microtus_ochrogaster ENSMOCG00000002657
peromyscus_maniculatus_bairdii ENSPEMG00000008678
cricetulus_griseus_chok1gshd ENSCGRG00001004246
cricetulus_griseus_crigri ENSCGRG00000005878
cricetulus_griseus_crigri-picr ENSCGRG00015005287
mesocricetus_auratus ENSMAUG00000012992
nannospalax_galili ENSNGAG00000018778
jaculus_jaculus ENSJJAG00000001449
urocitellus_parryii ENSUPAG00010005413
spermophilus_dauricus ENSSDAG00000005918
ictidomys_tridecemlineatus ENSSTOG00000028814
marmota_marmota_marmota ENSMMMG00000003523
ochotona_princeps ENSOPRG00000002393
tupaia_belangeri ENSTBEG00000014321
ursus_americanus ENSUAMG00000017153
ursus_maritimus ENSUMAG00000014565
ailuropoda_melanoleuca ENSAMEG00000006160
mustela_putorius_furo ENSMPUG00000013557
neovison_vison ENSNVIG00000020499
canis_lupus_familiaris ENSCAFG00000015523
canis_lupus_dingo ENSCAFG00020013159
vulpes_vulpes ENSVVUG00000029836
panthera_pardus ENSPPRG00000002422
panthera_tigris_altaica ENSPTIG00000016962
felis_catus ENSFCAG00000014780
equus_caballus ENSECAG00000009091
equus_asinus_asinus ENSEASG00005011378
pteropus_vampyrus ENSPVAG00000003500
erinaceus_europaeus ENSEEUG00000006476
capra_hircus ENSCHIG00000022750
ovis_aries ENSOARG00000017678
bos_mutus ENSBMUG00000023565
bos_taurus ENSBTAG00000009491
bison_bison_bison ENSBBBG00000005172
tursiops_truncatus ENSTTRG00000002484
vicugna_pacos ENSVPAG00000009537
sus_scrofa ENSSSCG00000028025
myotis_lucifugus ENSMLUG00000011204
choloepus_hoffmanni ENSCHOG00000003247
dasypus_novemcinctus ENSDNOG00000043582
loxodonta_africana ENSLAFG00000006790
procavia_capensis ENSPCAG00000016713
echinops_telfairi ENSETEG00000008292
phascolarctos_cinereus ENSPCIG00000018719
notamacropus_eugenii ENSMEUG00000001821
monodelphis_domestica ENSMODG00000008120
sarcophilus_harrisii ENSSHAG00000006758
ornithorhynchus_anatinus ENSOANG00000028832
latimeria_chalumnae ENSLACG00000003171
xenopus_tropicalis ENSXETG00000019440
pygocentrus_nattereri ENSPNAG00000007402
astyanax_mexicanus ENSAMXG00000018135
ictalurus_punctatus ENSIPUG00000017445
danio_rerio ENSDARG00000061993
esox_lucius ENSELUG00000000606
fundulus_heteroclitus ENSFHEG00000021232
cyprinodon_variegatus ENSCVAG00000012646
poecilia_formosa ENSPFOG00000009837
poecilia_mexicana ENSPMEG00000002743
poecilia_reticulata ENSPREG00000007395
xiphophorus_maculatus ENSXMAG00000014806
xiphophorus_couchianus ENSXCOG00000013111
poecilia_latipinna ENSPLAG00000007453
gambusia_affinis ENSGAFG00000018635
kryptolebias_marmoratus ENSKMAG00000006061
oryzias_latipes_asm223469v1 ENSORLG00015011144
oryzias_latipes ENSORLG00000020377
oryzias_melastigma ENSOMEG00000019116
pundamilia_nyererei ENSPNYG00000008408
haplochromis_burtoni ENSHBUG00000017625
astatotilapia_calliptera ENSACLG00000011813
maylandia_zebra ENSMZEG00005024716
neolamprologus_brichardi ENSNBRG00000005511
oreochromis_niloticus ENSONIG00000001170
amphilophus_citrinellus ENSACIG00000001096
tetraodon_nigroviridis ENSTNIG00000011220
takifugu_rubripes ENSTRUG00000001128
cynoglossus_semilaevis ENSCSEG00000015450
labrus_bergylta ENSLBEG00000011227
gasterosteus_aculeatus ENSGACG00000004875
mola_mola ENSMMOG00000009399
mastacembelus_armatus ENSMAMG00000019499
monopterus_albus ENSMALG00000017528
seriola_dumerili ENSSDUG00000007074
seriola_lalandi_dorsalis ENSSLDG00000001201
anabas_testudineus ENSATEG00000001643
amphiprion_ocellaris ENSAOCG00000020360
amphiprion_percula ENSAPEG00000020367
acanthochromis_polyacanthus ENSAPOG00000017171
stegastes_partitus ENSSPAG00000009417
hippocampus_comes ENSHCOG00000001321
periophthalmus_magnuspinnatus ENSPMGG00000003459
gadus_morhua ENSGMOG00000016865
scleropages_formosus ENSSFOG00015019603
paramormyrops_kingsleyae ENSPKIG00000023145
petromyzon_marinus ENSPMAG00000000842
eptatretus_burgeri ENSEBUG00000016484
ciona_intestinalis ENSCING00000019083
saccharomyces_cerevisiae YGL111W
