scophthalmus_maximus ENSSMAG00000002696
cynoglossus_semilaevis ENSCSEG00000008362
gasterosteus_aculeatus ENSGACG00000004278
mola_mola ENSMMOG00000005530
xiphophorus_couchianus ENSXCOG00000004534
cyprinodon_variegatus ENSCVAG00000011543
amphiprion_ocellaris ENSAOCG00000008420
amphiprion_ocellaris ENSAOCG00000018505
pundamilia_nyererei ENSPNYG00000021105
mastacembelus_armatus ENSMAMG00000008259
hippocampus_comes ENSHCOG00000008654
periophthalmus_magnuspinnatus ENSPMGG00000012566
gadus_morhua ENSGMOG00000010152
ictalurus_punctatus ENSIPUG00000012400
scleropages_formosus ENSSFOG00015020233
paramormyrops_kingsleyae ENSPKIG00000004122
lepisosteus_oculatus ENSLOCG00000004797
crocodylus_porosus ENSCPRG00005016574
crocodylus_porosus ENSCPRG00005016571
anser_brachyrhynchus ENSABRG00000015373
anas_platyrhynchos_platyrhynchos ENSAPLG00000014887
gallus_gallus ENSGALG00000005977
coturnix_japonica ENSCJPG00005008198
meleagris_gallopavo ENSMGAG00000008284
numida_meleagris ENSNMEG00000020973
lonchura_striata_domestica ENSLSDG00000011163
taeniopygia_guttata ENSTGUG00000006099
serinus_canaria ENSSCAG00000013966
junco_hyemalis ENSJHYG00000002080
zonotrichia_albicollis ENSZALG00000007386
parus_major ENSPMJG00000019396
cyanistes_caeruleus ENSCCEG00000003957
ficedula_albicollis ENSFALG00000001757
manacus_vitellinus ENSMVIG00005005001
lepidothrix_coronata ENSLCOG00000005052
melopsittacus_undulatus ENSMUNG00000014042
calidris_pygmaea ENSCPGG00000000176
calidris_pugnax ENSCPUG00000003603
apteryx_rowi ENSARWG00000015257
apteryx_owenii ENSAOWG00000002035
apteryx_haastii ENSAHAG00000006521
dromaius_novaehollandiae ENSDNVG00000013482
nothoprocta_perdicaria ENSNPEG00000002809
chelonoidis_abingdonii ENSCABG00000006019
gopherus_agassizii ENSGAGG00000015918
chrysemys_picta_bellii ENSCPBG00000015731
pelodiscus_sinensis ENSPSIG00000008836
chelonoidis_abingdonii ENSCABG00000006024
pogona_vitticeps ENSPVIG00000003314
anolis_carolinensis ENSACAG00000004659
notechis_scutatus ENSNSUG00000019973
salvator_merianae ENSSMRG00000021362
sphenodon_punctatus ENSSPUG00000003018
heterocephalus_glaber_male ENSHGLG00100001082
heterocephalus_glaber_female ENSHGLG00000008571
fukomys_damarensis ENSFDAG00000010027
chinchilla_lanigera ENSCLAG00000005766
octodon_degus ENSODEG00000006488
cavia_aperea ENSCAPG00000015952
cavia_porcellus ENSCPOG00000008296
urocitellus_parryii ENSUPAG00010007564
ictidomys_tridecemlineatus ENSSTOG00000027118
marmota_marmota_marmota ENSMMMG00000024032
spermophilus_dauricus ENSSDAG00000000443
castor_canadensis ENSCCNG00000020759
dipodomys_ordii ENSDORG00000005618
cricetulus_griseus_crigri ENSCGRG00000015313
cricetulus_griseus_chok1gshd ENSCGRG00001022491
cricetulus_griseus_crigri-picr ENSCGRG00015014645
mesocricetus_auratus ENSMAUG00000021368
peromyscus_maniculatus_bairdii ENSPEMG00000014093
microtus_ochrogaster ENSMOCG00000018136
mus_musculus ENSMUSG00000111375
mus_musculus ENSMUSG00000106631
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0028502
mus_spicilegus ENSMSIG00000018850
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0027503
mus_pahari MGP_PahariEiJ_G0017275
rattus_norvegicus ENSRNOG00000023446
meriones_unguiculatus ENSMUGG00000010859
nannospalax_galili ENSNGAG00000022166
jaculus_jaculus ENSJJAG00000023838
oryctolagus_cuniculus ENSOCUG00000011062
ochotona_princeps ENSOPRG00000009183
tupaia_belangeri ENSTBEG00000011719
pan_paniscus ENSPPAG00000004959
pan_troglodytes ENSPTRG00000000958
gorilla_gorilla ENSGGOG00000000596
homo_sapiens ENSG00000189195
pongo_abelii ENSPPYG00000029907
nomascus_leucogenys ENSNLEG00000010418
colobus_angolensis_palliatus ENSCANG00000032962
piliocolobus_tephrosceles ENSPTEG00000028920
rhinopithecus_bieti ENSRBIG00000038233
rhinopithecus_roxellana ENSRROG00000036848
macaca_fascicularis ENSMFAG00000003189
macaca_mulatta ENSMMUG00000007180
macaca_nemestrina ENSMNEG00000038289
mandrillus_leucophaeus ENSMLEG00000036376
cercocebus_atys ENSCATG00000039374
theropithecus_gelada ENSTGEG00000023233
papio_anubis ENSPANG00000005230
chlorocebus_sabaeus ENSCSAG00000001465
cebus_capucinus ENSCCAG00000031364
saimiri_boliviensis_boliviensis ENSSBOG00000033979
callithrix_jacchus ENSCJAG00000017540
aotus_nancymaae ENSANAG00000027755
carlito_syrichta ENSTSYG00000037445
propithecus_coquereli ENSPCOG00000012403
prolemur_simus ENSPSMG00000015550
microcebus_murinus ENSMICG00000033675
otolemur_garnettii ENSOGAG00000028985
