pogona_vitticeps ENSPVIG00000023798
anolis_carolinensis ENSACAG00000013432
notechis_scutatus ENSNSUG00000017053
salvator_merianae ENSSMRG00000011419
sphenodon_punctatus ENSSPUG00000008404
apteryx_haastii ENSAHAG00000018191
apteryx_owenii ENSAOWG00000007678
apteryx_rowi ENSARWG00000012268
nothoprocta_perdicaria ENSNPEG00000007611
meleagris_gallopavo ENSMGAG00000011518
gallus_gallus ENSGALG00000011459
anas_platyrhynchos_platyrhynchos ENSAPLG00000002309
taeniopygia_guttata ENSTGUG00000008665
lonchura_striata_domestica ENSLSDG00000016543
serinus_canaria ENSSCAG00000007043
junco_hyemalis ENSJHYG00000011971
lepidothrix_coronata ENSLCOG00000008153
melopsittacus_undulatus ENSMUNG00000005058
calidris_pugnax ENSCPUG00000002571
calidris_pygmaea ENSCPGG00000004996
crocodylus_porosus ENSCPRG00005019119
gopherus_agassizii ENSGAGG00000002845
chelonoidis_abingdonii ENSCABG00000004367
pelodiscus_sinensis ENSPSIG00000013290
mandrillus_leucophaeus ENSMLEG00000041233
chlorocebus_sabaeus ENSCSAG00000003566
pan_troglodytes ENSPTRG00000005326
pongo_abelii ENSPPYG00000004854
otolemur_garnettii ENSOGAG00000012022
tupaia_belangeri ENSTBEG00000011928
castor_canadensis ENSCCNG00000017841
dipodomys_ordii ENSDORG00000005572
rattus_norvegicus ENSRNOG00000029837
meriones_unguiculatus ENSMUGG00000021338
cricetulus_griseus_crigri ENSCGRG00000003772
cricetulus_griseus_chok1gshd ENSCGRG00001019085
mesocricetus_auratus ENSMAUG00000018845
nannospalax_galili ENSNGAG00000001754
jaculus_jaculus ENSJJAG00000014966
spermophilus_dauricus ENSSDAG00000004725
marmota_marmota_marmota ENSMMMG00000019968
ictidomys_tridecemlineatus ENSSTOG00000033265
heterocephalus_glaber_female ENSHGLG00000004618
fukomys_damarensis ENSFDAG00000021443
octodon_degus ENSODEG00000013382
oryctolagus_cuniculus ENSOCUG00000017628
ochotona_princeps ENSOPRG00000016957
pteropus_vampyrus ENSPVAG00000015824
myotis_lucifugus ENSMLUG00000002415
sorex_araneus ENSSARG00000005331
erinaceus_europaeus ENSEEUG00000015877
bos_taurus ENSBTAG00000002251
bison_bison_bison ENSBBBG00000023497
ovis_aries ENSOARG00000012542
tursiops_truncatus ENSTTRG00000000272
vicugna_pacos ENSVPAG00000010705
ursus_maritimus ENSUMAG00000004139
ursus_americanus ENSUAMG00000007992
ailuropoda_melanoleuca ENSAMEG00000001911
neovison_vison ENSNVIG00000008171
mustela_putorius_furo ENSMPUG00000006986
canis_lupus_dingo ENSCAFG00020023728
canis_lupus_familiaris ENSCAFG00000006487
loxodonta_africana ENSLAFG00000002765
procavia_capensis ENSPCAG00000012016
echinops_telfairi ENSETEG00000011338
choloepus_hoffmanni ENSCHOG00000005942
sarcophilus_harrisii ENSSHAG00000015084
ornithorhynchus_anatinus ENSOANG00000006603
xenopus_tropicalis ENSXETG00000001893
oreochromis_niloticus ENSONIG00000004948
astatotilapia_calliptera ENSACLG00000027375
neolamprologus_brichardi ENSNBRG00000006807
oryzias_latipes_asm223469v1 ENSORLG00015013898
stegastes_partitus ENSSPAG00000007842
gasterosteus_aculeatus ENSGACG00000020644
cynoglossus_semilaevis ENSCSEG00000007009
gadus_morhua ENSGMOG00000002640
esox_lucius ENSELUG00000006917
pygocentrus_nattereri ENSPNAG00000028034
astyanax_mexicanus ENSAMXG00000043566
ictalurus_punctatus ENSIPUG00000015542
scleropages_formosus ENSSFOG00015006352
petromyzon_marinus ENSPMAG00000003342
ciona_savignyi ENSCSAVG00000010435
