chrysemys_picta_bellii ENSCPBG00000016233
chelonoidis_abingdonii ENSCABG00000016098
crocodylus_porosus ENSCPRG00005008349
anolis_carolinensis ENSACAG00000017607
pogona_vitticeps ENSPVIG00000003781
notechis_scutatus ENSNSUG00000002500
salvator_merianae ENSSMRG00000023689
sphenodon_punctatus ENSSPUG00000010971
pygocentrus_nattereri ENSPNAG00000019424
ictalurus_punctatus ENSIPUG00000005303
danio_rerio ENSDARG00000104569
tetraodon_nigroviridis ENSTNIG00000014914
takifugu_rubripes ENSTRUG00000021952
mola_mola ENSMMOG00000014381
mola_mola ENSMMOG00000014427
labrus_bergylta ENSLBEG00000005308
gasterosteus_aculeatus ENSGACG00000007181
periophthalmus_magnuspinnatus ENSPMGG00000014572
hippocampus_comes ENSHCOG00000017096
seriola_lalandi_dorsalis ENSSLDG00000012377
seriola_dumerili ENSSDUG00000009932
scophthalmus_maximus ENSSMAG00000020401
anabas_testudineus ENSATEG00000003762
mastacembelus_armatus ENSMAMG00000004512
monopterus_albus ENSMALG00000008709
pundamilia_nyererei ENSPNYG00000008192
astatotilapia_calliptera ENSACLG00000006934
haplochromis_burtoni ENSHBUG00000018431
maylandia_zebra ENSMZEG00005019694
neolamprologus_brichardi ENSNBRG00000008384
amphilophus_citrinellus ENSACIG00000017487
maylandia_zebra ENSMZEG00005010588
pundamilia_nyererei ENSPNYG00000010260
haplochromis_burtoni ENSHBUG00000005226
astatotilapia_calliptera ENSACLG00000004483
neolamprologus_brichardi ENSNBRG00000002606
oreochromis_niloticus ENSONIG00000005561
amphilophus_citrinellus ENSACIG00000010654
amphiprion_ocellaris ENSAOCG00000002374
amphiprion_percula ENSAPEG00000019562
acanthochromis_polyacanthus ENSAPOG00000011532
stegastes_partitus ENSSPAG00000015712
kryptolebias_marmoratus ENSKMAG00000003602
kryptolebias_marmoratus ENSKMAG00000003826
xiphophorus_couchianus ENSXCOG00000000919
xiphophorus_maculatus ENSXMAG00000025539
gambusia_affinis ENSGAFG00000003795
poecilia_mexicana ENSPMEG00000019677
poecilia_latipinna ENSPLAG00000006781
poecilia_formosa ENSPFOG00000012686
poecilia_reticulata ENSPREG00000017202
fundulus_heteroclitus ENSFHEG00000002242
cyprinodon_variegatus ENSCVAG00000011640
oryzias_latipes ENSORLG00020012983
oryzias_latipes_asm223469v1 ENSORLG00015021175
oryzias_latipes ENSORLG00000012288
oryzias_melastigma ENSOMEG00000004409
cynoglossus_semilaevis ENSCSEG00000001727
gadus_morhua ENSGMOG00000014938
esox_lucius ENSELUG00000001137
scleropages_formosus ENSSFOG00015002120
paramormyrops_kingsleyae ENSPKIG00000024202
lepisosteus_oculatus ENSLOCG00000003493
latimeria_chalumnae ENSLACG00000002452
xenopus_tropicalis ENSXETG00000001148
eptatretus_burgeri ENSEBUG00000012697
apteryx_haastii ENSAHAG00000009300
apteryx_owenii ENSAOWG00000010816
apteryx_rowi ENSARWG00000009549
dromaius_novaehollandiae ENSDNVG00000005778
nothoprocta_perdicaria ENSNPEG00000003557
anser_brachyrhynchus ENSABRG00000004221
gallus_gallus ENSGALG00000031341
calidris_pygmaea ENSCPGG00000000016
parus_major ENSPMJG00000004224
cyanistes_caeruleus ENSCCEG00000006292
manacus_vitellinus ENSMVIG00005017133
lepidothrix_coronata ENSLCOG00000006738
lonchura_striata_domestica ENSLSDG00000003271
taeniopygia_guttata ENSTGUG00000011092
serinus_canaria ENSSCAG00000009728
zonotrichia_albicollis ENSZALG00000003956
junco_hyemalis ENSJHYG00000004238
ficedula_albicollis ENSFALG00000008687
cyanistes_caeruleus ENSCCEG00000003475
cyanistes_caeruleus ENSCCEG00000002241
parus_major ENSPMJG00000004997
melopsittacus_undulatus ENSMUNG00000016471
calidris_pugnax ENSCPUG00000009001
calidris_pygmaea ENSCPGG00000002465
anser_brachyrhynchus ENSABRG00000011133
anas_platyrhynchos_platyrhynchos ENSAPLG00000002543
meleagris_gallopavo ENSMGAG00000010476
coturnix_japonica ENSCJPG00005017963
gallus_gallus ENSGALG00000009511
numida_meleagris ENSNMEG00000014060
apteryx_haastii ENSAHAG00000006904
apteryx_rowi ENSARWG00000000113
apteryx_owenii ENSAOWG00000015556
dromaius_novaehollandiae ENSDNVG00000009357
nothoprocta_perdicaria ENSNPEG00000002089
ornithorhynchus_anatinus ENSOANG00000013782
ornithorhynchus_anatinus ENSOANG00000014813
ornithorhynchus_anatinus ENSOANG00000029492
taeniopygia_guttata ENSTGUG00000015352
ornithorhynchus_anatinus ENSOANG00000022536
ciona_intestinalis ENSCING00000007859
