pogona_vitticeps ENSPVIG00000006373
anolis_carolinensis ENSACAG00000003626
notechis_scutatus ENSNSUG00000004902
salvator_merianae ENSSMRG00000006288
sphenodon_punctatus ENSSPUG00000017615
calidris_pygmaea ENSCPGG00000007104
calidris_pugnax ENSCPUG00000000292
melopsittacus_undulatus ENSMUNG00000002762
zonotrichia_albicollis ENSZALG00000014257
junco_hyemalis ENSJHYG00000015146
serinus_canaria ENSSCAG00000017375
ficedula_albicollis ENSFALG00000004280
cyanistes_caeruleus ENSCCEG00000011669
parus_major ENSPMJG00000008014
manacus_vitellinus ENSMVIG00005001088
gallus_gallus ENSGALG00000031360
coturnix_japonica ENSCJPG00005002949
anser_brachyrhynchus ENSABRG00000000946
apteryx_haastii ENSAHAG00000008752
apteryx_owenii ENSAOWG00000001927
taeniopygia_guttata ENSTGUG00000002823
lonchura_striata_domestica ENSLSDG00000005376
lepidothrix_coronata ENSLCOG00000004423
melopsittacus_undulatus ENSMUNG00000002331
meleagris_gallopavo ENSMGAG00000000800
numida_meleagris ENSNMEG00000010966
apteryx_rowi ENSARWG00000007583
dromaius_novaehollandiae ENSDNVG00000006122
nothoprocta_perdicaria ENSNPEG00000014168
crocodylus_porosus ENSCPRG00005009012
chelonoidis_abingdonii ENSCABG00000012742
gopherus_agassizii ENSGAGG00000010629
chrysemys_picta_bellii ENSCPBG00000007043
pelodiscus_sinensis ENSPSIG00000014294
xenopus_tropicalis ENSXETG00000030253
latimeria_chalumnae ENSLACG00000015341
astyanax_mexicanus ENSAMXG00000011359
