mola_mola ENSMMOG00000005481
tetraodon_nigroviridis ENSTNIG00000001285
labrus_bergylta ENSLBEG00000028226
seriola_lalandi_dorsalis ENSSLDG00000001478
seriola_dumerili ENSSDUG00000005136
scophthalmus_maximus ENSSMAG00000001800
amphiprion_ocellaris ENSAOCG00000000534
amphiprion_percula ENSAPEG00000007216
acanthochromis_polyacanthus ENSAPOG00000015951
stegastes_partitus ENSSPAG00000008101
haplochromis_burtoni ENSHBUG00000001943
maylandia_zebra ENSMZEG00005016939
astatotilapia_calliptera ENSACLG00000013000
pundamilia_nyererei ENSPNYG00000024179
neolamprologus_brichardi ENSNBRG00000013465
oreochromis_niloticus ENSONIG00000003590
amphilophus_citrinellus ENSACIG00000004712
xiphophorus_maculatus ENSXMAG00000004344
gambusia_affinis ENSGAFG00000001653
poecilia_mexicana ENSPMEG00000001271
poecilia_latipinna ENSPLAG00000009234
poecilia_formosa ENSPFOG00000023018
poecilia_reticulata ENSPREG00000007350
fundulus_heteroclitus ENSFHEG00000018207
cyprinodon_variegatus ENSCVAG00000000947
oryzias_latipes ENSORLG00020006965
oryzias_latipes_asm223469v1 ENSORLG00015003413
oryzias_latipes ENSORLG00000025307
oryzias_melastigma ENSOMEG00000019027
cynoglossus_semilaevis ENSCSEG00000012703
periophthalmus_magnuspinnatus ENSPMGG00000012542
anabas_testudineus ENSATEG00000022562
hippocampus_comes ENSHCOG00000011838
gadus_morhua ENSGMOG00000013511
