paramormyrops_kingsleyae ENSPKIG00000021384
scleropages_formosus ENSSFOG00015012135
mastacembelus_armatus ENSMAMG00000018482
mastacembelus_armatus ENSMAMG00000018664
monopterus_albus ENSMALG00000001334
anabas_testudineus ENSATEG00000007146
poecilia_mexicana ENSPMEG00000021768
poecilia_latipinna ENSPLAG00000014696
poecilia_formosa ENSPFOG00000000904
xiphophorus_maculatus ENSXMAG00000027710
gambusia_affinis ENSGAFG00000006189
fundulus_heteroclitus ENSFHEG00000004363
fundulus_heteroclitus ENSFHEG00000007442
kryptolebias_marmoratus ENSKMAG00000002750
oryzias_latipes ENSORLG00020002208
oryzias_latipes ENSORLG00000026914
oryzias_latipes_asm223469v1 ENSORLG00015014510
oryzias_melastigma ENSOMEG00000004126
astatotilapia_calliptera ENSACLG00000003303
haplochromis_burtoni ENSHBUG00000021660
maylandia_zebra ENSMZEG00005000291
pundamilia_nyererei ENSPNYG00000014707
neolamprologus_brichardi ENSNBRG00000003613
oreochromis_niloticus ENSONIG00000012657
amphiprion_ocellaris ENSAOCG00000007170
amphiprion_percula ENSAPEG00000021140
stegastes_partitus ENSSPAG00000005720
takifugu_rubripes ENSTRUG00000025775
tetraodon_nigroviridis ENSTNIG00000001359
labrus_bergylta ENSLBEG00000022212
seriola_lalandi_dorsalis ENSSLDG00000011319
seriola_dumerili ENSSDUG00000023743
poecilia_reticulata ENSPREG00000019673
cyprinodon_variegatus ENSCVAG00000006694
cynoglossus_semilaevis ENSCSEG00000002152
amphilophus_citrinellus ENSACIG00000014618
mola_mola ENSMMOG00000011763
scophthalmus_maximus ENSSMAG00000011857
hippocampus_comes ENSHCOG00000002296
periophthalmus_magnuspinnatus ENSPMGG00000004869
esox_lucius ENSELUG00000004699
astyanax_mexicanus ENSAMXG00000019302
pygocentrus_nattereri ENSPNAG00000019097
ictalurus_punctatus ENSIPUG00000005880
danio_rerio ENSDARG00000035095
lepisosteus_oculatus ENSLOCG00000010291
xenopus_tropicalis ENSXETG00000009177
xenopus_tropicalis ENSXETG00000033585
dromaius_novaehollandiae ENSDNVG00000008797
latimeria_chalumnae ENSLACG00000006893
