takifugu_rubripes ENSTRUG00000018414
tetraodon_nigroviridis ENSTNIG00000018262
mola_mola ENSMMOG00000004091
cyprinodon_variegatus ENSCVAG00000018217
periophthalmus_magnuspinnatus ENSPMGG00000001657
poecilia_mexicana ENSPMEG00000003895
poecilia_latipinna ENSPLAG00000017374
poecilia_reticulata ENSPREG00000010688
xiphophorus_maculatus ENSXMAG00000022632
xiphophorus_couchianus ENSXCOG00000016631
gambusia_affinis ENSGAFG00000001491
fundulus_heteroclitus ENSFHEG00000007640
kryptolebias_marmoratus ENSKMAG00000014476
oryzias_latipes ENSORLG00020013502
oryzias_latipes ENSORLG00000006894
oryzias_latipes_asm223469v1 ENSORLG00015008781
oryzias_melastigma ENSOMEG00000013169
haplochromis_burtoni ENSHBUG00000003248
maylandia_zebra ENSMZEG00005004276
pundamilia_nyererei ENSPNYG00000006903
astatotilapia_calliptera ENSACLG00000021069
neolamprologus_brichardi ENSNBRG00000006949
amphilophus_citrinellus ENSACIG00000014228
cynoglossus_semilaevis ENSCSEG00000018986
mastacembelus_armatus ENSMAMG00000007965
monopterus_albus ENSMALG00000011534
anabas_testudineus ENSATEG00000025071
amphiprion_ocellaris ENSAOCG00000004608
amphiprion_percula ENSAPEG00000010964
stegastes_partitus ENSSPAG00000021468
seriola_lalandi_dorsalis ENSSLDG00000011728
seriola_dumerili ENSSDUG00000016915
scophthalmus_maximus ENSSMAG00000010746
labrus_bergylta ENSLBEG00000003675
periophthalmus_magnuspinnatus ENSPMGG00000015133
esox_lucius ENSELUG00000015755
astyanax_mexicanus ENSAMXG00000039218
ictalurus_punctatus ENSIPUG00000009680
paramormyrops_kingsleyae ENSPKIG00000024713
scleropages_formosus ENSSFOG00015006648
lepisosteus_oculatus ENSLOCG00000005307
latimeria_chalumnae ENSLACG00000006433
