latimeria_chalumnae ENSLACG00000001350
xenopus_tropicalis ENSXETG00000011818
pogona_vitticeps ENSPVIG00000013795
anolis_carolinensis ENSACAG00000009662
notechis_scutatus ENSNSUG00000013435
salvator_merianae ENSSMRG00000022153
sphenodon_punctatus ENSSPUG00000001364
chelonoidis_abingdonii ENSCABG00000006387
gopherus_agassizii ENSGAGG00000015799
chrysemys_picta_bellii ENSCPBG00000000129
pelodiscus_sinensis ENSPSIG00000017005
coturnix_japonica ENSCJPG00005000938
meleagris_gallopavo ENSMGAG00000002948
gallus_gallus ENSGALG00000006488
numida_meleagris ENSNMEG00000014734
anser_brachyrhynchus ENSABRG00000020144
anas_platyrhynchos_platyrhynchos ENSAPLG00000001913
calidris_pugnax ENSCPUG00000013216
calidris_pygmaea ENSCPGG00000014508
parus_major ENSPMJG00000016548
cyanistes_caeruleus ENSCCEG00000020471
taeniopygia_guttata ENSTGUG00000006671
lonchura_striata_domestica ENSLSDG00000005303
serinus_canaria ENSSCAG00000005812
zonotrichia_albicollis ENSZALG00000006228
junco_hyemalis ENSJHYG00000017011
manacus_vitellinus ENSMVIG00005009518
lepidothrix_coronata ENSLCOG00000007810
ficedula_albicollis ENSFALG00000013310
melopsittacus_undulatus ENSMUNG00000004256
apteryx_owenii ENSAOWG00000000135
apteryx_rowi ENSARWG00000001002
apteryx_haastii ENSAHAG00000003559
dromaius_novaehollandiae ENSDNVG00000002882
nothoprocta_perdicaria ENSNPEG00000013753
crocodylus_porosus ENSCPRG00005009423
ornithorhynchus_anatinus ENSOANG00000004663
ornithorhynchus_anatinus ENSOANG00000021594
phascolarctos_cinereus ENSPCIG00000022095
notamacropus_eugenii ENSMEUG00000000517
sarcophilus_harrisii ENSSHAG00000015808
monodelphis_domestica ENSMODG00000018505
myotis_lucifugus ENSMLUG00000016087
pteropus_vampyrus ENSPVAG00000010032
ursus_americanus ENSUAMG00000008562
ursus_maritimus ENSUMAG00000015319
ailuropoda_melanoleuca ENSAMEG00000003488
canis_lupus_familiaris ENSCAFG00000006715
canis_lupus_dingo ENSCAFG00020027573
vulpes_vulpes ENSVVUG00000005731
neovison_vison ENSNVIG00000018010
mustela_putorius_furo ENSMPUG00000009460
