castor_canadensis ENSCCNG00000011937
dipodomys_ordii ENSDORG00000001888
cricetulus_griseus_chok1gshd ENSCGRG00001011243
cricetulus_griseus_crigri ENSCGRG00000013252
mesocricetus_auratus ENSMAUG00000007832
microtus_ochrogaster ENSMOCG00000022647
peromyscus_maniculatus_bairdii ENSPEMG00000016183
mus_spicilegus ENSMSIG00000005140
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0032540
mus_musculus ENSMUSG00000031792
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0031421
mus_pahari MGP_PahariEiJ_G0023019
rattus_norvegicus ENSRNOG00000013216
meriones_unguiculatus ENSMUGG00000009614
nannospalax_galili ENSNGAG00000009703
jaculus_jaculus ENSJJAG00000021859
urocitellus_parryii ENSUPAG00010011975
ictidomys_tridecemlineatus ENSSTOG00000007548
spermophilus_dauricus ENSSDAG00000018843
marmota_marmota_marmota ENSMMMG00000009833
chinchilla_lanigera ENSCLAG00000007363
octodon_degus ENSODEG00000016214
cavia_porcellus ENSCPOG00000014325
cavia_aperea ENSCAPG00000009057
heterocephalus_glaber_female ENSHGLG00000016078
heterocephalus_glaber_male ENSHGLG00100005562
fukomys_damarensis ENSFDAG00000010052
ochotona_princeps ENSOPRG00000011803
tupaia_belangeri ENSTBEG00000001507
pan_paniscus ENSPPAG00000042137
pan_troglodytes ENSPTRG00000008172
homo_sapiens ENSG00000103005
gorilla_gorilla ENSGGOG00000017147
pongo_abelii ENSPPYG00000007401
nomascus_leucogenys ENSNLEG00000003340
piliocolobus_tephrosceles ENSPTEG00000025862
colobus_angolensis_palliatus ENSCANG00000037135
rhinopithecus_roxellana ENSRROG00000029211
rhinopithecus_bieti ENSRBIG00000044466
theropithecus_gelada ENSTGEG00000001450
cercocebus_atys ENSCATG00000032174
macaca_mulatta ENSMMUG00000022669
macaca_nemestrina ENSMNEG00000042487
macaca_fascicularis ENSMFAG00000003926
papio_anubis ENSPANG00000025138
mandrillus_leucophaeus ENSMLEG00000028756
chlorocebus_sabaeus ENSCSAG00000004783
callithrix_jacchus ENSCJAG00000011733
saimiri_boliviensis_boliviensis ENSSBOG00000029362
cebus_capucinus ENSCCAG00000022132
aotus_nancymaae ENSANAG00000035640
carlito_syrichta ENSTSYG00000006997
propithecus_coquereli ENSPCOG00000022612
prolemur_simus ENSPSMG00000008838
microcebus_murinus ENSMICG00000004900
otolemur_garnettii ENSOGAG00000003273
ursus_maritimus ENSUMAG00000021369
ursus_americanus ENSUAMG00000016823
ailuropoda_melanoleuca ENSAMEG00000017205
neovison_vison ENSNVIG00000014435
mustela_putorius_furo ENSMPUG00000004684
canis_lupus_familiaris ENSCAFG00000008556
canis_lupus_dingo ENSCAFG00020009263
vulpes_vulpes ENSVVUG00000023700
panthera_pardus ENSPPRG00000024797
panthera_tigris_altaica ENSPTIG00000007506
felis_catus ENSFCAG00000002693
equus_caballus ENSECAG00000019493
equus_asinus_asinus ENSEASG00005005484
tursiops_truncatus ENSTTRG00000008429
vicugna_pacos ENSVPAG00000009834
bos_mutus ENSBMUG00000001576
bos_taurus ENSBTAG00000015758
bison_bison_bison ENSBBBG00000001519
capra_hircus ENSCHIG00000024290
ovis_aries ENSOARG00000001107
sus_scrofa ENSSSCG00000002807
myotis_lucifugus ENSMLUG00000007400
pteropus_vampyrus ENSPVAG00000004613
erinaceus_europaeus ENSEEUG00000000154
echinops_telfairi ENSETEG00000019682
loxodonta_africana ENSLAFG00000002267
notamacropus_eugenii ENSMEUG00000003328
monodelphis_domestica ENSMODG00000014067
sarcophilus_harrisii ENSSHAG00000006993
ornithorhynchus_anatinus ENSOANG00000012118
apteryx_haastii ENSAHAG00000008429
apteryx_owenii ENSAOWG00000018776
apteryx_rowi ENSARWG00000017724
dromaius_novaehollandiae ENSDNVG00000013984
nothoprocta_perdicaria ENSNPEG00000007468
anas_platyrhynchos_platyrhynchos ENSAPLG00000002756
anser_brachyrhynchus ENSABRG00000008263
coturnix_japonica ENSCJPG00005012204
gallus_gallus ENSGALG00000035604
numida_meleagris ENSNMEG00000012645
ficedula_albicollis ENSFALG00000006876
parus_major ENSPMJG00000014043
lonchura_striata_domestica ENSLSDG00000015915
taeniopygia_guttata ENSTGUG00000004792
junco_hyemalis ENSJHYG00000003161
zonotrichia_albicollis ENSZALG00000013353
serinus_canaria ENSSCAG00000006388
lepidothrix_coronata ENSLCOG00000015501
manacus_vitellinus ENSMVIG00005012544
melopsittacus_undulatus ENSMUNG00000000700
calidris_pygmaea ENSCPGG00000008410
crocodylus_porosus ENSCPRG00005015254
gopherus_agassizii ENSGAGG00000022572
chelonoidis_abingdonii ENSCABG00000021178
chrysemys_picta_bellii ENSCPBG00000026943
pelodiscus_sinensis ENSPSIG00000004305
pogona_vitticeps ENSPVIG00000010221
anolis_carolinensis ENSACAG00000015481
notechis_scutatus ENSNSUG00000007588
sphenodon_punctatus ENSSPUG00000006741
xenopus_tropicalis ENSXETG00000013795
latimeria_chalumnae ENSLACG00000000105
poecilia_mexicana ENSPMEG00000006402
poecilia_formosa ENSPFOG00000011130
poecilia_latipinna ENSPLAG00000009820
gambusia_affinis ENSGAFG00000021890
poecilia_reticulata ENSPREG00000001047
xiphophorus_maculatus ENSXMAG00000024687
fundulus_heteroclitus ENSFHEG00000012334
