pogona_vitticeps ENSPVIG00000001345
anolis_carolinensis ENSACAG00000013353
notechis_scutatus ENSNSUG00000008860
salvator_merianae ENSSMRG00000015406
sphenodon_punctatus ENSSPUG00000008584
apteryx_owenii ENSAOWG00000006399
apteryx_haastii ENSAHAG00000007620
apteryx_rowi ENSARWG00000004887
dromaius_novaehollandiae ENSDNVG00000007581
nothoprocta_perdicaria ENSNPEG00000011371
calidris_pygmaea ENSCPGG00000017056
calidris_pugnax ENSCPUG00000012555
meleagris_gallopavo ENSMGAG00000010754
gallus_gallus ENSGALG00000011986
coturnix_japonica ENSCJPG00005003730
numida_meleagris ENSNMEG00000000811
anser_brachyrhynchus ENSABRG00000015668
melopsittacus_undulatus ENSMUNG00000008907
lepidothrix_coronata ENSLCOG00000004078
manacus_vitellinus ENSMVIG00005006275
cyanistes_caeruleus ENSCCEG00000023732
parus_major ENSPMJG00000007348
taeniopygia_guttata ENSTGUG00000001896
lonchura_striata ENSLSDG00000015153
serinus_canaria ENSSCAG00000002151
ficedula_albicollis ENSFALG00000000880
junco_hyemalis ENSJHYG00000007369
zonotrichia_albicollis ENSZALG00000016118
crocodylus_porosus ENSCPRG00005004836
gopherus_agassizii ENSGAGG00000019139
chelonoidis_abingdonii ENSCABG00000005943
chrysemys_picta ENSCPBG00000024751
pelodiscus_sinensis ENSPSIG00000011244
vombatus_ursinus ENSVURG00010012222
phascolarctos_cinereus ENSPCIG00000020530
notamacropus_eugenii ENSMEUG00000004644
sarcophilus_harrisii ENSSHAG00000010832
monodelphis_domestica ENSMODG00000018949
dasypus_novemcinctus ENSDNOG00000036022
choloepus_hoffmanni ENSCHOG00000013656
bos_indicus ENSBIXG00000028098
bos_indicus ENSBIXG00005020569
bos_indicus ENSBIXG00000028092
bos_indicus ENSBIXG00005028196
bos_taurus ENSBTAG00000017045
bison_bison ENSBBBG00000022080
ovis_aries ENSOARG00000016341
capra_hircus ENSCHIG00000022035
vicugna_pacos ENSVPAG00000011069
tursiops_truncatus ENSTTRG00000002904
sus_scrofa ENSSSCG00000037272
pteropus_vampyrus ENSPVAG00000000343
myotis_lucifugus ENSMLUG00000014794
equus_caballus ENSECAG00000016345
equus_asinus ENSEASG00005009711
canis_lupus ENSCAFG00020017519
vulpes_vulpes ENSVVUG00000008206
ursus_maritimus ENSUMAG00000003687
ursus_americanus ENSUAMG00000000870
ailuropoda_melanoleuca ENSAMEG00000016918
mustela_putorius ENSMPUG00000017421
neovison_vison ENSNVIG00000012755
panthera_pardus ENSPPRG00000002199
panthera_tigris ENSPTIG00000011486
felis_catus ENSFCAG00000026257
sorex_araneus ENSSARG00000004269
propithecus_coquereli ENSPCOG00000027195
prolemur_simus ENSPSMG00000012427
microcebus_murinus ENSMICG00000032838
otolemur_garnettii ENSOGAG00000001217
pan_paniscus ENSPPAG00000016227
pan_troglodytes ENSPTRG00000016399
gorilla_gorilla ENSGGOG00000027841
homo_sapiens ENSG00000145384
pongo_abelii ENSPPYG00000015027
nomascus_leucogenys ENSNLEG00000009034
macaca_nemestrina ENSMNEG00000036803
macaca_mulatta ENSMMUG00000061216
macaca_fascicularis ENSMFAG00000038050
cercocebus_atys ENSCATG00000029827
mandrillus_leucophaeus ENSMLEG00000029506
papio_anubis ENSPANG00000008053
theropithecus_gelada ENSTGEG00000006107
chlorocebus_sabaeus ENSCSAG00000003744
rhinopithecus_roxellana ENSRROG00000028578
rhinopithecus_bieti ENSRBIG00000039057
piliocolobus_tephrosceles ENSPTEG00000029022
colobus_angolensis ENSCANG00000016588
callithrix_jacchus ENSCJAG00000003228
cebus_capucinus ENSCCAG00000012470
aotus_nancymaae ENSANAG00000036422
cebus_capucinus ENSCCAG00000030693
saimiri_boliviensis ENSSBOG00000024247
aotus_nancymaae ENSANAG00000003057
carlito_syrichta ENSTSYG00000004154
castor_canadensis ENSCCNG00000017921
dipodomys_ordii ENSDORG00000027810
mus_spicilegus ENSMSIG00000016508
mus_spretus MGP_SPRETEiJ_G0026548
mus_musculus ENSMUSG00000023057
mus_caroli MGP_CAROLIEiJ_G0025597
mus_pahari MGP_PahariEiJ_G0027043
rattus_norvegicus ENSRNOG00000024947
meriones_unguiculatus ENSMUGG00000025021
peromyscus_maniculatus ENSPEMG00000029997
microtus_ochrogaster ENSMOCG00000000916
cricetulus_griseus ENSCGRG00001025055
cricetulus_griseus ENSCGRG00015002456
cricetulus_griseus ENSCGRG00000004786
cricetulus_griseus ENSCGRG00000002850
cricetulus_griseus ENSCGRG00001002393
cricetulus_griseus ENSCGRG00015002474
mesocricetus_auratus ENSMAUG00000005408
microtus_ochrogaster ENSMOCG00000002308
