labrus_bergylta ENSLBEG00000020732
takifugu_rubripes ENSTRUG00000021391
amphiprion_percula ENSAPEG00000000742
acanthochromis_polyacanthus ENSAPOG00000014035
stegastes_partitus ENSSPAG00000011385
oryzias_melastigma ENSOMEG00000020812
oryzias_latipes ENSORLG00020019410
anabas_testudineus ENSATEG00000023054
scophthalmus_maximus ENSSMAG00000009042
astatotilapia_calliptera ENSACLG00000019228
pundamilia_nyererei ENSPNYG00000008133
maylandia_zebra ENSMZEG00005023195
haplochromis_burtoni ENSHBUG00000019179
neolamprologus_brichardi ENSNBRG00000007909
amphilophus_citrinellus ENSACIG00000019653
fundulus_heteroclitus ENSFHEG00000001317
cyprinodon_variegatus ENSCVAG00000022945
poecilia_mexicana ENSPMEG00000011700
poecilia_latipinna ENSPLAG00000011122
poecilia_reticulata ENSPREG00000016794
xiphophorus_maculatus ENSXMAG00000024320
gambusia_affinis ENSGAFG00000012437
kryptolebias_marmoratus ENSKMAG00000001053
mastacembelus_armatus ENSMAMG00000020104
monopterus_albus ENSMALG00000013490
seriola_dumerili ENSSDUG00000022051
seriola_lalandi_dorsalis ENSSLDG00000008073
hippocampus_comes ENSHCOG00000001570
periophthalmus_magnuspinnatus ENSPMGG00000000991
