labrus_bergylta ENSLBEG00000010578
mola_mola ENSMMOG00000010020
pundamilia_nyererei ENSPNYG00000023931
haplochromis_burtoni ENSHBUG00000005758
astatotilapia_calliptera ENSACLG00000018320
maylandia_zebra ENSMZEG00005014118
neolamprologus_brichardi ENSNBRG00000005423
amphilophus_citrinellus ENSACIG00000010580
fundulus_heteroclitus ENSFHEG00000016048
cyprinodon_variegatus ENSCVAG00000021953
poecilia_latipinna ENSPLAG00000012850
poecilia_latipinna ENSPLAG00000005754
poecilia_mexicana ENSPMEG00000011252
poecilia_reticulata ENSPREG00000014264
xiphophorus_couchianus ENSXCOG00000001483
xiphophorus_maculatus ENSXMAG00000022026
gambusia_affinis ENSGAFG00000005359
seriola_lalandi_dorsalis ENSSLDG00000008170
seriola_dumerili ENSSDUG00000016489
amphiprion_ocellaris ENSAOCG00000009749
amphiprion_percula ENSAPEG00000021336
acanthochromis_polyacanthus ENSAPOG00000017123
stegastes_partitus ENSSPAG00000000653
scophthalmus_maximus ENSSMAG00000013533
hippocampus_comes ENSHCOG00000011436
cynoglossus_semilaevis ENSCSEG00000017539
esox_lucius ENSELUG00000021866
astyanax_mexicanus ENSAMXG00000037179
pygocentrus_nattereri ENSPNAG00000003180
ictalurus_punctatus ENSIPUG00000012272
paramormyrops_kingsleyae ENSPKIG00000004504
