pogona_vitticeps ENSPVIG00000022932
anolis_carolinensis ENSACAG00000007590
notechis_scutatus ENSNSUG00000017026
salvator_merianae ENSSMRG00000013628
sphenodon_punctatus ENSSPUG00000009725
gopherus_agassizii ENSGAGG00000019832
chelonoidis_abingdonii ENSCABG00000010822
chrysemys_picta_bellii ENSCPBG00000016802
pelodiscus_sinensis ENSPSIG00000007247
anas_platyrhynchos_platyrhynchos ENSAPLG00000017015
anser_brachyrhynchus ENSABRG00000001850
meleagris_gallopavo ENSMGAG00000009842
coturnix_japonica ENSCJPG00005017506
numida_meleagris ENSNMEG00000003453
junco_hyemalis ENSJHYG00000006728
lonchura_striata_domestica ENSLSDG00000004258
parus_major ENSPMJG00000006533
lepidothrix_coronata ENSLCOG00000002905
calidris_pygmaea ENSCPGG00000003247
apteryx_rowi ENSARWG00000013155
apteryx_owenii ENSAOWG00000009045
nothoprocta_perdicaria ENSNPEG00000001956
bos_mutus ENSBMUG00000016423
bos_taurus ENSBTAG00000004206
bison_bison_bison ENSBBBG00000015909
capra_hircus ENSCHIG00000010200
tursiops_truncatus ENSTTRG00000001455
sus_scrofa ENSSSCG00000039445
erinaceus_europaeus ENSEEUG00000013375
dasypus_novemcinctus ENSDNOG00000001445
choloepus_hoffmanni ENSCHOG00000013350
loxodonta_africana ENSLAFG00000016731
procavia_capensis ENSPCAG00000010912
echinops_telfairi ENSETEG00000001388
pteropus_vampyrus ENSPVAG00000016412
myotis_lucifugus ENSMLUG00000007127
ursus_americanus ENSUAMG00000001273
ursus_maritimus ENSUMAG00000018241
ailuropoda_melanoleuca ENSAMEG00000014327
mustela_putorius_furo ENSMPUG00000000237
neovison_vison ENSNVIG00000014798
canis_lupus_familiaris ENSCAFG00000031241
canis_lupus_dingo ENSCAFG00020000438
vulpes_vulpes ENSVVUG00000017319
panthera_pardus ENSPPRG00000020088
panthera_tigris_altaica ENSPTIG00000008937
felis_catus ENSFCAG00000038248
equus_caballus ENSECAG00000015698
equus_asinus_asinus ENSEASG00005003868
castor_canadensis ENSCCNG00000030882
dipodomys_ordii ENSDORG00000003330
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0024662
mus_spicilegus ENSMSIG00000001737
mus_musculus ENSMUSG00000075224
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0023742
mus_pahari MGP_PahariEiJ_G0025193
rattus_norvegicus ENSRNOG00000028266
meriones_unguiculatus ENSMUGG00000019258
peromyscus_maniculatus_bairdii ENSPEMG00000027210
microtus_ochrogaster ENSMOCG00000022949
cricetulus_griseus_chok1gshd ENSCGRG00001001572
cricetulus_griseus_crigri-picr ENSCGRG00015000406
cricetulus_griseus_crigri ENSCGRG00000010879
mesocricetus_auratus ENSMAUG00000012762
nannospalax_galili ENSNGAG00000021836
jaculus_jaculus ENSJJAG00000021634
urocitellus_parryii ENSUPAG00010000269
ictidomys_tridecemlineatus ENSSTOG00000004092
marmota_marmota_marmota ENSMMMG00000017406
spermophilus_dauricus ENSSDAG00000009894
oryctolagus_cuniculus ENSOCUG00000000448
ochotona_princeps ENSOPRG00000000487
tupaia_belangeri ENSTBEG00000008407
pan_troglodytes ENSPTRG00000003650
pan_paniscus ENSPPAG00000030647
homo_sapiens ENSG00000183908
gorilla_gorilla ENSGGOG00000008305
pongo_abelii ENSPPYG00000003281
nomascus_leucogenys ENSNLEG00000012559
rhinopithecus_roxellana ENSRROG00000031890
rhinopithecus_bieti ENSRBIG00000031677
colobus_angolensis_palliatus ENSCANG00000038958
piliocolobus_tephrosceles ENSPTEG00000028282
theropithecus_gelada ENSTGEG00000023037
papio_anubis ENSPANG00000016659
cercocebus_atys ENSCATG00000010960
mandrillus_leucophaeus ENSMLEG00000040052
macaca_fascicularis ENSMFAG00000044251
macaca_nemestrina ENSMNEG00000035370
chlorocebus_sabaeus ENSCSAG00000005930
cebus_capucinus ENSCCAG00000034284
saimiri_boliviensis_boliviensis ENSSBOG00000000761
callithrix_jacchus ENSCJAG00000009066
aotus_nancymaae ENSANAG00000019996
carlito_syrichta ENSTSYG00000007329
microcebus_murinus ENSMICG00000030806
propithecus_coquereli ENSPCOG00000018064
prolemur_simus ENSPSMG00000006691
otolemur_garnettii ENSOGAG00000002476
chinchilla_lanigera ENSCLAG00000012284
octodon_degus ENSODEG00000011776
cavia_porcellus ENSCPOG00000038334
cavia_aperea ENSCAPG00000009899
heterocephalus_glaber_male ENSHGLG00100009194
heterocephalus_glaber_female ENSHGLG00000014163
fukomys_damarensis ENSFDAG00000020137
phascolarctos_cinereus ENSPCIG00000035266
notamacropus_eugenii ENSMEUG00000005150
sarcophilus_harrisii ENSSHAG00000013897
monodelphis_domestica ENSMODG00000020081
ornithorhynchus_anatinus ENSOANG00000009116
latimeria_chalumnae ENSLACG00000003281
