calidris_pygmaea ENSCPGG00000009876
calidris_pugnax ENSCPUG00000004027
manacus_vitellinus ENSMVIG00005019031
lepidothrix_coronata ENSLCOG00000013489
taeniopygia_guttata ENSTGUG00000007831
lonchura_striata_domestica ENSLSDG00000003738
serinus_canaria ENSSCAG00000003275
ficedula_albicollis ENSFALG00000000905
parus_major ENSPMJG00000008292
melopsittacus_undulatus ENSMUNG00000005390
gallus_gallus ENSGALG00000001805
meleagris_gallopavo ENSMGAG00000004121
coturnix_japonica ENSCJPG00005020700
numida_meleagris ENSNMEG00000015837
apteryx_haastii ENSAHAG00000005383
apteryx_rowi ENSARWG00000005740
apteryx_owenii ENSAOWG00000011488
dromaius_novaehollandiae ENSDNVG00000012374
nothoprocta_perdicaria ENSNPEG00000014348
crocodylus_porosus ENSCPRG00005007225
chelonoidis_abingdonii ENSCABG00000008582
pogona_vitticeps ENSPVIG00000009501
notechis_scutatus ENSNSUG00000015825
chrysemys_picta_bellii ENSCPBG00000027979
gopherus_agassizii ENSGAGG00000024464
sphenodon_punctatus ENSSPUG00000007640
propithecus_coquereli ENSPCOG00000015315
otolemur_garnettii ENSOGAG00000034168
macaca_fascicularis ENSMFAG00000041183
macaca_nemestrina ENSMNEG00000038238
macaca_mulatta ENSMMUG00000045648
papio_anubis ENSPANG00000020020
theropithecus_gelada ENSTGEG00000004506
cercocebus_atys ENSCATG00000035092
piliocolobus_tephrosceles ENSPTEG00000036808
castor_canadensis ENSCCNG00000019098
dipodomys_ordii ENSDORG00000027007
peromyscus_maniculatus_bairdii ENSPEMG00000015097
microtus_ochrogaster ENSMOCG00000013027
cricetulus_griseus_crigri-picr ENSCGRG00015005885
cricetulus_griseus_chok1gshd ENSCGRG00001017342
mesocricetus_auratus ENSMAUG00000011987
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0018300
mus_musculus ENSMUSG00000020814
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0017454
mus_pahari MGP_PahariEiJ_G0018584
rattus_norvegicus ENSRNOG00000042915
nannospalax_galili ENSNGAG00000001136
jaculus_jaculus ENSJJAG00000012046
chinchilla_lanigera ENSCLAG00000008140
cavia_porcellus ENSCPOG00000032632
heterocephalus_glaber_female ENSHGLG00000012861
heterocephalus_glaber_male ENSHGLG00100010660
urocitellus_parryii ENSUPAG00010000805
oryctolagus_cuniculus ENSOCUG00000015573
capra_hircus ENSCHIG00000009258
sus_scrofa ENSSSCG00000037376
ovis_aries ENSOARG00000006700
bos_taurus ENSBTAG00000051982
ursus_maritimus ENSUMAG00000013558
loxodonta_africana ENSLAFG00000015485
sarcophilus_harrisii ENSSHAG00000000847
xenopus_tropicalis ENSXETG00000019503
monopterus_albus ENSMALG00000012942
mola_mola ENSMMOG00000020748
mastacembelus_armatus ENSMAMG00000002790
anabas_testudineus ENSATEG00000004075
seriola_lalandi_dorsalis ENSSLDG00000017698
seriola_dumerili ENSSDUG00000013880
labrus_bergylta ENSLBEG00000027254
poecilia_latipinna ENSPLAG00000001864
poecilia_formosa ENSPFOG00000022317
poecilia_mexicana ENSPMEG00000008730
poecilia_reticulata ENSPREG00000003673
xiphophorus_maculatus ENSXMAG00000024211
xiphophorus_couchianus ENSXCOG00000005916
gambusia_affinis ENSGAFG00000005797
fundulus_heteroclitus ENSFHEG00000010819
cyprinodon_variegatus ENSCVAG00000022043
kryptolebias_marmoratus ENSKMAG00000009481
oryzias_melastigma ENSOMEG00000007596
oryzias_latipes ENSORLG00000022542
amphiprion_ocellaris ENSAOCG00000021885
amphiprion_percula ENSAPEG00000023487
acanthochromis_polyacanthus ENSAPOG00000024400
pundamilia_nyererei ENSPNYG00000001160
astatotilapia_calliptera ENSACLG00000027022
maylandia_zebra ENSMZEG00005004198
neolamprologus_brichardi ENSNBRG00000007853
hippocampus_comes ENSHCOG00000015545
takifugu_rubripes ENSTRUG00000025200
scophthalmus_maximus ENSSMAG00000005846
esox_lucius ENSELUG00000023388
pygocentrus_nattereri ENSPNAG00000010487
astyanax_mexicanus ENSAMXG00000032651
ictalurus_punctatus ENSIPUG00000004061
danio_rerio ENSDARG00000095300
scleropages_formosus ENSSFOG00015003945
paramormyrops_kingsleyae ENSPKIG00000023137
ciona_intestinalis ENSCING00000020001
