amphiprion_percula ENSAPEG00000004531
acanthochromis_polyacanthus ENSAPOG00000011190
fundulus_heteroclitus ENSFHEG00000004505
neolamprologus_brichardi ENSNBRG00000016052
acanthochromis_polyacanthus ENSAPOG00000011174
stegastes_partitus ENSSPAG00000019193
xiphophorus_couchianus ENSXCOG00000004446
tetraodon_nigroviridis ENSTNIG00000007667
mola_mola ENSMMOG00000013430
cynoglossus_semilaevis ENSCSEG00000006897
labrus_bergylta ENSLBEG00000005619
labrus_bergylta ENSLBEG00000005573
gasterosteus_aculeatus ENSGACG00000001755
takifugu_rubripes ENSTRUG00000000906
pundamilia_nyererei ENSPNYG00000004525
astatotilapia_calliptera ENSACLG00000026162
maylandia_zebra ENSMZEG00005024668
haplochromis_burtoni ENSHBUG00000014350
oreochromis_niloticus ENSONIG00000000345
amphilophus_citrinellus ENSACIG00000020788
poecilia_formosa ENSPFOG00000017802
poecilia_mexicana ENSPMEG00000017571
poecilia_latipinna ENSPLAG00000005373
poecilia_reticulata ENSPREG00000017493
xiphophorus_maculatus ENSXMAG00000026271
gambusia_affinis ENSGAFG00000013571
cyprinodon_variegatus ENSCVAG00000014984
kryptolebias_marmoratus ENSKMAG00000013399
oryzias_latipes ENSORLG00000018454
oryzias_latipes ENSORLG00020006886
oryzias_melastigma ENSOMEG00000001642
seriola_dumerili ENSSDUG00000004937
scophthalmus_maximus ENSSMAG00000010615
mastacembelus_armatus ENSMAMG00000001785
monopterus_albus ENSMALG00000020655
anabas_testudineus ENSATEG00000013149
periophthalmus_magnuspinnatus ENSPMGG00000010269
gadus_morhua ENSGMOG00000008651
esox_lucius ENSELUG00000000917
astyanax_mexicanus ENSAMXG00000007442
pygocentrus_nattereri ENSPNAG00000011572
ictalurus_punctatus ENSIPUG00000020419
danio_rerio ENSDARG00000059365
scleropages_formosus ENSSFOG00015022629
paramormyrops_kingsleyae ENSPKIG00000018602
lepisosteus_oculatus ENSLOCG00000009869
notechis_scutatus ENSNSUG00000019049
notechis_scutatus ENSNSUG00000019050
pogona_vitticeps ENSPVIG00000006185
anolis_carolinensis ENSACAG00000003510
salvator_merianae ENSSMRG00000017684
sphenodon_punctatus ENSSPUG00000007102
chelonoidis_abingdonii ENSCABG00000007472
chelonoidis_abingdonii ENSCABG00000007471
gopherus_agassizii ENSGAGG00000016987
chrysemys_picta_bellii ENSCPBG00000001617
pelodiscus_sinensis ENSPSIG00000004111
dromaius_novaehollandiae ENSDNVG00000001933
nothoprocta_perdicaria ENSNPEG00000005030
anas_platyrhynchos_platyrhynchos ENSAPLG00000014781
anser_brachyrhynchus ENSABRG00000016877
meleagris_gallopavo ENSMGAG00000005106
gallus_gallus ENSGALG00000039687
coturnix_japonica ENSCJPG00005011339
numida_meleagris ENSNMEG00000018042
manacus_vitellinus ENSMVIG00005016629
lepidothrix_coronata ENSLCOG00000007944
parus_major ENSPMJG00000007737
ficedula_albicollis ENSFALG00000008417
junco_hyemalis ENSJHYG00000002399
taeniopygia_guttata ENSTGUG00000000631
taeniopygia_guttata ENSTGUG00000014494
lonchura_striata_domestica ENSLSDG00000000377
calidris_pygmaea ENSCPGG00000015501
melopsittacus_undulatus ENSMUNG00000005680
calidris_pugnax ENSCPUG00000000849
zonotrichia_albicollis ENSZALG00000010514
apteryx_haastii ENSAHAG00000002138
apteryx_rowi ENSARWG00000005106
cyanistes_caeruleus ENSCCEG00000007901
cyanistes_caeruleus ENSCCEG00000007902
cyanistes_caeruleus ENSCCEG00000001285
crocodylus_porosus ENSCPRG00005013331
colobus_angolensis_palliatus ENSCANG00000002603
piliocolobus_tephrosceles ENSPTEG00000012683
rhinopithecus_bieti ENSRBIG00000025037
rhinopithecus_roxellana ENSRROG00000024060
mandrillus_leucophaeus ENSMLEG00000041361
cercocebus_atys ENSCATG00000038298
chlorocebus_sabaeus ENSCSAG00000010642
theropithecus_gelada ENSTGEG00000008371
papio_anubis ENSPANG00000013719
macaca_fascicularis ENSMFAG00000029978
macaca_mulatta ENSMMUG00000021548
macaca_nemestrina ENSMNEG00000034144
pan_paniscus ENSPPAG00000029722
pan_troglodytes ENSPTRG00000017469
homo_sapiens ENSG00000172548
gorilla_gorilla ENSGGOG00000014146
pongo_abelii ENSPPYG00000015990
nomascus_leucogenys ENSNLEG00000004132
cebus_capucinus ENSCCAG00000029300
saimiri_boliviensis_boliviensis ENSSBOG00000030733
callithrix_jacchus ENSCJAG00000018926
aotus_nancymaae ENSANAG00000023969
oryctolagus_cuniculus ENSOCUG00000001234
ochotona_princeps ENSOPRG00000003208
propithecus_coquereli ENSPCOG00000013738
prolemur_simus ENSPSMG00000006264
microcebus_murinus ENSMICG00000001010
otolemur_garnettii ENSOGAG00000016545
castor_canadensis ENSCCNG00000021637
dipodomys_ordii ENSDORG00000013832
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0017080
mus_musculus ENSMUSG00000020411
mus_spicilegus ENSMSIG00000032201
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0016239
mus_pahari MGP_PahariEiJ_G0017375
rattus_norvegicus ENSRNOG00000006255
meriones_unguiculatus ENSMUGG00000016738
cricetulus_griseus_crigri-picr ENSCGRG00015023389
cricetulus_griseus_chok1gshd ENSCGRG00001000876
cricetulus_griseus_crigri ENSCGRG00000001450
mesocricetus_auratus ENSMAUG00000007354
microtus_ochrogaster ENSMOCG00000009893
peromyscus_maniculatus_bairdii ENSPEMG00000030993
nannospalax_galili ENSNGAG00000016599
jaculus_jaculus ENSJJAG00000005123
chinchilla_lanigera ENSCLAG00000014701
octodon_degus ENSODEG00000009499
cavia_porcellus ENSCPOG00000007712
cavia_aperea ENSCAPG00000010189
heterocephalus_glaber_female ENSHGLG00000015680
heterocephalus_glaber_male ENSHGLG00100006490
fukomys_damarensis ENSFDAG00000009999
spermophilus_dauricus ENSSDAG00000020602
marmota_marmota_marmota ENSMMMG00000013210
urocitellus_parryii ENSUPAG00010016803
ictidomys_tridecemlineatus ENSSTOG00000001828
carlito_syrichta ENSTSYG00000035349
tupaia_belangeri ENSTBEG00000006969
loxodonta_africana ENSLAFG00000023012
procavia_capensis ENSPCAG00000007748
echinops_telfairi ENSETEG00000001052
choloepus_hoffmanni ENSCHOG00000005656
capra_hircus ENSCHIG00000011672
ovis_aries ENSOARG00000012284
bos_taurus ENSBTAG00000020213
bos_mutus ENSBMUG00000015049
bison_bison_bison ENSBBBG00000022791
tursiops_truncatus ENSTTRG00000013107
sus_scrofa ENSSSCG00000017053
neovison_vison ENSNVIG00000004790
mustela_putorius_furo ENSMPUG00000013472
ursus_maritimus ENSUMAG00000001130
ursus_americanus ENSUAMG00000013347
ailuropoda_melanoleuca ENSAMEG00000006268
canis_lupus_dingo ENSCAFG00020025519
canis_lupus_familiaris ENSCAFG00000017367
vulpes_vulpes ENSVVUG00000004308
panthera_tigris_altaica ENSPTIG00000000723
panthera_pardus ENSPPRG00000012413
felis_catus ENSFCAG00000041380
equus_caballus ENSECAG00000000574
equus_asinus_asinus ENSEASG00005000774
pteropus_vampyrus ENSPVAG00000010245
sorex_araneus ENSSARG00000002524
erinaceus_europaeus ENSEEUG00000014761
myotis_lucifugus ENSMLUG00000015875
dasypus_novemcinctus ENSDNOG00000039290
phascolarctos_cinereus ENSPCIG00000018461
notamacropus_eugenii ENSMEUG00000001867
monodelphis_domestica ENSMODG00000008399
sarcophilus_harrisii ENSSHAG00000016415
