xiphophorus_maculatus ENSXMAG00000024456
xiphophorus_couchianus ENSXCOG00000006916
gambusia_affinis ENSGAFG00000009600
poecilia_latipinna ENSPLAG00000001424
poecilia_reticulata ENSPREG00000021128
poecilia_mexicana ENSPMEG00000002417
fundulus_heteroclitus ENSFHEG00000001507
monopterus_albus ENSMALG00000017336
scophthalmus_maximus ENSSMAG00000020595
oryzias_latipes ENSORLG00015005702
oryzias_latipes ENSORLG00000030649
oryzias_latipes ENSORLG00020009674
oryzias_melastigma ENSOMEG00000008635
cynoglossus_semilaevis ENSCSEG00000018820
poecilia_formosa ENSPFOG00000006205
acanthochromis_polyacanthus ENSAPOG00000001966
gasterosteus_aculeatus ENSGACG00000006751
cottoperca_gobio ENSCGOG00000019218
labrus_bergylta ENSLBEG00000014162
stegastes_partitus ENSSPAG00000005263
parambassis_ranga ENSPRNG00000022457
gouania_willdenowi ENSGWIG00000014403
takifugu_rubripes ENSTRUG00000021015
anabas_testudineus ENSATEG00000020505
seriola_dumerili ENSSDUG00000013836
seriola_lalandi ENSSLDG00000001471
periophthalmus_magnuspinnatus ENSPMGG00000010621
gadus_morhua ENSGMOG00000014442
astyanax_mexicanus ENSAMXG00005019714
electrophorus_electricus ENSEEEG00000008580
clupea_harengus ENSCHAG00000024342
paramormyrops_kingsleyae ENSPKIG00000011775
