pan_paniscus ENSPPAG00000001483
pan_troglodytes ENSPTRG00000044517
gorilla_gorilla ENSGGOG00000022373
pongo_abelii ENSPPYG00000008340
theropithecus_gelada ENSTGEG00000014908
macaca_nemestrina ENSMNEG00000037038
prolemur_simus ENSPSMG00000008450
marmota_marmota_marmota ENSMMMG00000003793
ursus_americanus ENSUAMG00000023649
canis_lupus_dingo ENSCAFG00020010856
neovison_vison ENSNVIG00000022504
felis_catus ENSFCAG00000046656
panthera_pardus ENSPPRG00000016276
equus_asinus_asinus ENSEASG00005010180
equus_asinus_asinus ENSEASG00005016412
equus_caballus ENSECAG00000034132
bos_taurus ENSBTAG00000055030
bos_mutus ENSBMUG00000019414
capra_hircus ENSCHIG00000025089
sus_scrofa ENSSSCG00000036358
echinops_telfairi ENSETEG00000003552
