sphenodon_punctatus ENSSPUG00000008962
notechis_scutatus ENSNSUG00000016874
chelonoidis_abingdonii ENSCABG00000003422
pogona_vitticeps ENSPVIG00000017974
anolis_carolinensis ENSACAG00000005861
salvator_merianae ENSSMRG00000019648
chrysemys_picta ENSCPBG00000000669
gopherus_agassizii ENSGAGG00000003522
crocodylus_porosus ENSCPRG00005015046
phascolarctos_cinereus ENSPCIG00000012286
vombatus_ursinus ENSVURG00010000073
notamacropus_eugenii ENSMEUG00000006725
sarcophilus_harrisii ENSSHAG00000000907
monodelphis_domestica ENSMODG00000006257
felis_catus ENSFCAG00000027035
panthera_pardus ENSPPRG00000007147
ailuropoda_melanoleuca ENSAMEG00000002920
ursus_americanus ENSUAMG00000002915
mustela_putorius ENSMPUG00000009486
neovison_vison ENSNVIG00000002422
canis_lupus ENSCAFG00000019679
canis_lupus ENSCAFG00020016871
equus_caballus ENSECAG00000006905
equus_asinus ENSEASG00005021528
capra_hircus ENSCHIG00000008717
ovis_aries ENSOARG00000009579
bos_indicus ENSBIXG00005028586
bos_taurus ENSBTAG00000051609
bos_mutus ENSBMUG00000012434
bison_bison ENSBBBG00000006894
sus_scrofa ENSSSCG00000037432
pteropus_vampyrus ENSPVAG00000008287
myotis_lucifugus ENSMLUG00000003312
castor_canadensis ENSCCNG00000030636
dipodomys_ordii ENSDORG00000002829
mus_spretus MGP_SPRETEiJ_G0016364
mus_musculus ENSMUSG00000035835
mus_spicilegus ENSMSIG00000002017
mus_caroli MGP_CAROLIEiJ_G0015546
mus_pahari MGP_PahariEiJ_G0030959
rattus_norvegicus ENSRNOG00000027940
meriones_unguiculatus ENSMUGG00000021184
microtus_ochrogaster ENSMOCG00000018991
peromyscus_maniculatus ENSPEMG00000016604
cricetulus_griseus ENSCGRG00001005328
cricetulus_griseus ENSCGRG00015006994
cricetulus_griseus ENSCGRG00000012461
mesocricetus_auratus ENSMAUG00000017672
nannospalax_galili ENSNGAG00000011530
jaculus_jaculus ENSJJAG00000013353
urocitellus_parryii ENSUPAG00010014683
ictidomys_tridecemlineatus ENSSTOG00000023560
propithecus_coquereli ENSPCOG00000014859
microcebus_murinus ENSMICG00000031756
otolemur_garnettii ENSOGAG00000027257
tursiops_truncatus ENSTTRG00000003440
ochotona_princeps ENSOPRG00000000975
echinops_telfairi ENSETEG00000006894
dasypus_novemcinctus ENSDNOG00000000886
homo_sapiens ENSG00000129951
pan_troglodytes ENSPTRG00000010166
nomascus_leucogenys ENSNLEG00000000977
theropithecus_gelada ENSTGEG00000009090
papio_anubis ENSPANG00000032056
cercocebus_atys ENSCATG00000029961
macaca_mulatta ENSMMUG00000016456
macaca_fascicularis ENSMFAG00000002365
macaca_nemestrina ENSMNEG00000039175
chlorocebus_sabaeus ENSCSAG00000012739
piliocolobus_tephrosceles ENSPTEG00000034912
callithrix_jacchus ENSCJAG00000020154
cebus_capucinus ENSCCAG00000021298
aotus_nancymaae ENSANAG00000037108
pan_paniscus ENSPPAG00000035583
gorilla_gorilla ENSGGOG00000028494
pongo_abelii ENSPPYG00000009290
rhinopithecus_roxellana ENSRROG00000036139
rhinopithecus_bieti ENSRBIG00000037803
saimiri_boliviensis ENSSBOG00000029451
chinchilla_lanigera ENSCLAG00000007314
octodon_degus ENSODEG00000012524
heterocephalus_glaber ENSHGLG00000007602
cavia_porcellus ENSCPOG00000023211
heterocephalus_glaber ENSHGLG00100004962
cavia_aperea ENSCAPG00000013454
fukomys_damarensis ENSFDAG00000008308
ursus_americanus ENSUAMG00000004858
procavia_capensis ENSPCAG00000007697
loxodonta_africana ENSLAFG00000027742
ornithorhynchus_anatinus ENSOANG00000009189
anas_platyrhynchos ENSAPLG00000025490
anser_brachyrhynchus ENSABRG00000005117
cyanistes_caeruleus ENSCCEG00000018896
melopsittacus_undulatus ENSMUNG00000001892
calidris_pugnax ENSCPUG00000007244
calidris_pygmaea ENSCPGG00000012836
junco_hyemalis ENSJHYG00000005583
zonotrichia_albicollis ENSZALG00000017036
taeniopygia_guttata ENSTGUG00000000652
ficedula_albicollis ENSFALG00000013931
parus_major ENSPMJG00000011059
lonchura_striata ENSLSDG00000008610
serinus_canaria ENSSCAG00000005874
lepidothrix_coronata ENSLCOG00000013315
apteryx_owenii ENSAOWG00000013465
dromaius_novaehollandiae ENSDNVG00000012700
apteryx_rowi ENSARWG00000010792
nothoprocta_perdicaria ENSNPEG00000001535
gallus_gallus ENSGALG00000038529
meleagris_gallopavo ENSMGAG00000003967
numida_meleagris ENSNMEG00000003082
apteryx_haastii ENSAHAG00000002945
xenopus_tropicalis ENSXETG00000012538
astyanax_mexicanus ENSAMXG00000034401
astyanax_mexicanus ENSAMXG00005019661
pygocentrus_nattereri ENSPNAG00000005668
ictalurus_punctatus ENSIPUG00000013839
electrophorus_electricus ENSEEEG00000024260
danio_rerio ENSDARG00000028552
denticeps_clupeoides ENSDCDG00000034437
hucho_hucho ENSHHUG00000034603
hucho_hucho ENSHHUG00000028607
esox_lucius ENSELUG00000013453
anabas_testudineus ENSATEG00000006624
cynoglossus_semilaevis ENSCSEG00000000652
gasterosteus_aculeatus ENSGACG00000013397
labrus_bergylta ENSLBEG00000004435
larimichthys_crocea ENSLCRG00005016237
fundulus_heteroclitus ENSFHEG00000023115
cyprinodon_variegatus ENSCVAG00000017445
poecilia_formosa ENSPFOG00000009040
poecilia_mexicana ENSPMEG00000022902
poecilia_latipinna ENSPLAG00000009266
poecilia_reticulata ENSPREG00000005779
xiphophorus_couchianus ENSXCOG00000008094
xiphophorus_maculatus ENSXMAG00000010730
gambusia_affinis ENSGAFG00000001429
kryptolebias_marmoratus ENSKMAG00000005976
amphilophus_citrinellus ENSACIG00000024223
parambassis_ranga ENSPRNG00000003991
amphiprion_percula ENSAPEG00000003818
amphiprion_ocellaris ENSAOCG00000001711
acanthochromis_polyacanthus ENSAPOG00000001847
stegastes_partitus ENSSPAG00000012269
maylandia_zebra ENSMZEG00005020933
haplochromis_burtoni ENSHBUG00000007658
pundamilia_nyererei ENSPNYG00000013546
astatotilapia_calliptera ENSACLG00000019793
neolamprologus_brichardi ENSNBRG00000006569
oreochromis_niloticus ENSONIG00000004562
amphilophus_citrinellus ENSACIG00000016959
mola_mola ENSMMOG00000008002
mastacembelus_armatus ENSMAMG00000016696
monopterus_albus ENSMALG00000021121
seriola_dumerili ENSSDUG00000015399
seriola_lalandi ENSSLDG00000019266
lates_calcarifer ENSLCAG00010025692
scophthalmus_maximus ENSSMAG00000014436
periophthalmus_magnuspinnatus ENSPMGG00000021387
cottoperca_gobio ENSCGOG00000007198
takifugu_rubripes ENSTRUG00000008004
gouania_willdenowi ENSGWIG00000000446
labrus_bergylta ENSLBEG00000015815
hippocampus_comes ENSHCOG00000020480
betta_splendens ENSBSLG00000010144
electrophorus_electricus ENSEEEG00000007132
ictalurus_punctatus ENSIPUG00000008313
astyanax_mexicanus ENSAMXG00005007331
astyanax_mexicanus ENSAMXG00000043542
pygocentrus_nattereri ENSPNAG00000011846
danio_rerio ENSDARG00000010144
clupea_harengus ENSCHAG00000020235
denticeps_clupeoides ENSDCDG00000032315
amphiprion_ocellaris ENSAOCG00000019867
acanthochromis_polyacanthus ENSAPOG00000009479
oryzias_latipes ENSORLG00020020843
oryzias_latipes ENSORLG00015018310
oryzias_latipes ENSORLG00000011444
oryzias_melastigma ENSOMEG00000000426
poecilia_latipinna ENSPLAG00000007875
poecilia_mexicana ENSPMEG00000010145
poecilia_formosa ENSPFOG00000010860
poecilia_reticulata ENSPREG00000012885
xiphophorus_maculatus ENSXMAG00000015944
gambusia_affinis ENSGAFG00000018758
fundulus_heteroclitus ENSFHEG00000018628
kryptolebias_marmoratus ENSKMAG00000012461
parambassis_ranga ENSPRNG00000026213
astatotilapia_calliptera ENSACLG00000007276
haplochromis_burtoni ENSHBUG00000015362
maylandia_zebra ENSMZEG00005014237
neolamprologus_brichardi ENSNBRG00000010075
stegastes_partitus ENSSPAG00000009595
mastacembelus_armatus ENSMAMG00000000438
anabas_testudineus ENSATEG00000005185
seriola_dumerili ENSSDUG00000010389
seriola_lalandi ENSSLDG00000020862
scophthalmus_maximus ENSSMAG00000016488
lates_calcarifer ENSLCAG00010007496
labrus_bergylta ENSLBEG00000009346
betta_splendens ENSBSLG00000023051
periophthalmus_magnuspinnatus ENSPMGG00000011865
amphilophus_citrinellus ENSACIG00000006245
cottoperca_gobio ENSCGOG00000013548
gasterosteus_aculeatus ENSGACG00000011037
mola_mola ENSMMOG00000011383
larimichthys_crocea ENSLCRG00005021950
cynoglossus_semilaevis ENSCSEG00000004987
oreochromis_niloticus ENSONIG00000000893
pundamilia_nyererei ENSPNYG00000005704
amphiprion_percula ENSAPEG00000011319
xiphophorus_couchianus ENSXCOG00000000249
monopterus_albus ENSMALG00000010067
takifugu_rubripes ENSTRUG00000011591
hippocampus_comes ENSHCOG00000014961
gadus_morhua ENSGMOG00000016962
hucho_hucho ENSHHUG00000013462
hucho_hucho ENSHHUG00000013147
esox_lucius ENSELUG00000006711
hucho_hucho ENSHHUG00000007041
paramormyrops_kingsleyae ENSPKIG00000005596
scleropages_formosus ENSSFOG00015021450
lepisosteus_oculatus ENSLOCG00000001776
gadus_morhua ENSGMOG00000006117
erpetoichthys_calabaricus ENSECRG00000022867
callorhinchus_milii ENSCMIG00000018694
callorhinchus_milii ENSCMIG00000018693
latimeria_chalumnae ENSLACG00000001511
