pan_paniscus ENSPPAG00000033761
pan_troglodytes ENSPTRG00000048265
gorilla_gorilla ENSGGOG00000024094
pan_troglodytes ENSPTRG00000049659
pan_troglodytes ENSPTRG00000020959
pan_troglodytes ENSPTRG00000045975
homo_sapiens ENSG00000180071
gorilla_gorilla ENSGGOG00000013308
pan_troglodytes ENSPTRG00000020960
pongo_abelii ENSPPYG00000020024
pongo_abelii ENSPPYG00000019869
homo_sapiens ENSG00000283486
pongo_abelii ENSPPYG00000006264
pongo_abelii ENSPPYG00000019943
macaca_nemestrina ENSMNEG00000042029
chlorocebus_sabaeus ENSCSAG00000006794
theropithecus_gelada ENSTGEG00000004548
papio_anubis ENSPANG00000024641
cercocebus_atys ENSCATG00000031931
rhinopithecus_roxellana ENSRROG00000029674
piliocolobus_tephrosceles ENSPTEG00000023987
rhinopithecus_roxellana ENSRROG00000034635
colobus_angolensis_palliatus ENSCANG00000008651
colobus_angolensis_palliatus ENSCANG00000037778
macaca_fascicularis ENSMFAG00000018199
