mastacembelus_armatus ENSMAMG00000011712
monopterus_albus ENSMALG00000021403
anabas_testudineus ENSATEG00000021047
amphiprion_ocellaris ENSAOCG00000004990
amphiprion_percula ENSAPEG00000001325
acanthochromis_polyacanthus ENSAPOG00000013214
stegastes_partitus ENSSPAG00000007562
pundamilia_nyererei ENSPNYG00000011099
maylandia_zebra ENSMZEG00005003344
astatotilapia_calliptera ENSACLG00000014210
haplochromis_burtoni ENSHBUG00000021969
oreochromis_niloticus ENSONIG00000014649
amphilophus_citrinellus ENSACIG00000021254
xiphophorus_couchianus ENSXCOG00000004649
xiphophorus_maculatus ENSXMAG00000008246
poecilia_formosa ENSPFOG00000024834
poecilia_latipinna ENSPLAG00000001116
poecilia_mexicana ENSPMEG00000017786
poecilia_reticulata ENSPREG00000010484
gambusia_affinis ENSGAFG00000020934
fundulus_heteroclitus ENSFHEG00000021061
cyprinodon_variegatus ENSCVAG00000005153
kryptolebias_marmoratus ENSKMAG00000014760
oryzias_latipes ENSORLG00000009243
oryzias_latipes_asm223469v1 ENSORLG00015001009
oryzias_latipes ENSORLG00020019167
oryzias_melastigma ENSOMEG00000019195
takifugu_rubripes ENSTRUG00000010229
tetraodon_nigroviridis ENSTNIG00000014305
mola_mola ENSMMOG00000005880
labrus_bergylta ENSLBEG00000017841
gasterosteus_aculeatus ENSGACG00000000230
scophthalmus_maximus ENSSMAG00000020608
cynoglossus_semilaevis ENSCSEG00000005401
seriola_dumerili ENSSDUG00000009540
seriola_lalandi_dorsalis ENSSLDG00000025315
hippocampus_comes ENSHCOG00000016289
periophthalmus_magnuspinnatus ENSPMGG00000002714
gadus_morhua ENSGMOG00000009451
esox_lucius ENSELUG00000014951
pygocentrus_nattereri ENSPNAG00000023097
astyanax_mexicanus ENSAMXG00000033913
ictalurus_punctatus ENSIPUG00000017763
danio_rerio ENSDARG00000010764
paramormyrops_kingsleyae ENSPKIG00000010266
scleropages_formosus ENSSFOG00015014554
paramormyrops_kingsleyae ENSPKIG00000006860
lepisosteus_oculatus ENSLOCG00000004049
latimeria_chalumnae ENSLACG00000003012
