pygocentrus_nattereri ENSPNAG00000008048
astyanax_mexicanus ENSAMXG00000038638
ictalurus_punctatus ENSIPUG00000012213
danio_rerio ENSDARG00000043536
seriola_dumerili ENSSDUG00000000818
seriola_lalandi_dorsalis ENSSLDG00000000289
scophthalmus_maximus ENSSMAG00000017672
monopterus_albus ENSMALG00000004349
mastacembelus_armatus ENSMAMG00000016989
anabas_testudineus ENSATEG00000018061
poecilia_formosa ENSPFOG00000014484
poecilia_latipinna ENSPLAG00000009910
poecilia_mexicana ENSPMEG00000003114
poecilia_reticulata ENSPREG00000002081
xiphophorus_maculatus ENSXMAG00000011403
xiphophorus_couchianus ENSXCOG00000008851
gambusia_affinis ENSGAFG00000006609
fundulus_heteroclitus ENSFHEG00000023250
cyprinodon_variegatus ENSCVAG00000020099
kryptolebias_marmoratus ENSKMAG00000008387
oryzias_latipes ENSORLG00000028970
oryzias_latipes_asm223469v1 ENSORLG00015018600
oryzias_latipes ENSORLG00020021835
oryzias_melastigma ENSOMEG00000001778
maylandia_zebra ENSMZEG00005019446
astatotilapia_calliptera ENSACLG00000012308
haplochromis_burtoni ENSHBUG00000018237
pundamilia_nyererei ENSPNYG00000007473
oreochromis_niloticus ENSONIG00000002738
neolamprologus_brichardi ENSNBRG00000023611
amphilophus_citrinellus ENSACIG00000007867
amphiprion_percula ENSAPEG00000011831
amphiprion_ocellaris ENSAOCG00000014440
acanthochromis_polyacanthus ENSAPOG00000002792
stegastes_partitus ENSSPAG00000014712
mola_mola ENSMMOG00000002257
takifugu_rubripes ENSTRUG00000024468
cynoglossus_semilaevis ENSCSEG00000007482
labrus_bergylta ENSLBEG00000008055
hippocampus_comes ENSHCOG00000017973
periophthalmus_magnuspinnatus ENSPMGG00000008481
esox_lucius ENSELUG00000007229
scleropages_formosus ENSSFOG00015002284
paramormyrops_kingsleyae ENSPKIG00000009550
lepisosteus_oculatus ENSLOCG00000008902
latimeria_chalumnae ENSLACG00000003926
