notamacropus_eugenii ENSMEUG00000004347
phascolarctos_cinereus ENSPCIG00000031653
sarcophilus_harrisii ENSSHAG00000011021
sarcophilus_harrisii ENSSHAG00000015939
monodelphis_domestica ENSMODG00000006280
ursus_maritimus ENSUMAG00000017606
ursus_americanus ENSUAMG00000023641
ailuropoda_melanoleuca ENSAMEG00000004720
neovison_vison ENSNVIG00000008629
mustela_putorius_furo ENSMPUG00000017184
canis_lupus_dingo ENSCAFG00020007243
canis_lupus_familiaris ENSCAFG00000004967
vulpes_vulpes ENSVVUG00000015240
panthera_tigris_altaica ENSPTIG00000020261
panthera_pardus ENSPPRG00000021887
felis_catus ENSFCAG00000007979
sus_scrofa ENSSSCG00000029877
equus_asinus_asinus ENSEASG00005014776
equus_caballus ENSECAG00000024404
myotis_lucifugus ENSMLUG00000017643
macaca_fascicularis ENSMFAG00000035845
macaca_nemestrina ENSMNEG00000031197
macaca_mulatta ENSMMUG00000009536
papio_anubis ENSPANG00000021307
mandrillus_leucophaeus ENSMLEG00000006880
cercocebus_atys ENSCATG00000041591
theropithecus_gelada ENSTGEG00000015587
chlorocebus_sabaeus ENSCSAG00000009754
piliocolobus_tephrosceles ENSPTEG00000038216
colobus_angolensis_palliatus ENSCANG00000029976
rhinopithecus_bieti ENSRBIG00000039128
rhinopithecus_roxellana ENSRROG00000033767
pan_troglodytes ENSPTRG00000014634
pan_paniscus ENSPPAG00000036523
gorilla_gorilla ENSGGOG00000000429
homo_sapiens ENSG00000075975
pongo_abelii ENSPPYG00000013387
nomascus_leucogenys ENSNLEG00000004711
cebus_capucinus ENSCCAG00000019802
saimiri_boliviensis_boliviensis ENSSBOG00000034434
callithrix_jacchus ENSCJAG00000016733
aotus_nancymaae ENSANAG00000022646
carlito_syrichta ENSTSYG00000007429
propithecus_coquereli ENSPCOG00000013481
microcebus_murinus ENSMICG00000012164
prolemur_simus ENSPSMG00000000636
otolemur_garnettii ENSOGAG00000003255
mus_spicilegus ENSMSIG00000031938
mus_musculus ENSMUSG00000000439
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0029782
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0028754
mus_pahari MGP_PahariEiJ_G0022505
mus_spicilegus ENSMSIG00000000946
rattus_norvegicus ENSRNOG00000009176
meriones_unguiculatus ENSMUGG00000021136
peromyscus_maniculatus_bairdii ENSPEMG00000002776
microtus_ochrogaster ENSMOCG00000015472
cricetulus_griseus_chok1gshd ENSCGRG00001019373
cricetulus_griseus_chok1gshd ENSCGRG00001013276
cricetulus_griseus_crigri-picr ENSCGRG00015003701
cricetulus_griseus_crigri ENSCGRG00000003086
mesocricetus_auratus ENSMAUG00000014200
nannospalax_galili ENSNGAG00000012579
jaculus_jaculus ENSJJAG00000019765
heterocephalus_glaber_male ENSHGLG00100004036
heterocephalus_glaber_female ENSHGLG00000018194
fukomys_damarensis ENSFDAG00000011613
cavia_porcellus ENSCPOG00000001208
cavia_aperea ENSCAPG00000010425
octodon_degus ENSODEG00000002702
chinchilla_lanigera ENSCLAG00000008755
castor_canadensis ENSCCNG00000011332
spermophilus_dauricus ENSSDAG00000024073
marmota_marmota_marmota ENSMMMG00000010927
urocitellus_parryii ENSUPAG00010023036
ictidomys_tridecemlineatus ENSSTOG00000010520
oryctolagus_cuniculus ENSOCUG00000014171
ochotona_princeps ENSOPRG00000003501
vicugna_pacos ENSVPAG00000011064
erinaceus_europaeus ENSEEUG00000002217
pteropus_vampyrus ENSPVAG00000005822
ovis_aries ENSOARG00000015759
capra_hircus ENSCHIG00000021098
bos_mutus ENSBMUG00000011049
bos_taurus ENSBTAG00000004512
bison_bison_bison ENSBBBG00000011440
dipodomys_ordii ENSDORG00000015621
tupaia_belangeri ENSTBEG00000012118
dasypus_novemcinctus ENSDNOG00000017476
dasypus_novemcinctus ENSDNOG00000040494
choloepus_hoffmanni ENSCHOG00000005438
loxodonta_africana ENSLAFG00000011601
procavia_capensis ENSPCAG00000016175
echinops_telfairi ENSETEG00000003970
ornithorhynchus_anatinus ENSOANG00000014946
anser_brachyrhynchus ENSABRG00000009708
anas_platyrhynchos_platyrhynchos ENSAPLG00000014833
gallus_gallus ENSGALG00000004991
coturnix_japonica ENSCJPG00005012870
meleagris_gallopavo ENSMGAG00000005057
numida_meleagris ENSNMEG00000013443
calidris_pugnax ENSCPUG00000005460
calidris_pugnax ENSCPUG00000008016
calidris_pygmaea ENSCPGG00000011878
melopsittacus_undulatus ENSMUNG00000011704
apteryx_haastii ENSAHAG00000016562
apteryx_owenii ENSAOWG00000015152
apteryx_rowi ENSARWG00000008262
dromaius_novaehollandiae ENSDNVG00000001754
nothoprocta_perdicaria ENSNPEG00000005622
crocodylus_porosus ENSCPRG00005019171
gopherus_agassizii ENSGAGG00000022563
chelonoidis_abingdonii ENSCABG00000022121
chrysemys_picta_bellii ENSCPBG00000026356
pelodiscus_sinensis ENSPSIG00000010483
sphenodon_punctatus ENSSPUG00000018086
anolis_carolinensis ENSACAG00000013310
pogona_vitticeps ENSPVIG00000008321
salvator_merianae ENSSMRG00000019581
notechis_scutatus ENSNSUG00000020117
lonchura_striata_domestica ENSLSDG00000009160
taeniopygia_guttata ENSTGUG00000004017
serinus_canaria ENSSCAG00000011091
parus_major ENSPMJG00000005058
cyanistes_caeruleus ENSCCEG00000024388
ficedula_albicollis ENSFALG00000000015
junco_hyemalis ENSJHYG00000003870
parus_major ENSPMJG00000008140
lepidothrix_coronata ENSLCOG00000012194
manacus_vitellinus ENSMVIG00005001479
xenopus_tropicalis ENSXETG00000020165
latimeria_chalumnae ENSLACG00000007834
pygocentrus_nattereri ENSPNAG00000008184
astyanax_mexicanus ENSAMXG00000005535
ictalurus_punctatus ENSIPUG00000011589
danio_rerio ENSDARG00000007630
esox_lucius ENSELUG00000013320
paramormyrops_kingsleyae ENSPKIG00000024352
paramormyrops_kingsleyae ENSPKIG00000024724
scleropages_formosus ENSSFOG00015001191
fundulus_heteroclitus ENSFHEG00000006905
cyprinodon_variegatus ENSCVAG00000014456
xiphophorus_maculatus ENSXMAG00000012508
xiphophorus_couchianus ENSXCOG00000017278
gambusia_affinis ENSGAFG00000019116
poecilia_latipinna ENSPLAG00000013770
poecilia_formosa ENSPFOG00000012571
poecilia_mexicana ENSPMEG00000002644
poecilia_reticulata ENSPREG00000021199
kryptolebias_marmoratus ENSKMAG00000001201
oryzias_latipes ENSORLG00020006184
oryzias_latipes ENSORLG00000009824
oryzias_latipes_asm223469v1 ENSORLG00015002368
oryzias_melastigma ENSOMEG00000001704
