anolis_carolinensis ENSACAG00000001853
notechis_scutatus ENSNSUG00000019959
salvator_merianae ENSSMRG00000011862
sphenodon_punctatus ENSSPUG00000010505
chelonoidis_abingdonii ENSCABG00000002796
gopherus_agassizii ENSGAGG00000001604
chrysemys_picta_bellii ENSCPBG00000027374
pelodiscus_sinensis ENSPSIG00000002550
apteryx_owenii ENSAOWG00000003042
apteryx_rowi ENSARWG00000010577
apteryx_haastii ENSAHAG00000011445
dromaius_novaehollandiae ENSDNVG00000005355
nothoprocta_perdicaria ENSNPEG00000003923
calidris_pygmaea ENSCPGG00000004041
calidris_pugnax ENSCPUG00000018973
melopsittacus_undulatus ENSMUNG00000007907
lepidothrix_coronata ENSLCOG00000005656
manacus_vitellinus ENSMVIG00005004476
junco_hyemalis ENSJHYG00000004834
zonotrichia_albicollis ENSZALG00000000013
serinus_canaria ENSSCAG00000011495
lonchura_striata_domestica ENSLSDG00000003404
taeniopygia_guttata ENSTGUG00000010587
ficedula_albicollis ENSFALG00000006062
parus_major ENSPMJG00000014736
cyanistes_caeruleus ENSCCEG00000013938
anser_brachyrhynchus ENSABRG00000015928
anas_platyrhynchos_platyrhynchos ENSAPLG00000003628
coturnix_japonica ENSCJPG00005009831
meleagris_gallopavo ENSMGAG00000010358
gallus_gallus ENSGALG00000015119
numida_meleagris ENSNMEG00000013343
crocodylus_porosus ENSCPRG00005014488
phascolarctos_cinereus ENSPCIG00000024793
monodelphis_domestica ENSMODG00000021510
castor_canadensis ENSCCNG00000020456
dipodomys_ordii ENSDORG00000009314
mus_musculus ENSMUSG00000037013
mus_spicilegus ENSMSIG00000006510
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0022928
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0022014
mus_pahari MGP_PahariEiJ_G0018750
rattus_norvegicus ENSRNOG00000016800
meriones_unguiculatus ENSMUGG00000018277
cricetulus_griseus_crigri-picr ENSCGRG00015008509
cricetulus_griseus_chok1gshd ENSCGRG00001023153
cricetulus_griseus_crigri ENSCGRG00000007334
mesocricetus_auratus ENSMAUG00000019395
microtus_ochrogaster ENSMOCG00000008443
