drosophila_melanogaster FBgn0034029
caenorhabditis_elegans_strain_n2 WBGene00004090
ornithorhynchus_anatinus ENSOANG00000020860
ornithorhynchus_anatinus ENSOANG00000009716
phascolarctos_cinereus ENSPCIG00000027585
notamacropus_eugenii ENSMEUG00000002562
sarcophilus_harrisii ENSSHAG00000010543
monodelphis_domestica ENSMODG00000002504
myotis_lucifugus ENSMLUG00000001999
pteropus_vampyrus ENSPVAG00000009869
ailuropoda_melanoleuca ENSAMEG00000013424
ailuropoda_melanoleuca ENSAMEG00000014247
ursus_maritimus ENSUMAG00000024275
ursus_americanus ENSUAMG00000017786
canis_lupus_dingo ENSCAFG00020009216
canis_lupus_dingo ENSCAFG00020016769
mustela_putorius_furo ENSMPUG00000013303
neovison_vison ENSNVIG00000018530
canis_lupus_familiaris ENSCAFG00000004681
canis_lupus_dingo ENSCAFG00020016800
vulpes_vulpes ENSVVUG00000007715
panthera_pardus ENSPPRG00000010361
panthera_tigris_altaica ENSPTIG00000015016
felis_catus ENSFCAG00000009972
bos_taurus ENSBTAG00000019010
bos_mutus ENSBMUG00000016990
bison_bison_bison ENSBBBG00000016683
ovis_aries ENSOARG00000001396
capra_hircus ENSCHIG00000015663
tursiops_truncatus ENSTTRG00000003398
vicugna_pacos ENSVPAG00000011721
sus_scrofa ENSSSCG00000029808
equus_asinus_asinus ENSEASG00005003513
equus_caballus ENSECAG00000015380
erinaceus_europaeus ENSEEUG00000002044
sorex_araneus ENSSARG00000014472
castor_canadensis ENSCCNG00000003053
dipodomys_ordii ENSDORG00000004943
mus_musculus ENSMUSG00000028683
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0027320
mus_spicilegus ENSMSIG00000014237
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0026348
mus_pahari MGP_PahariEiJ_G0028680
rattus_norvegicus ENSRNOG00000018375
meriones_unguiculatus ENSMUGG00000023215
cricetulus_griseus_chok1gshd ENSCGRG00001013546
cricetulus_griseus_crigri ENSCGRG00000003382
cricetulus_griseus_crigri-picr ENSCGRG00015025178
mesocricetus_auratus ENSMAUG00000009104
peromyscus_maniculatus_bairdii ENSPEMG00000023218
microtus_ochrogaster ENSMOCG00000002467
nannospalax_galili ENSNGAG00000011204
jaculus_jaculus ENSJJAG00000022753
