amphiprion_percula ENSAPEG00000023085
amphiprion_ocellaris ENSAOCG00000021293
acanthochromis_polyacanthus ENSAPOG00000009989
stegastes_partitus ENSSPAG00000001034
labrus_bergylta ENSLBEG00000024017
monopterus_albus ENSMALG00000001034
mastacembelus_armatus ENSMAMG00000003977
anabas_testudineus ENSATEG00000025128
seriola_lalandi_dorsalis ENSSLDG00000005159
takifugu_rubripes ENSTRUG00000016576
tetraodon_nigroviridis ENSTNIG00000002242
seriola_dumerili ENSSDUG00000018990
oryzias_latipes ENSORLG00000025270
oryzias_latipes ENSORLG00020012768
oryzias_latipes_asm223469v1 ENSORLG00015008090
oryzias_melastigma ENSOMEG00000012248
scophthalmus_maximus ENSSMAG00000008184
gasterosteus_aculeatus ENSGACG00000004941
maylandia_zebra ENSMZEG00005002284
haplochromis_burtoni ENSHBUG00000011550
pundamilia_nyererei ENSPNYG00000005021
astatotilapia_calliptera ENSACLG00000000730
neolamprologus_brichardi ENSNBRG00000009064
oreochromis_niloticus ENSONIG00000014742
amphilophus_citrinellus ENSACIG00000010785
poecilia_latipinna ENSPLAG00000012406
poecilia_formosa ENSPFOG00000015050
poecilia_mexicana ENSPMEG00000010411
poecilia_reticulata ENSPREG00000012890
xiphophorus_couchianus ENSXCOG00000015882
xiphophorus_maculatus ENSXMAG00000017966
gambusia_affinis ENSGAFG00000016177
fundulus_heteroclitus ENSFHEG00000016797
cyprinodon_variegatus ENSCVAG00000014455
kryptolebias_marmoratus ENSKMAG00000016261
mola_mola ENSMMOG00000013072
cynoglossus_semilaevis ENSCSEG00000016923
hippocampus_comes ENSHCOG00000001555
periophthalmus_magnuspinnatus ENSPMGG00000022099
esox_lucius ENSELUG00000020596
esox_lucius ENSELUG00000019268
pygocentrus_nattereri ENSPNAG00000002337
astyanax_mexicanus ENSAMXG00000043055
ictalurus_punctatus ENSIPUG00000024874
danio_rerio ENSDARG00000042123
scleropages_formosus ENSSFOG00015022497
paramormyrops_kingsleyae ENSPKIG00000001412
scleropages_formosus ENSSFOG00015019218
paramormyrops_kingsleyae ENSPKIG00000003355
gadus_morhua ENSGMOG00000000116
lepisosteus_oculatus ENSLOCG00000009949
danio_rerio ENSDARG00000016256
latimeria_chalumnae ENSLACG00000009589
pogona_vitticeps ENSPVIG00000010112
anolis_carolinensis ENSACAG00000028344
notechis_scutatus ENSNSUG00000011919
salvator_merianae ENSSMRG00000000821
sphenodon_punctatus ENSSPUG00000002568
chelonoidis_abingdonii ENSCABG00000006268
gopherus_agassizii ENSGAGG00000018473
chrysemys_picta_bellii ENSCPBG00000027133
pelodiscus_sinensis ENSPSIG00000004794
apteryx_rowi ENSARWG00000000621
apteryx_haastii ENSAHAG00000018004
apteryx_owenii ENSAOWG00000004984
dromaius_novaehollandiae ENSDNVG00000014240
anser_brachyrhynchus ENSABRG00000011504
anas_platyrhynchos_platyrhynchos ENSAPLG00000026621
meleagris_gallopavo ENSMGAG00000002783
serinus_canaria ENSSCAG00000015988
zonotrichia_albicollis ENSZALG00000009879
taeniopygia_guttata ENSTGUG00000001788
manacus_vitellinus ENSMVIG00005018723
crocodylus_porosus ENSCPRG00005014140
gallus_gallus ENSGALG00000002830
coturnix_japonica ENSCJPG00005017947
numida_meleagris ENSNMEG00000003992
cyanistes_caeruleus ENSCCEG00000012487
parus_major ENSPMJG00000012522
lonchura_striata_domestica ENSLSDG00000007219
lepidothrix_coronata ENSLCOG00000015692
junco_hyemalis ENSJHYG00000016712
ficedula_albicollis ENSFALG00000003788
melopsittacus_undulatus ENSMUNG00000013076
calidris_pygmaea ENSCPGG00000018048
phascolarctos_cinereus ENSPCIG00000034631
notamacropus_eugenii ENSMEUG00000004541
sarcophilus_harrisii ENSSHAG00000001862
monodelphis_domestica ENSMODG00000013933
ornithorhynchus_anatinus ENSOANG00000000127
vicugna_pacos ENSVPAG00000011402
erinaceus_europaeus ENSEEUG00000014188
loxodonta_africana ENSLAFG00000008940
canis_lupus_dingo ENSCAFG00020006231
canis_lupus_familiaris ENSCAFG00000001212
mustela_putorius_furo ENSMPUG00000003111
neovison_vison ENSNVIG00000012317
equus_caballus ENSECAG00000006023
equus_asinus_asinus ENSEASG00005020969
