eptatretus_burgeri ENSEBUG00000010588
petromyzon_marinus ENSPMAG00000000087
astyanax_mexicanus ENSAMXG00000031262
pygocentrus_nattereri ENSPNAG00000014724
ictalurus_punctatus ENSIPUG00000010299
danio_rerio ENSDARG00000024479
xiphophorus_maculatus ENSXMAG00000016375
xiphophorus_couchianus ENSXCOG00000019383
gambusia_affinis ENSGAFG00000020977
poecilia_mexicana ENSPMEG00000024425
poecilia_latipinna ENSPLAG00000004250
poecilia_reticulata ENSPREG00000018114
poecilia_formosa ENSPFOG00000001237
fundulus_heteroclitus ENSFHEG00000018945
cyprinodon_variegatus ENSCVAG00000008017
mastacembelus_armatus ENSMAMG00000007709
takifugu_rubripes ENSTRUG00000006537
tetraodon_nigroviridis ENSTNIG00000002902
mola_mola ENSMMOG00000019469
gasterosteus_aculeatus ENSGACG00000016533
seriola_lalandi_dorsalis ENSSLDG00000023210
seriola_dumerili ENSSDUG00000007051
scophthalmus_maximus ENSSMAG00000011615
anabas_testudineus ENSATEG00000018379
oryzias_latipes ENSORLG00020006162
oryzias_latipes_asm223469v1 ENSORLG00015009037
oryzias_latipes ENSORLG00000003318
oryzias_melastigma ENSOMEG00000022327
kryptolebias_marmoratus ENSKMAG00000018617
amphiprion_ocellaris ENSAOCG00000000437
amphiprion_percula ENSAPEG00000011883
acanthochromis_polyacanthus ENSAPOG00000023245
astatotilapia_calliptera ENSACLG00000006362
maylandia_zebra ENSMZEG00005024292
haplochromis_burtoni ENSHBUG00000010170
maylandia_zebra ENSMZEG00005024286
pundamilia_nyererei ENSPNYG00000004245
neolamprologus_brichardi ENSNBRG00000015359
oreochromis_niloticus ENSONIG00000018363
amphilophus_citrinellus ENSACIG00000017223
stegastes_partitus ENSSPAG00000018945
fundulus_heteroclitus ENSFHEG00000018975
monopterus_albus ENSMALG00000014954
labrus_bergylta ENSLBEG00000012279
cynoglossus_semilaevis ENSCSEG00000021407
hippocampus_comes ENSHCOG00000020986
periophthalmus_magnuspinnatus ENSPMGG00000020802
gadus_morhua ENSGMOG00000014349
paramormyrops_kingsleyae ENSPKIG00000009549
scleropages_formosus ENSSFOG00015009759
esox_lucius ENSELUG00000008234
lepisosteus_oculatus ENSLOCG00000003605
pogona_vitticeps ENSPVIG00000003003
notechis_scutatus ENSNSUG00000007597
salvator_merianae ENSSMRG00000020189
sphenodon_punctatus ENSSPUG00000008007
anser_brachyrhynchus ENSABRG00000018189
anas_platyrhynchos_platyrhynchos ENSAPLG00000008332
meleagris_gallopavo ENSMGAG00000009634
gallus_gallus ENSGALG00000009015
coturnix_japonica ENSCJPG00005009041
numida_meleagris ENSNMEG00000021255
cyanistes_caeruleus ENSCCEG00000016163
parus_major ENSPMJG00000019476
ficedula_albicollis ENSFALG00000005690
junco_hyemalis ENSJHYG00000004265
zonotrichia_albicollis ENSZALG00000007552
serinus_canaria ENSSCAG00000014508
taeniopygia_guttata ENSTGUG00000007025
lonchura_striata_domestica ENSLSDG00000011899
lepidothrix_coronata ENSLCOG00000001137
manacus_vitellinus ENSMVIG00005020017
melopsittacus_undulatus ENSMUNG00000009047
calidris_pygmaea ENSCPGG00000010858
calidris_pugnax ENSCPUG00000003154
apteryx_haastii ENSAHAG00000013060
apteryx_owenii ENSAOWG00000010316
apteryx_rowi ENSARWG00000001363
nothoprocta_perdicaria ENSNPEG00000013632
dromaius_novaehollandiae ENSDNVG00000001505
crocodylus_porosus ENSCPRG00005017248
gopherus_agassizii ENSGAGG00000024320
chelonoidis_abingdonii ENSCABG00000006031
chrysemys_picta_bellii ENSCPBG00000017015
choloepus_hoffmanni ENSCHOG00000001248
tupaia_belangeri ENSTBEG00000002681
urocitellus_parryii ENSUPAG00010015091
marmota_marmota_marmota ENSMMMG00000000954
ictidomys_tridecemlineatus ENSSTOG00000015226
spermophilus_dauricus ENSSDAG00000005050
carlito_syrichta ENSTSYG00000009087
pteropus_vampyrus ENSPVAG00000017530
sorex_araneus ENSSARG00000009694
ursus_americanus ENSUAMG00000022881
ursus_maritimus ENSUMAG00000006280
ailuropoda_melanoleuca ENSAMEG00000007202
mustela_putorius_furo ENSMPUG00000010835
neovison_vison ENSNVIG00000010172
canis_lupus_dingo ENSCAFG00020016959
canis_lupus_familiaris ENSCAFG00000029643
vulpes_vulpes ENSVVUG00000029941
panthera_pardus ENSPPRG00000000640
panthera_tigris_altaica ENSPTIG00000009318
felis_catus ENSFCAG00000025576
myotis_lucifugus ENSMLUG00000022923
equus_caballus ENSECAG00000014425
equus_asinus_asinus ENSEASG00005017179
capra_hircus ENSCHIG00000002739
ovis_aries ENSOARG00000012853
bos_mutus ENSBMUG00000020166
bos_taurus ENSBTAG00000031012
bison_bison_bison ENSBBBG00000002238
sus_scrofa ENSSSCG00000038329
tursiops_truncatus ENSTTRG00000014402
vicugna_pacos ENSVPAG00000001418
heterocephalus_glaber_female ENSHGLG00000004661
heterocephalus_glaber_male ENSHGLG00100019065
fukomys_damarensis ENSFDAG00000010120
cavia_porcellus ENSCPOG00000011874
cavia_aperea ENSCAPG00000017777
octodon_degus ENSODEG00000002877
chinchilla_lanigera ENSCLAG00000006276
castor_canadensis ENSCCNG00000019707
ochotona_princeps ENSOPRG00000000815
oryctolagus_cuniculus ENSOCUG00000005695
pan_troglodytes ENSPTRG00000000878
pan_paniscus ENSPPAG00000039870
gorilla_gorilla ENSGGOG00000009240
homo_sapiens ENSG00000142892
pongo_abelii ENSPPYG00000001225
nomascus_leucogenys ENSNLEG00000009640
theropithecus_gelada ENSTGEG00000017069
chlorocebus_sabaeus ENSCSAG00000001396
mandrillus_leucophaeus ENSMLEG00000036297
cercocebus_atys ENSCATG00000035025
macaca_mulatta ENSMMUG00000020217
macaca_fascicularis ENSMFAG00000033601
macaca_nemestrina ENSMNEG00000042529
papio_anubis ENSPANG00000010054
piliocolobus_tephrosceles ENSPTEG00000034786
colobus_angolensis_palliatus ENSCANG00000033119
