choloepus_hoffmanni ENSCHOG00000001073
dasypus_novemcinctus ENSDNOG00000016487
procavia_capensis ENSPCAG00000010534
loxodonta_africana ENSLAFG00000018095
echinops_telfairi ENSETEG00000018507
heterocephalus_glaber_male ENSHGLG00100000405
heterocephalus_glaber_female ENSHGLG00000002606
fukomys_damarensis ENSFDAG00000001630
chinchilla_lanigera ENSCLAG00000002961
octodon_degus ENSODEG00000000632
cavia_porcellus ENSCPOG00000039848
cavia_aperea ENSCAPG00000011500
urocitellus_parryii ENSUPAG00010001738
ictidomys_tridecemlineatus ENSSTOG00000027673
spermophilus_dauricus ENSSDAG00000012526
marmota_marmota_marmota ENSMMMG00000013467
peromyscus_maniculatus_bairdii ENSPEMG00000017278
microtus_ochrogaster ENSMOCG00000006370
cricetulus_griseus_chok1gshd ENSCGRG00001005494
cricetulus_griseus_crigri-picr ENSCGRG00015020328
cricetulus_griseus_crigri ENSCGRG00000016945
mesocricetus_auratus ENSMAUG00000014883
mus_spicilegus ENSMSIG00000011142
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0034660
mus_musculus ENSMUSG00000025265
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0033490
mus_pahari MGP_PahariEiJ_G0032029
rattus_norvegicus ENSRNOG00000047165
meriones_unguiculatus ENSMUGG00000021218
nannospalax_galili ENSNGAG00000000668
jaculus_jaculus ENSJJAG00000010191
castor_canadensis ENSCCNG00000006162
dipodomys_ordii ENSDORG00000007439
oryctolagus_cuniculus ENSOCUG00000000004
ochotona_princeps ENSOPRG00000016600
pan_troglodytes ENSPTRG00000021939
pan_paniscus ENSPPAG00000042280
homo_sapiens ENSG00000102302
gorilla_gorilla ENSGGOG00000007985
pongo_abelii ENSPPYG00000020382
nomascus_leucogenys ENSNLEG00000016227
papio_anubis ENSPANG00000010099
chlorocebus_sabaeus ENSCSAG00000012335
theropithecus_gelada ENSTGEG00000027739
macaca_fascicularis ENSMFAG00000035269
macaca_nemestrina ENSMNEG00000044881
macaca_mulatta ENSMMUG00000012613
mandrillus_leucophaeus ENSMLEG00000030030
cercocebus_atys ENSCATG00000036367
rhinopithecus_roxellana ENSRROG00000036167
rhinopithecus_bieti ENSRBIG00000033984
colobus_angolensis_palliatus ENSCANG00000022364
saimiri_boliviensis_boliviensis ENSSBOG00000030775
cebus_capucinus ENSCCAG00000031347
callithrix_jacchus ENSCJAG00000000230
aotus_nancymaae ENSANAG00000023583
carlito_syrichta ENSTSYG00000005676
propithecus_coquereli ENSPCOG00000017816
prolemur_simus ENSPSMG00000000107
microcebus_murinus ENSMICG00000010121
otolemur_garnettii ENSOGAG00000032407
