pogona_vitticeps ENSPVIG00000017165
anolis_carolinensis ENSACAG00000017040
notechis_scutatus ENSNSUG00000015987
salvator_merianae ENSSMRG00000002926
sphenodon_punctatus ENSSPUG00000015275
gopherus_agassizii ENSGAGG00000016688
chelonoidis_abingdonii ENSCABG00000003022
chrysemys_picta_bellii ENSCPBG00000023952
pelodiscus_sinensis ENSPSIG00000015951
propithecus_coquereli ENSPCOG00000013168
prolemur_simus ENSPSMG00000020134
microcebus_murinus ENSMICG00000007032
otolemur_garnettii ENSOGAG00000005232
pan_paniscus ENSPPAG00000022542
pan_troglodytes ENSPTRG00000010513
homo_sapiens ENSG00000102575
gorilla_gorilla ENSGGOG00000012412
pongo_abelii ENSPPYG00000029796
nomascus_leucogenys ENSNLEG00000012618
macaca_nemestrina ENSMNEG00000017004
macaca_fascicularis ENSMFAG00000045308
macaca_mulatta ENSMMUG00000002974
cercocebus_atys ENSCATG00000013256
mandrillus_leucophaeus ENSMLEG00000030796
theropithecus_gelada ENSTGEG00000027333
papio_anubis ENSPANG00000003565
chlorocebus_sabaeus ENSCSAG00000006722
rhinopithecus_bieti ENSRBIG00000045001
rhinopithecus_roxellana ENSRROG00000034164
colobus_angolensis_palliatus ENSCANG00000040266
piliocolobus_tephrosceles ENSPTEG00000022907
saimiri_boliviensis_boliviensis ENSSBOG00000033072
cebus_capucinus ENSCCAG00000031739
callithrix_jacchus ENSCJAG00000005507
aotus_nancymaae ENSANAG00000033108
carlito_syrichta ENSTSYG00000030113
tupaia_belangeri ENSTBEG00000000598
castor_canadensis ENSCCNG00000015656
dipodomys_ordii ENSDORG00000012722
mus_spicilegus ENSMSIG00000007942
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0033022
mus_musculus ENSMUSG00000001348
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0031899
mus_pahari MGP_PahariEiJ_G0014765
rattus_norvegicus ENSRNOG00000046261
meriones_unguiculatus ENSMUGG00000019235
cricetulus_griseus_chok1gshd ENSCGRG00001020275
cricetulus_griseus_crigri-picr ENSCGRG00015003520
cricetulus_griseus_crigri ENSCGRG00000015090
mesocricetus_auratus ENSMAUG00000012370
microtus_ochrogaster ENSMOCG00000015161
peromyscus_maniculatus_bairdii ENSPEMG00000007088
nannospalax_galili ENSNGAG00000015867
jaculus_jaculus ENSJJAG00000002644
spermophilus_dauricus ENSSDAG00000008319
marmota_marmota_marmota ENSMMMG00000020512
ictidomys_tridecemlineatus ENSSTOG00000003699
urocitellus_parryii ENSUPAG00010007588
cavia_porcellus ENSCPOG00000001006
cavia_aperea ENSCAPG00000007977
chinchilla_lanigera ENSCLAG00000013793
octodon_degus ENSODEG00000015797
heterocephalus_glaber_female ENSHGLG00000016971
heterocephalus_glaber_male ENSHGLG00100016165
fukomys_damarensis ENSFDAG00000015372
loxodonta_africana ENSLAFG00000030903
procavia_capensis ENSPCAG00000015306
echinops_telfairi ENSETEG00000004747
choloepus_hoffmanni ENSCHOG00000004755
dasypus_novemcinctus ENSDNOG00000011836
tursiops_truncatus ENSTTRG00000001810
sus_scrofa ENSSSCG00000032282
bos_mutus ENSBMUG00000026050
bos_taurus ENSBTAG00000004826
bison_bison_bison ENSBBBG00000018149
capra_hircus ENSCHIG00000014322
ovis_aries ENSOARG00000018673
equus_asinus_asinus ENSEASG00005004532
equus_caballus ENSECAG00000012113
ursus_maritimus ENSUMAG00000019499
ursus_americanus ENSUAMG00000000181
ailuropoda_melanoleuca ENSAMEG00000000066
neovison_vison ENSNVIG00000003120
mustela_putorius_furo ENSMPUG00000004905
canis_lupus_dingo ENSCAFG00020005030
canis_lupus_familiaris ENSCAFG00000017319
vulpes_vulpes ENSVVUG00000023807
panthera_pardus ENSPPRG00000008977
panthera_tigris_altaica ENSPTIG00000012649
felis_catus ENSFCAG00000042335
myotis_lucifugus ENSMLUG00000014331
pteropus_vampyrus ENSPVAG00000014902
sorex_araneus ENSSARG00000006916
ochotona_princeps ENSOPRG00000008492
phascolarctos_cinereus ENSPCIG00000014525
notamacropus_eugenii ENSMEUG00000012108
monodelphis_domestica ENSMODG00000006705
sarcophilus_harrisii ENSSHAG00000004053
ornithorhynchus_anatinus ENSOANG00000013181
xenopus_tropicalis ENSXETG00000016725
gallus_gallus ENSGALG00000032854
numida_meleagris ENSNMEG00000014098
calidris_pugnax ENSCPUG00000018158
lonchura_striata_domestica ENSLSDG00000000579
junco_hyemalis ENSJHYG00000017285
latimeria_chalumnae ENSLACG00000001636
amphiprion_ocellaris ENSAOCG00000021752
amphiprion_percula ENSAPEG00000017778
acanthochromis_polyacanthus ENSAPOG00000017880
stegastes_partitus ENSSPAG00000017568
anabas_testudineus ENSATEG00000022004
seriola_dumerili ENSSDUG00000020047
seriola_lalandi_dorsalis ENSSLDG00000008166
scophthalmus_maximus ENSSMAG00000008214
mola_mola ENSMMOG00000007355
gasterosteus_aculeatus ENSGACG00000019109
tetraodon_nigroviridis ENSTNIG00000012060
fundulus_heteroclitus ENSFHEG00000015100
cyprinodon_variegatus ENSCVAG00000011279
xiphophorus_maculatus ENSXMAG00000005225
xiphophorus_couchianus ENSXCOG00000012205
gambusia_affinis ENSGAFG00000013645
poecilia_formosa ENSPFOG00000012682
poecilia_mexicana ENSPMEG00000010810
poecilia_latipinna ENSPLAG00000022619
poecilia_reticulata ENSPREG00000000516
kryptolebias_marmoratus ENSKMAG00000021726
oryzias_latipes_asm223469v1 ENSORLG00015019994
oryzias_latipes ENSORLG00020019036
oryzias_latipes ENSORLG00000014660
oryzias_melastigma ENSOMEG00000006253
takifugu_rubripes ENSTRUG00000008163
monopterus_albus ENSMALG00000002137
mastacembelus_armatus ENSMAMG00000008126
astatotilapia_calliptera ENSACLG00000015286
maylandia_zebra ENSMZEG00005010165
pundamilia_nyererei ENSPNYG00000006179
haplochromis_burtoni ENSHBUG00000021642
neolamprologus_brichardi ENSNBRG00000019657
oreochromis_niloticus ENSONIG00000018906
amphilophus_citrinellus ENSACIG00000006864
cynoglossus_semilaevis ENSCSEG00000014263
periophthalmus_magnuspinnatus ENSPMGG00000010960
labrus_bergylta ENSLBEG00000010964
hippocampus_comes ENSHCOG00000018535
gadus_morhua ENSGMOG00000008932
esox_lucius ENSELUG00000024187
pygocentrus_nattereri ENSPNAG00000005292
astyanax_mexicanus ENSAMXG00000010099
ictalurus_punctatus ENSIPUG00000004837
danio_rerio ENSDARG00000019763
paramormyrops_kingsleyae ENSPKIG00000008444
scleropages_formosus ENSSFOG00015008808
lepisosteus_oculatus ENSLOCG00000008404
petromyzon_marinus ENSPMAG00000000727
eptatretus_burgeri ENSEBUG00000016296
pygocentrus_nattereri ENSPNAG00000022218
astyanax_mexicanus ENSAMXG00000043227
ictalurus_punctatus ENSIPUG00000011313
danio_rerio ENSDARG00000101456
astatotilapia_calliptera ENSACLG00000006061
haplochromis_burtoni ENSHBUG00000000206
maylandia_zebra ENSMZEG00005014700
pundamilia_nyererei ENSPNYG00000009159
neolamprologus_brichardi ENSNBRG00000015340
oreochromis_niloticus ENSONIG00000009671
periophthalmus_magnuspinnatus ENSPMGG00000007161
scophthalmus_maximus ENSSMAG00000005042
cynoglossus_semilaevis ENSCSEG00000009359
seriola_dumerili ENSSDUG00000022726
seriola_lalandi_dorsalis ENSSLDG00000012955
gadus_morhua ENSGMOG00000015215
esox_lucius ENSELUG00000002437
scleropages_formosus ENSSFOG00015009046
paramormyrops_kingsleyae ENSPKIG00000008674
lepisosteus_oculatus ENSLOCG00000008124
calidris_pygmaea ENSCPGG00000005828
ciona_intestinalis ENSCING00000008891
ciona_intestinalis ENSCING00000007754
ciona_intestinalis ENSCING00000018332
ciona_savignyi ENSCSAVG00000009168
ciona_savignyi ENSCSAVG00000008377
ciona_intestinalis ENSCING00000007515
caenorhabditis_elegans_strain_n2 WBGene00008531
