apteryx_rowi ENSARWG00000014202
apteryx_owenii ENSAOWG00000006938
dromaius_novaehollandiae ENSDNVG00000018803
apteryx_haastii ENSAHAG00000008936
gopherus_agassizii ENSGAGG00000024318
chelonoidis_abingdonii ENSCABG00000022735
chrysemys_picta_bellii ENSCPBG00000016255
pelodiscus_sinensis ENSPSIG00000000594
anolis_carolinensis ENSACAG00000013300
pogona_vitticeps ENSPVIG00000024165
notechis_scutatus ENSNSUG00000008595
salvator_merianae ENSSMRG00000007821
gasterosteus_aculeatus ENSGACG00000003710
takifugu_rubripes ENSTRUG00000020118
periophthalmus_magnuspinnatus ENSPMGG00000019123
anabas_testudineus ENSATEG00000007481
monopterus_albus ENSMALG00000009642
maylandia_zebra ENSMZEG00005007392
astatotilapia_calliptera ENSACLG00000024991
haplochromis_burtoni ENSHBUG00000005802
pundamilia_nyererei ENSPNYG00000001516
oreochromis_niloticus ENSONIG00000021238
amphilophus_citrinellus ENSACIG00000013359
poecilia_formosa ENSPFOG00000020447
poecilia_mexicana ENSPMEG00000021972
poecilia_latipinna ENSPLAG00000019168
poecilia_reticulata ENSPREG00000011615
xiphophorus_maculatus ENSXMAG00000019874
xiphophorus_couchianus ENSXCOG00000003892
gambusia_affinis ENSGAFG00000012473
cyprinodon_variegatus ENSCVAG00000006282
seriola_lalandi_dorsalis ENSSLDG00000005628
seriola_dumerili ENSSDUG00000010935
oryzias_melastigma ENSOMEG00000004308
labrus_bergylta ENSLBEG00000011152
scophthalmus_maximus ENSSMAG00000008394
hippocampus_comes ENSHCOG00000008940
hippocampus_comes ENSHCOG00000011881
pygocentrus_nattereri ENSPNAG00000007188
ictalurus_punctatus ENSIPUG00000019342
danio_rerio ENSDARG00000045074
paramormyrops_kingsleyae ENSPKIG00000001594
lepisosteus_oculatus ENSLOCG00000017515
latimeria_chalumnae ENSLACG00000003905
neolamprologus_brichardi ENSNBRG00000011149
periophthalmus_magnuspinnatus ENSPMGG00000008718
labrus_bergylta ENSLBEG00000007884
hippocampus_comes ENSHCOG00000008536
mola_mola ENSMMOG00000004941
labrus_bergylta ENSLBEG00000007904
gasterosteus_aculeatus ENSGACG00000000500
scophthalmus_maximus ENSSMAG00000014218
