serinus_canaria ENSSCAG00000014758
lonchura_striata ENSLSDG00000000656
coturnix_japonica ENSCJPG00005006267
nothoprocta_perdicaria ENSNPEG00000000569
lepidothrix_coronata ENSLCOG00000013015
latimeria_chalumnae ENSLACG00000013054
denticeps_clupeoides ENSDCDG00000018444
denticeps_clupeoides ENSDCDG00000014285
denticeps_clupeoides ENSDCDG00000025127
denticeps_clupeoides ENSDCDG00000007906
denticeps_clupeoides ENSDCDG00000000528
denticeps_clupeoides ENSDCDG00000001721
denticeps_clupeoides ENSDCDG00000026764
astyanax_mexicanus ENSAMXG00000043923
